candidate_segment_id,source_sha256,source_way_osm_id,from_osm_node_id,to_osm_node_id,source_node_index_start,source_node_index_end,highway_tag,oneway_tag,access_tag,vehicle_tag,motor_vehicle_tag,motorcar_tag,bridge_tag,tunnel_tag,layer_tag,surface_tag,width_tag,maxspeed_tag,incline_tag,geometry_wgs84_json,verification_status,routable,review_decision,observed_vehicle_access,observed_direction,measured_width_m,measured_grade_percent,surface_condition,intersection_checked,evidence_type,evidence_reference,reviewer,reviewed_on,notes
osm-way-281621314-segment-003-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,2877968880,2429042772,3,4,secondary,no,,,,,,,,asphalt,,,,"[[126.6589536,37.4450868],[126.6586002,37.4452329]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-004-006,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,2429042772,2877970943,4,6,secondary,no,,,,,,,,asphalt,,,,"[[126.6586002,37.4452329],[126.6583178,37.445346],[126.6574972,37.4456746]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-006-007,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,2877970943,4958020925,6,7,secondary,no,,,,,,,,asphalt,,,,"[[126.6574972,37.4456746],[126.657317,37.4457468]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-007-011,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,4958020925,1770237413,7,11,secondary,no,,,,,,,,asphalt,,,,"[[126.657317,37.4457468],[126.6571841,37.4458],[126.656832,37.445941],[126.6566257,37.4460236],[126.656548,37.4460547]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-011-012,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,1770237413,4741759657,11,12,secondary,no,,,,,,,,asphalt,,,,"[[126.656548,37.4460547],[126.6563369,37.4461392]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-012-013,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,4741759657,12866720417,12,13,secondary,no,,,,,,,,asphalt,,,,"[[126.6563369,37.4461392],[126.6546057,37.4467792]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-013-014,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,12866720417,10058049431,13,14,secondary,no,,,,,,,,asphalt,,,,"[[126.6546057,37.4467792],[126.6544119,37.4468509]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-014-015,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,10058049431,2643032901,14,15,secondary,no,,,,,,,,asphalt,,,,"[[126.6544119,37.4468509],[126.6532344,37.4473242]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-015-016,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,2643032901,4741759497,15,16,secondary,no,,,,,,,,asphalt,,,,"[[126.6532344,37.4473242],[126.6527163,37.4475486]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-016-017,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,4741759497,11257934923,16,17,secondary,no,,,,,,,,asphalt,,,,"[[126.6527163,37.4475486],[126.6505577,37.4483995]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281621314-segment-017-019,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281621314,11257934923,436836503,17,19,secondary,no,,,,,,,,asphalt,,,,"[[126.6505577,37.4483995],[126.6501311,37.4485677],[126.6498752,37.4485853]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281635648-segment-000-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281635648,2856210690,2856210688,0,4,service,,,,,,,,,,,,,"[[126.6547975,37.4548057],[126.6550468,37.4546796],[126.6552213,37.4546098],[126.6557845,37.4543415],[126.655873,37.4539923]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281635652-segment-000-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281635652,2856212908,2856210695,0,3,service,,,,,,,,,,,,,"[[126.6545444,37.4534584],[126.6547519,37.4534302],[126.6548913,37.4533514],[126.6551771,37.4532086]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281635840-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281635840,2856212863,2856212864,0,1,service,,,,,,,,,,,,,"[[126.6565645,37.4541126],[126.6567763,37.4536029]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636619-segment-000-005,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636619,2856199566,2881072433,0,5,service,,,,,,,,,,,,,"[[126.6542177,37.4539881],[126.654049,37.4540238],[126.6539392,37.4540568],[126.6536949,37.4541303],[126.6535744,37.4541477],[126.6535502,37.4541497]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636619-segment-005-010,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636619,2881072433,2856199560,5,10,service,,,,,,,,,,,,,"[[126.6535502,37.4541497],[126.6533971,37.4541626],[126.6531694,37.4541818],[126.6530325,37.4541918],[126.6525283,37.4542286],[126.6519329,37.4542563]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636623-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636623,2856199592,2856199575,0,1,service,,,,,,,,,,,,,"[[126.6516539,37.4538198],[126.6531157,37.4532641]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636624-segment-000-007,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636624,2856199566,2856199588,0,7,service,,,,,,,,,,,,,"[[126.6542177,37.4539881],[126.6541268,37.4539514],[126.6540464,37.4539029],[126.6539176,37.4537917],[126.6537754,37.4536363],[126.6536735,37.4535468],[126.6533972,37.4534127],[126.6533409,37.4534191]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636624-segment-007-009,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636624,2856199588,2856199575,7,9,service,,,,,,,,,,,,,"[[126.6533409,37.4534191],[126.6532229,37.4533382],[126.6531157,37.4532641]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636624-segment-009-010,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636624,2856199575,2856199591,9,10,service,,,,,,,,,,,,,"[[126.6531157,37.4532641],[126.6526903,37.4526442]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636883-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636883,2856218038,2856218074,0,2,service,,,,,,,,,,,,,"[[126.6514152,37.4534599],[126.6515091,37.4536218],[126.6515505,37.4536909]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636883-segment-002-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636883,2856218074,2882114718,2,3,service,,,,,,,,,,,,,"[[126.6515505,37.4536909],[126.6515926,37.4537434]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636883-segment-003-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636883,2882114718,2856199592,3,4,service,,,,,,,,,,,,,"[[126.6515926,37.4537434],[126.6516539,37.4538198]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636883-segment-004-005,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636883,2856199592,2856218068,4,5,service,,,,,,,,,,,,,"[[126.6516539,37.4538198],[126.6518524,37.454103]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636883-segment-005-006,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636883,2856218068,2856199560,5,6,service,,,,,,,,,,,,,"[[126.6518524,37.454103],[126.6519329,37.4542563]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636885-segment-000-010,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636885,2856218074,2856218081,0,10,service,,,,,,,,,,,,,"[[126.6515505,37.4536909],[126.6514072,37.4537538],[126.651273,37.4538198],[126.6510905,37.4538918],[126.6510236,37.4539071],[126.6508008,37.4539195],[126.6507123,37.4539003],[126.6505033,37.4539901],[126.6503663,37.4540792],[126.6502671,37.4540855],[126.6502216,37.4540902]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636887-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636887,2856218070,2856218037,0,2,service,,,,,,,,,,,,,"[[126.6521661,37.4525501],[126.6517827,37.4526977],[126.6511041,37.4529766]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636887-segment-002-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636887,2856218037,2881072419,2,3,service,,,,,,,,,,,,,"[[126.6511041,37.4529766],[126.6507951,37.4531063]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636887-segment-003-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636887,2881072419,2856218044,3,4,service,,,,,,,,,,,,,"[[126.6507951,37.4531063],[126.6498461,37.4535047]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636887-segment-004-005,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636887,2856218044,2881072442,4,5,service,,,,,,,,,,,,,"[[126.6498461,37.4535047],[126.6496323,37.4535939]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636887-segment-005-006,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636887,2881072442,2879019540,5,6,service,,,,,,,,,,,,,"[[126.6496323,37.4535939],[126.6486432,37.4540095]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636888-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636888,2856218044,2856218081,0,2,service,,,,,,,,,,,,,"[[126.6498461,37.4535047],[126.6502055,37.4540264],[126.6502216,37.4540902]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-281636888-segment-002-019,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,281636888,2856218081,2856218036,2,19,service,,,,,,,,,,,,,"[[126.6502216,37.4540902],[126.6502109,37.4541498],[126.650176,37.4543308],[126.6501814,37.4543606],[126.6502431,37.454499],[126.6502484,37.4545459],[126.6502458,37.4545885],[126.6502338,37.4546205],[126.6502243,37.454646],[126.650227,37.4546928],[126.6502297,37.4547396],[126.6502404,37.4549334],[126.650227,37.4551336],[126.6501947,37.4552076],[126.6501331,37.4552783],[126.6499051,37.4554721],[126.6497951,37.4555637],[126.6496634,37.4556453]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-283879195-segment-000-008,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,283879195,2876922893,2876922894,0,8,track,,,,,,,,,,,,,"[[126.6571541,37.4542598],[126.6571739,37.4542243],[126.6573187,37.4540795],[126.6573375,37.4540731],[126.6574609,37.4540604],[126.6575145,37.4540497],[126.6577148,37.4539886],[126.6577942,37.4539574],[126.6579119,37.4538829]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284008454-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284008454,2877961305,2877961307,0,2,service,,,,,,,,,,,,,"[[126.6583478,37.4507712],[126.6584834,37.4510909],[126.6585997,37.4513649]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284010488-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284010488,2877970942,2877970943,0,2,service,,,,,,,,,,,,,"[[126.6579196,37.446352],[126.6577759,37.4461215],[126.6574972,37.4456746]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366927-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366927,2881072442,2881072437,0,1,service,,,,,,,,,,,,,"[[126.6496323,37.4535939],[126.6493425,37.4531718]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366927-segment-001-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366927,2881072437,2881072425,1,2,service,,,,,,,,,,,,,"[[126.6493425,37.4531718],[126.6492062,37.4529733]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366928-segment-000-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366928,2881072433,6848997561,0,4,service,,,,,,,,,,,,,"[[126.6535502,37.4541497],[126.6534886,37.4540015],[126.653459,37.4538709],[126.6534082,37.4536012],[126.6533791,37.4535226]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366928-segment-004-005,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366928,6848997561,2856199588,4,5,service,,,,,,,,,,,,,"[[126.6533791,37.4535226],[126.6533409,37.4534191]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366930-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366930,2881072427,2881072426,0,2,service,,,,,,,,,,,,,"[[126.6485915,37.4532487],[126.6484969,37.4531022],[126.6480814,37.4524009]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366931-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366931,2881072450,2881072435,0,1,service,,,,,,,,,,,,,"[[126.6488564,37.4531369],[126.6483647,37.4523447]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366932-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366932,2881072424,2881072427,0,1,service,,,,,,,,,,,,,"[[126.6482567,37.4533899],[126.6485915,37.4532487]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366932-segment-001-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366932,2881072427,2881072450,1,2,service,,,,,,,,,,,,,"[[126.6485915,37.4532487],[126.6488564,37.4531369]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366932-segment-002-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366932,2881072450,2881072425,2,4,service,,,,,,,,,,,,,"[[126.6488564,37.4531369],[126.6491752,37.4530023],[126.6492062,37.4529733]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366933-segment-000-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366933,2881072421,2881072428,0,4,service,,,,,,,,,,,,,"[[126.6546154,37.4543939],[126.6543683,37.4542605],[126.6543361,37.4542371],[126.6543119,37.4541988],[126.6542821,37.45398]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366934-segment-000-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366934,2881072437,2881072415,0,4,service,,,,,,,,,,,,,"[[126.6493425,37.4531718],[126.6497121,37.4530561],[126.6500071,37.4529645],[126.6500955,37.4529425],[126.6505676,37.4527594]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366935-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366935,2881072419,2881072415,0,2,service,,,,,,,,,,,,,"[[126.6507951,37.4531063],[126.6507473,37.4530277],[126.6505676,37.4527594]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284366935-segment-002-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284366935,2881072415,2881072448,2,3,service,,,,,,,,,,,,,"[[126.6505676,37.4527594],[126.6502727,37.4523408]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284367128-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284367128,2881076905,2445317859,0,1,service,,,,,,,,,,,,,"[[126.6548345,37.4527502],[126.655,37.4523214]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284973519-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284973519,2886789154,2886789150,0,1,service,,,,,,,,,,,,,"[[126.6503727,37.4464912],[126.6501438,37.4464671]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284973520-segment-000-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284973520,2886789160,2886789147,0,4,service,,,,,,,,,,,,,"[[126.6515225,37.4463159],[126.6506025,37.4462754],[126.6505247,37.4462903],[126.6504523,37.4463159],[126.6503957,37.4463706]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284973522-segment-000-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284973522,2886789174,2886789150,0,4,service,,,,,,,,,,,,,"[[126.6494894,37.4470165],[126.6497522,37.4469015],[126.6500043,37.4468035],[126.6500741,37.4467759],[126.6501438,37.4464671]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-284973522-segment-004-005,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,284973522,2886789150,2886789148,4,5,service,,,,,,,,,,,,,"[[126.6501438,37.4464671],[126.6501975,37.4461775]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-471689462-segment-000-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,471689462,4658502132,11257934931,0,4,tertiary,,,,,,,,,asphalt,,,,"[[126.6466761,37.4466096],[126.6462769,37.447839],[126.6478585,37.4481892],[126.6488203,37.4484021],[126.6494694,37.4485379]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-471689462-segment-004-006,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,471689462,11257934931,436836503,4,6,tertiary,,,,,,,,,asphalt,,,,"[[126.6494694,37.4485379],[126.6496828,37.4485825],[126.6498752,37.4485853]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241657-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241657,2643032904,4741759505,0,2,service,,,,,,,,,,,,,"[[126.6533746,37.4479326],[126.6532669,37.447981],[126.653599,37.4485071]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241657-segment-002-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241657,4741759505,2643032908,2,3,service,,,,,,,,,,,,,"[[126.653599,37.4485071],[126.6540219,37.4490993]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241658-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241658,2643032901,4741759434,0,2,service,,,,,,,,,,,,,"[[126.6532344,37.4473242],[126.6531798,37.4475546],[126.6532817,37.4477196]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241658-segment-002-006,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241658,4741759434,4741759438,2,6,service,,,,,,,,,,,,,"[[126.6532817,37.4477196],[126.6535204,37.447743],[126.6544898,37.4477788],[126.6545433,37.4478088],[126.6546858,37.4480616]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241658-segment-006-007,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241658,4741759438,4741759508,6,7,service,,,,,,,,,,,,,"[[126.6546858,37.4480616],[126.6551815,37.4487502]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241658-segment-007-008,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241658,4741759508,4741759507,7,8,service,,,,,,,,,,,,,"[[126.6551815,37.4487502],[126.6552095,37.4487903]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241658-segment-008-009,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241658,4741759507,4741759439,8,9,service,,,,,,,,,,,,,"[[126.6552095,37.4487903],[126.6555442,37.4492969]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241659-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241659,4741759440,4741759438,0,1,service,,,,,,,,,,,,,"[[126.6538798,37.4484186],[126.6546858,37.4480616]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241659-segment-001-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241659,4741759438,2276360845,1,2,service,,,,,,,,,,,,,"[[126.6546858,37.4480616],[126.6550435,37.447939]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241660-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241660,4741759441,4741759442,0,1,service,,,,,,,,,,,,,"[[126.655379,37.4472182],[126.6547292,37.4474328]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241660-segment-001-006,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241660,4741759442,4741759443,1,6,service,,,,,,,,,,,,,"[[126.6547292,37.4474328],[126.6542396,37.4476053],[126.6542128,37.4476021],[126.6541229,37.4475153],[126.654129,37.4475009],[126.6546486,37.4472949]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241661-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241661,4741759443,4741759442,0,1,service,,,,,,,,,,,,,"[[126.6546486,37.4472949],[126.6547292,37.4474328]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241661-segment-001-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241661,4741759442,2276360845,1,2,service,,,,,,,,,,,,,"[[126.6547292,37.4474328],[126.6550435,37.447939]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241661-segment-002-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241661,2276360845,10058460594,2,3,service,,,,,,,,,,,,,"[[126.6550435,37.447939],[126.6555227,37.4486497]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241661-segment-003-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241661,10058460594,4741759444,3,4,service,,,,,,,,,,,,,"[[126.6555227,37.4486497],[126.6558984,37.4491737]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,4741759445,10058484932,0,1,service,,,,,,,,,,,,,"[[126.6502519,37.4513896],[126.6513249,37.4509655]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-001-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,10058484932,4741759483,1,3,service,,,,,,,,,,,,,"[[126.6513249,37.4509655],[126.651659,37.4508581],[126.6523204,37.4505968]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-003-004,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,4741759483,4741759490,3,4,service,,,,,,,,,,,,,"[[126.6523204,37.4505968],[126.6527628,37.450422]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-004-005,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,4741759490,4741759482,4,5,service,,,,,,,,,,,,,"[[126.6527628,37.450422],[126.6528736,37.4503783]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-005-006,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,4741759482,10058120935,5,6,service,,,,,,,,,,,,,"[[126.6528736,37.4503783],[126.653454,37.450164]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-006-007,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,10058120935,4741759446,6,7,service,,,,,,,,,,,,,"[[126.653454,37.450164],[126.653543,37.4501295]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-007-008,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,4741759446,4741759498,7,8,service,,,,,,,,,,,,,"[[126.653543,37.4501295],[126.6536329,37.4500791]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-008-009,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,4741759498,4741759447,8,9,service,,,,,,,,,,,,,"[[126.6536329,37.4500791],[126.6536596,37.4500696]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241662-segment-009-010,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241662,4741759447,4741759511,9,10,service,,,,,,,,,,,,,"[[126.6536596,37.4500696],[126.6545112,37.4497409]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241663-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241663,4741759444,4741759449,0,2,service,,,,,,,,,,,,,"[[126.6558984,37.4491737],[126.6562594,37.4497847],[126.6564605,37.4501252]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241663-segment-002-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241663,4741759449,4741759450,2,3,service,,,,,,,,,,,,,"[[126.6564605,37.4501252],[126.6564949,37.4510135]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241664-segment-000-002,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241664,4741759451,4741759453,0,2,service,,,,,,,,,,,,,"[[126.6554416,37.4493495],[126.65541,37.4494074],[126.65544,37.4496945]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241665-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241665,2262335936,4741759447,0,1,service,,,,,,,,,,,,,"[[126.6541191,37.4502665],[126.6536596,37.4500696]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241668-segment-000-003,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241668,4741759458,4741759460,0,3,service,,,,,,,,,,,,,"[[126.654571,37.4508684],[126.6548597,37.4507605],[126.6549285,37.450746],[126.6551299,37.4506979]]",UNVERIFIED,false,,,,,,,,,,,,
osm-way-481241669-segment-000-001,8eb03c576a7a924e3cb4ab263fba25245431d8d25881c86ee12e7b781b265a61,481241669,4741759460,4741759462,0,1,service,,,,,,,,,,,,,"[[126.6551299,37.4506979],[126.6553011,37.4506885]]",UNVERIFIED,false,,,,,,,,,,,,
