grade,area
0.0220950674,3.80141139
0,25.1482925
0,6.287393
0,6.287377
0,12.5741329
0,6.287275
0,6.287266
0,12.5741444
0,12.5738316
0,12.573864
0,25.1482124
0.006122915,4.332277
0,24.6423969
0,17.3422489
0.0043501216,4.335672
0.0146744922,4.3356843
0.00136503112,8.671096
0,34.68466
0,17.3421822
0,17.3421574
0,34.6847725
0.0040309485,8.671051
0.012613683,8.671039
0.000939870952,17.342186
0,34.6844444
0.01299334,17.34217
0.0052498444,17.3421974
0.009838222,34.6844749
0.0120112952,22.77966
0.009790758,65.41021
0.0181154162,29.3543167
0.0141571369,29.3543167
0.0178469159,58.7086334
0.00261441385,36.52395
0.004883291,24.5709877
0.00687513733,38.8287125
0.00457555428,50.6197739
0.00276443386,13.9047451
0.000530254852,6.334174
0.0149942022,6.33417
0.006589127,15.51421
0.00627434766,23.8492146
0.00370447314,28.012619
0,16.85672
0,16.8566513
0,33.7136345
0,16.8564281
0.0126038808,4.21425867
0.0179024022,4.214284
0.002439048,8.428245
0,33.7136
0,33.7132645
0,33.7134
0,67.42688
0.0147263259,47.18348
0.0190698262,23.5917
0.0142902993,23.59165
0.00467819534,26.106142
0.0065311417,13.9284029
0.007461183,41.81288
0.00689380476,41.81235
0.0013089882,35.83175
0.000156438,66.838295
0.00554018049,16.7096615
0.00522112148,33.4193039
0.000387546577,18.3887
0.00026634708,80.75983
0.006348616,26.3112125
0.00619458128,24.35157
0.0154100638,24.35132
0.011728921,53.4448662
0.00453340448,26.6943111
0.00658867462,33.1833954
0.0059693614,75.54132
0.00684230635,18.88536
0.00957690552,9.442565
0.006598116,9.442423
0.006873131,37.7707748
0.0272197369,2.75951552
0.03660496,2.759526
0.0152595518,5.51910257
0.0265230872,5.51913929
0.041059576,2.75958157
0.0324211977,2.759571
0.0002888853,37.83036
0.006818979,50.5376053
0.0103584332,26.7549686
0.008173635,18.7804317
0.0116791269,18.7804165
0.0115302205,37.5613441
0.00513813226,24.5291138
0.006287541,13.1024046
0.006990881,9.974118
0.0107059656,9.974108
0.007334733,19.9482269
0.00614962168,39.89667
0.010999932,19.9485931
0.00745917065,19.948616
0.0109823542,39.8968964
0.01646636,3.06708431
0.02619177,3.06711054
0.0120039927,6.13411236
0.00673376257,30.76209
0.0113907568,49.3856354
0.01788032,24.5424385
0.00547085935,65.91389
0.00546215242,30.488018
0.0149218356,5.18636131
0.021983929,27.3817444
0.00764053734,59.853756
0.0187248811,34.9329758
0.01781528,17.4664841
0.0155117195,17.4664326
0.0270033758,69.8653259
0.00544775557,29.6835442
0.00746001257,24.5103741
0.0140875094,1.24298847
0,26.0327911
0,26.0328331
0,52.06569
0.01691293,7.12172461
0,7.121784
0.0164248068,14.2435923
0,14.2435646
0,3.56091118
0.0162409656,3.56095576
0,7.12175226
0,28.4872437
0,14.2435923
0,3.56096888
0.0162409861,1.78042006
0,1.78039765
0,7.12195253
0,28.48718
0,14.2433853
0,14.2433853
0,28.487196
0,7.12175035
0,1.78040361
0.0162412729,0.890263736
0,0.890267432
0,3.56082225
0,14.243516
0.005724115,41.372982
0.00867074,30.8236275
0.0174811184,43.4952774
0.01257726,21.747324
0.01839054,21.7473373
0.008814809,21.7475872
0.005402002,10.87367
0.00548314163,10.8737459
0.0170742143,10.8736954
0.021568004,10.8736916
0.009159055,21.7475548
0.00294120377,21.7476368
0.0100584365,10.8739071
0.005182196,10.8739109
0.01682369,5.436968
0.0263721272,2.71852612
0.0189608075,2.71850729
0.0230235,2.718611
0.0410337374,2.71854162
0.0329608768,2.71860147
0.0210019052,1.3591125
0.02784467,1.35912192
0.0121713094,10.873848
0.00518198032,5.43698645
0.0100581665,5.43698454
0.0009450815,21.74765
0.00469073374,10.8737154
0.004629165,10.8737316
0.00653694756,10.8735628
0.0220010988,5.43710756
0.0176044274,5.43710947
0.005484649,5.43705225
0.00540346745,5.43701458
0.00652649254,10.8735971
0.0144561408,35.09
0.0195416715,17.54489
0.0176899619,17.5450287
0.0154852672,35.0898972
0.0173195042,35.0900879
0.005456415,70.02836
0.0104367975,22.4964161
0.004067639,24.52522
0.0120036891,61.7912025
0.00293628965,24.557951
0.00155389344,73.98718
0.009983932,81.89461
0.008047739,40.9471054
0.008115012,40.9471855
0.00562125444,40.94775
0.00344559154,20.4736824
0.00378642045,20.4737225
0.00625008158,40.94775
0.00710763363,20.4735928
0.00703437952,20.4735527
0.010013965,17.669529
0.0103700422,15.6729889
0.0100153936,27.10383
0,34.1731453
0.00869797,17.08667
0,17.0863838
0,16.61251
0,36.22897
0,27.3915844
0,55.7209778
0,27.860281
0,27.8602676
0.0179042351,26.6657352
