name,x,y,z,active,renderers,enabled,minY,terrainY
Grove tree 180,-159.2085,-6.698221,-112.3002,True,3,3,-6.699716,-6.819715
BroadleafTree_05_Green,-206.0631,-7.653584,-249.5553,True,3,3,-7.653912,-7.77511
Grove tree 225,138.9546,-3.199514,-176.5522,True,3,3,-3.199655,-3.319654
BroadleafTree_05_Green,-65.88124,-7.616137,-314.6011,True,3,3,-7.616366,-7.737286
BroadleafTree_02_Green,-80.25453,-7.55087,-307.8303,True,3,3,-7.55095,-7.671449
Grove tree 170,-64.71518,-7.064209,-292.1305,True,3,3,-7.06432,-7.184319
BroadleafTree_05_Green,-123.7671,-6.374763,-60.12112,True,3,3,-6.374971,-6.495146
BroadleafTree_02_Green,109.6716,-4.805755,-234.2313,True,3,3,-4.805814,-4.92618
Grove tree 126,107.9579,-3.94116,-377.1216,True,3,3,-3.941289,-4.061283
Grove tree 233,156.2753,0.7915388,-146.89,False,3,3,0.7901316,-0.1391296
Grove tree 127,115.3183,-6.378452,-380.4824,False,3,3,-6.378868,-6.402297
Grove tree 168,-74.71771,-8.154481,-285.3907,False,3,3,-8.154892,-7.161303
BroadleafTree_02_Green,-293.5435,-9.042428,-178.6392,True,3,3,-9.042509,-9.164011
Grove tree 000,166.0687,-0.4603177,-196.3022,True,3,3,-0.4606657,-0.5806656
Grove tree 174,-274.1615,-8.57974,-198.0126,False,3,3,-8.580852,-8.349487
Grove tree 137,-253.1504,-8.258702,-216.423,True,3,3,-8.259293,-8.379292
Lakeside willow 10,244.9707,2.000821,-52.73594,True,3,3,2.000136,1.850821
Grove tree 195,-139.7706,-6.609165,-76.45537,True,3,3,-6.61037,-6.73037
BroadleafTree_02_Green,151.8242,-2.301575,-237.6392,True,3,3,-2.301635,-2.422749
Grove tree 014,123.4034,-1.981118,-203.8479,True,3,3,-1.981216,-2.101206
Lakeside willow 2,183.0933,0.9288601,-110.6599,True,3,3,0.9255795,0.7788601
Grove tree 043,86.35248,-6.427758,-250.8906,True,3,3,-6.429379,-6.549379
Grove tree 167,-68.35388,-7.561531,-298.3314,True,3,3,-7.561634,-7.681634
Grove tree 185,-150.8145,-6.646194,-99.44975,True,3,3,-6.646314,-6.766314
Grove tree 065,9.613956,-2.8429,-106.4455,False,3,3,-2.843321,-4.579303
BroadleafTree_02_Green,88.61861,-4.381557,-300.7429,True,3,3,-4.381623,-4.502853
Grove tree 028,303.7005,3.61175,-192.1342,True,3,3,3.611375,3.491375
BroadleafTree_02_Green,144.4621,-2.929693,-248.6309,True,3,3,-2.929753,-3.050862
Grove tree 008,-58.12459,-6.434856,-241.4008,True,3,3,-6.43591,-6.55591
BroadleafTree_05_Green,-52.6178,-6.867867,-231.7149,True,3,3,-6.868123,-6.988335
Grove tree 036,-43.4415,-6.625576,-225.8105,True,3,3,-6.625692,-6.745693
Grove tree 049,110.164,-3.885617,-247.8809,True,3,3,-3.885729,-4.005729
Grove tree 142,-210.457,-7.741883,-240.0686,True,3,3,-7.743043,-7.863044
Grove tree 004,-24.96672,-6.507128,-181.2676,False,3,3,-6.507229,-6.620417
Grove tree 095,116.8979,-3.842155,-295.4116,True,3,3,-3.843679,-3.963679
Grove tree 066,-45.72933,-6.21376,-91.3991,False,3,3,-6.214283,-5.916538
Grove tree 115,159.0827,-1.499721,-233.9314,True,3,3,-1.500244,-1.620244
