x,z,grade,area_m2
-113.174377,-99.3023148,0.07554241,0.266208053
-111.367851,-96.6005249,0.08832141,1.0647049
-114.230713,-101.504272,0.03685476,1.06471658
-112.860107,-99.48716,0.06295259,0.532327235
-113.606232,-100.930481,0.03685968,0.532334447
-118.711525,-109.2207,0.0199498143,4.258945
-116.716438,-106.629822,0.03214629,4.258807
-125.678123,-122.062706,0.0126101421,34.0709343
-148.812241,-165.862122,0.03519646,2.12940478
-147.311844,-164.862411,0.009203369,2.12944126
-150.057129,-167.953171,0.03624423,4.258753
-147.8228,-162.679733,0.06762678,2.12945247
-146.817123,-163.271225,0.0291004833,2.12943554
-148.820358,-163.975174,0.06526411,4.25887251
-154.0473,-173.134933,0.0312300213,8.517822
-151.314209,-167.213791,0.07352679,2.12948346
-149.82196,-164.327148,0.07228752,2.129505
-151.5575,-168.952866,0.0362433121,4.25888443
-162.027679,-183.49852,0.0440538861,17.0356121
-154.30687,-171.100143,0.04240207,2.129472
-156.301956,-173.69104,0.009253454,2.12933969
-151.070938,-165.474731,0.107767209,2.129422
-152.563187,-168.361374,0.0431486852,2.129465
-156.545227,-175.4301,0.0441559665,8.517819
-139.108475,-148.042435,0.04026897,8.517616
-143.844788,-154.667557,0.05234366,2.12944818
-145.83989,-157.258453,0.0172891952,2.1295495
-141.35498,-150.485474,0.05232728,4.25890636
-134.12886,-139.678268,0.04056253,17.03527
-145.085632,-157.702042,0.0523983724,8.51776
-146.45015,-161.134354,0.0621596165,1.06471717
-146.194672,-162.2257,0.0285202526,1.06470287
-147.328079,-161.088547,0.0683821,2.12947083
-145.077469,-159.588989,0.06215715,2.12944937
-145.444458,-161.725845,0.0285177529,1.06474316
-145.699936,-160.6345,0.0621576235,1.06475759
-141.590149,-154.111435,0.06109501,17.0353432
-163.009,-188.567825,0.0154477963,8.517722
-166.009766,-190.567245,0.0009515553,8.517781
-160.02446,-182.794556,0.0381684266,8.51779652
-161.0139,-185.976929,0.0184920356,8.517716
-165.993515,-194.34111,0.004092938,17.0354481
-162.992752,-192.341721,0.0103336349,17.0354214
-154.039169,-175.021866,0.03584209,8.517537
-155.275955,-178.999863,0.0165396444,2.129439
-156.281631,-178.408371,0.0439711921,2.12940836
-154.278427,-177.704391,0.0292401649,4.258903
-150.049011,-169.8401,0.0362438038,4.258798
-147.307785,-165.805878,0.0252368487,2.129563
-148.800049,-168.69252,0.03016203,2.12958241
-152.035965,-174.317932,0.0313028954,8.517582
-159.497269,-188.7511,0.009855365,17.03583
-158.013123,-183.977539,0.0107896738,8.51763248
-156.776321,-179.999557,0.0455298871,2.12940836
-155.770676,-180.591064,0.0155287152,2.129439
-157.77388,-181.295,0.0291161668,4.258886
-110.6885,-34.8700562,0.229606524,7.03771973
-111.883644,-37.2700081,0.2352771,7.037815
-112.701721,-32.36992,0.2031298,1.75943446
