portal_local_x,portal_local_z,world_x,world_z,terrain_y
25.5,7.5,377.8603,17.76734,0.1289558
26,7.5,378.3137,17.55651,0.1288471
26.5,7.5,378.767,17.34567,0.1285267
27,7.5,379.2204,17.13484,0.1282043
27.5,7.5,379.6738,16.92402,0.127882
28,7.5,380.1272,16.71318,0.1275616
28.5,7.5,380.5806,16.50234,0.1273575
29,7.5,381.0339,16.29151,0.1280499
29.5,7.5,381.4873,16.08067,0.1287422
30,7.5,381.9407,15.86985,0.1293259
-2,8,353.1355,29.81649,0.1234207
-1.5,8,353.5888,29.60567,0.1234207
-1,8,354.0422,29.39484,0.1234207
-0.5,8,354.4956,29.18401,0.1234207
0,8,354.949,28.97317,0.1234207
0.5,8,355.4023,28.76234,0.1234207
1,8,355.8557,28.55151,0.1234207
1.5,8,356.3091,28.34068,0.1234207
2,8,356.7625,28.12986,0.1234207
2.5,8,357.2159,27.919,0.1234207
3,8,357.6692,27.70817,0.1234207
3.5,8,358.1226,27.49735,0.195797
4,8,358.576,27.2865,0.4635353
4.5,8,359.0293,27.07569,0.7312737
5,8,359.4827,26.86485,0.9047375
5.5,8,359.9361,26.65402,1.071121
6,8,360.3895,26.44319,1.389618
6.5,8,360.8428,26.23235,1.628786
7,8,361.2962,26.02151,1.858824
7.5,8,361.7496,25.81068,2.110472
8,8,362.2029,25.59986,2.28454
8.5,8,362.6564,25.38902,2.500832
9,8,363.1097,25.17819,2.717018
9.5,8,363.5631,24.96737,2.830498
10,8,364.0165,24.75652,2.933035
10.5,8,364.4698,24.54569,3.058241
11,8,364.9232,24.33484,3.133127
11.5,8,365.3766,24.12401,3.201576
12,8,365.83,23.9132,3.272142
12.5,8,366.2833,23.70236,3.273026
13,8,366.7368,23.49153,3.255779
13.5,8,367.1901,23.2807,3.238501
14,8,367.6435,23.06987,3.199415
14.5,8,368.0969,22.85904,3.139191
15,8,368.5502,22.64819,3.014284
15.5,8,369.0036,22.43736,2.89802
16,8,369.457,22.22653,2.783203
16.5,8,369.9104,22.01571,2.668432
17,8,370.3637,21.80486,2.497488
17.5,8,370.8171,21.59403,2.311617
18,8,371.2705,21.38321,2.125748
18.5,8,371.7239,21.17237,2.00127
19,8,372.1772,20.96155,1.831778
19.5,8,372.6306,20.7507,1.572536
20,8,373.084,20.53987,1.407085
20.5,8,373.5374,20.32904,1.262371
21,8,373.9907,20.11821,1.117659
21.5,8,374.4441,19.90738,0.9280128
22,8,374.8975,19.69654,0.7525291
22.5,8,375.3509,19.48573,0.5770473
23,8,375.8043,19.27488,0.4912205
23.5,8,376.2576,19.06404,0.386961
24,8,376.711,18.85322,0.251339
24.5,8,377.1644,18.64237,0.194561
25,8,377.6177,18.43155,0.1592789
25.5,8,378.0711,18.22072,0.1295242
26,8,378.5245,18.00989,0.1295242
26.5,8,378.9779,17.79906,0.1292171
27,8,379.4312,17.58823,0.1288967
27.5,8,379.8846,17.37738,0.1285744
28,8,380.338,17.16655,0.128252
28.5,8,380.7914,16.95572,0.1279316
29,8,381.2448,16.74488,0.1283722
29.5,8,381.6982,16.53405,0.1290627
30,8,382.1515,16.32324,0.1295242
-2,8.5,353.3463,30.26987,0.1234207
-1.5,8.5,353.7997,30.05906,0.1234207
-1,8.5,354.253,29.84821,0.1234207
-0.5,8.5,354.7064,29.63739,0.1234207
0,8.5,355.1598,29.42654,0.1234207
0.5,8.5,355.6132,29.21573,0.1234207
1,8.5,356.0665,29.00488,0.1234207
1.5,8.5,356.5199,28.79403,0.1234207
2,8.5,356.9733,28.58322,0.1234207
2.5,8.5,357.4266,28.37239,0.1234207
3,8.5,357.8801,28.16155,0.1234207
3.5,8.5,358.3334,27.95072,0.3202953
4,8.5,358.7868,27.73989,0.5881042
4.5,8.5,359.2402,27.52906,0.8558426
5,8.5,359.6935,27.31823,1.066301
5.5,8.5,360.1469,27.1074,1.2901
6,8.5,360.6003,26.89655,1.633583
6.5,8.5,361.0537,26.68573,1.914186
7,8.5,361.507,26.4749,2.144163
7.5,8.5,361.9604,26.26405,2.374123
8,8.5,362.4138,26.05324,2.616219
8.5,8.5,362.8672,25.8424,2.830236
9,8.5,363.3206,25.63157,3.046446
9.5,8.5,363.7739,25.42073,3.201725
10,8.5,364.2273,25.20989,3.315201
10.5,8.5,364.6807,24.99906,3.440405
11,8.5,365.1341,24.78823,3.536022
11.5,8.5,365.5874,24.57741,3.604469
12,8.5,366.0408,24.36657,3.667751
12.5,8.5,366.4942,24.15574,3.668966
13,8.5,366.9475,23.94492,3.658382
13.5,8.5,367.4009,23.73406,3.641098
14,8.5,367.8543,23.52324,3.611231
14.5,8.5,368.3077,23.31241,3.512745
15,8.5,368.7611,23.10158,3.38785
15.5,8.5,369.2144,22.89075,3.267872
16,8.5,369.6678,22.67991,3.153114
16.5,8.5,370.1212,22.46908,3.006666
17,8.5,370.5746,22.25825,2.801594
17.5,8.5,371.028,22.04742,2.627306
18,8.5,371.4813,21.83657,2.443996
18.5,8.5,371.9347,21.62574,2.292545
19,8.5,372.3881,21.41491,2.054529
19.5,8.5,372.8415,21.20407,1.79529
20,8.5,373.2948,20.99326,1.588039
20.5,8.5,373.7482,20.78241,1.443285
21,8.5,374.2016,20.57159,1.228775
21.5,8.5,374.6549,20.36076,0.9911995
22,8.5,375.1083,20.1499,0.8343334
22.5,8.5,375.5617,19.93909,0.6721191
23,8.5,376.0151,19.72825,0.5428009
23.5,8.5,376.4684,19.51742,0.4071693
24,8.5,376.9218,19.30659,0.2715473
24.5,8.5,377.3752,19.09576,0.1781464
25,8.5,377.8286,18.88492,0.1428623
25.5,8.5,378.282,18.67409,0.1295242
26,8.5,378.7353,18.46326,0.1295242
26.5,8.5,379.1887,18.25241,0.1295242
27,8.5,379.6421,18.0416,0.1295242
27.5,8.5,380.0955,17.83077,0.1292667
28,8.5,380.5488,17.61992,0.1289444
28.5,8.5,381.0022,17.4091,0.1286221
29,8.5,381.4556,17.19827,0.1286926
29.5,8.5,381.909,16.98744,0.129385
30,8.5,382.3624,16.77661,0.1295242
-2,9,353.5571,30.72326,0.1234207
-1.5,9,354.0105,30.51243,0.1234207
-1,9,354.4639,30.30159,0.1234207
-0.5,9,354.9173,30.09075,0.1234207
0,9,355.3706,29.87992,0.1234207
0.5,9,355.824,29.6691,0.1234207
1,9,356.2774,29.45825,0.1234207
1.5,9,356.7307,29.24743,0.1234207
2,9,357.1841,29.0366,0.1234207
2.5,9,357.6375,28.82576,0.1234207
3,9,358.0909,28.61494,0.1885586
3.5,9,358.5443,28.40411,0.4959755
4,9,358.9977,28.19326,0.7370777
4.5,9,359.451,27.98243,0.9802685
5,9,359.9044,27.7716,1.227757
5.5,9,360.3578,27.56077,1.533966
6,9,360.8111,27.34993,1.877449
6.5,9,361.2645,27.1391,2.199505
7,9,361.7179,26.92827,2.429483
7.5,9,362.1713,26.71745,2.68429
8,9,362.6246,26.50661,2.9643
8.5,9,363.078,26.29576,3.171825
9,9,363.5314,26.08494,3.379351
9.5,9,363.9848,25.8741,3.572954
10,9,364.4381,25.66328,3.697365
10.5,9,364.8915,25.45245,3.822571
11,9,365.3449,25.2416,3.938971
11.5,9,365.7983,25.03078,4.007418
12,9,366.2516,24.81994,4.043985
12.5,9,366.705,24.60911,4.052229
13,9,367.1584,24.39828,4.043955
13.5,9,367.6118,24.18744,4.035723
14,9,368.0652,23.97661,4.011276
14.5,9,368.5185,23.76578,3.88637
15,9,368.9719,23.55496,3.761417
15.5,9,369.4253,23.34411,3.637749
16,9,369.8786,23.1333,3.52298
16.5,9,370.332,22.92245,3.321522
17,9,370.7854,22.71161,3.09498
17.5,9,371.2388,22.50079,2.920692
18,9,371.6921,22.28996,2.746405
18.5,9,372.1455,22.07912,2.531092
19,9,372.5989,21.86829,2.277283
19.5,9,373.0522,21.65746,2.018042
20,9,373.5057,21.44663,1.768967
20.5,9,373.959,21.2358,1.624228
21,9,374.4124,21.02495,1.336676
21.5,9,374.8658,20.81412,1.046173
22,9,375.3192,20.6033,0.8893337
22.5,9,375.7725,20.39247,0.7325134
23,9,376.2259,20.18162,0.535902
23.5,9,376.6793,19.97081,0.4274139
24,9,377.1327,19.75996,0.2917843
24.5,9,377.5861,19.54914,0.1617393
25,9,378.0394,19.3383,0.1295242
25.5,9,378.4928,19.12745,0.1295242
26,9,378.9462,18.91663,0.1295242
26.5,9,379.3995,18.7058,0.1295242
27,9,379.8529,18.49497,0.1295242
27.5,9,380.3063,18.28414,0.1295242
28,9,380.7597,18.07332,0.1295242
28.5,9,381.213,17.86247,0.1293144
29,9,381.6664,17.65163,0.129015
29.5,9,382.1198,17.44081,0.1295242
30,9,382.5732,17.22996,0.1295242
-2,9.5,353.7679,31.17664,0.1234207
-1.5,9.5,354.2213,30.96578,0.1234207
-1,9.5,354.6747,30.75497,0.1234207
-0.5,9.5,355.1281,30.54413,0.1234207
0,9.5,355.5815,30.3333,0.1234207
0.5,9.5,356.0348,30.12247,0.1234207
1,9.5,356.4882,29.91164,0.1234207
1.5,9.5,356.9416,29.70081,0.1234207
2,9.5,357.395,29.48997,0.1234207
2.5,9.5,357.8483,29.27914,0.1234207
3,9.5,358.3017,29.0683,0.3398438
3.5,9.5,358.7551,28.85746,0.6650028
4,9.5,359.2084,28.64665,0.9190025
4.5,9.5,359.6619,28.4358,1.160032
5,9.5,360.1152,28.22498,1.443975
5.5,9.5,360.5686,28.01415,1.779364
6,9.5,361.022,27.8033,2.121315
6.5,9.5,361.4753,27.59249,2.464808
7,9.5,361.9287,27.38164,2.714804
7.5,9.5,362.3821,27.17081,3.00017
8,9.5,362.8355,26.95998,3.295851
8.5,9.5,363.2888,26.74915,3.519907
9,9.5,363.7422,26.53831,3.727432
9.5,9.5,364.1956,26.32748,3.924784
10,9.5,364.649,26.11665,4.072235
10.5,9.5,365.1024,25.90582,4.204737
11,9.5,365.5557,25.69499,4.329939
11.5,9.5,366.0091,25.48414,4.409151
12,9.5,366.4625,25.27331,4.420135
12.5,9.5,366.9158,25.06249,4.43116
13,9.5,367.3692,24.85164,4.427179
13.5,9.5,367.8226,24.64083,4.418947
14,9.5,368.2759,24.43,4.345844
14.5,9.5,368.7294,24.21916,4.238867
15,9.5,369.1827,24.00832,4.134184
15.5,9.5,369.6361,23.79749,4.010078
16,9.5,370.0895,23.58665,3.869497
16.5,9.5,370.5428,23.37582,3.636425
17,9.5,370.9962,23.16501,3.403305
17.5,9.5,371.4496,22.95416,3.214079
18,9.5,371.903,22.74333,3.039793
18.5,9.5,372.3564,22.53251,2.744795
19,9.5,372.8098,22.32166,2.477911
19.5,9.5,373.2631,22.11083,2.233147
20,9.5,373.7165,21.9,1.981552
20.5,9.5,374.1699,21.68917,1.746279
21,9.5,374.6233,21.47834,1.444523
21.5,9.5,375.0766,21.26751,1.142763
22,9.5,375.53,21.05667,0.944294
22.5,9.5,375.9834,20.84584,0.7874565
23,9.5,376.4367,20.63503,0.5339909
23.5,9.5,376.8901,20.42418,0.3842144
24,9.5,377.3435,20.21333,0.2801189
24.5,9.5,377.7968,20.00252,0.1760235
25,9.5,378.2502,19.79167,0.1295242
25.5,9.5,378.7036,19.58085,0.1295242
26,9.5,379.157,19.37002,0.1295242
26.5,9.5,379.6104,19.15917,0.1295242
27,9.5,380.0637,18.94835,0.1295242
27.5,9.5,380.5172,18.73751,0.1295242
28,9.5,380.9705,18.52668,0.1295242
28.5,9.5,381.4239,18.31585,0.1295242
29,9.5,381.8773,18.10501,0.1295242
29.5,9.5,382.3306,17.89418,0.1295242
30,9.5,382.784,17.68335,0.1295242
-2,10,353.9788,31.63,0.1234207
-1.5,10,354.4322,31.41917,0.1234207
-1,10,354.8856,31.20834,0.1234207
-0.5,10,355.3389,30.99751,0.1234207
0,10,355.7923,30.78669,0.1234207
0.5,10,356.2457,30.57584,0.1234207
1,10,356.699,30.365,0.1234207
1.5,10,357.1524,30.15418,0.1234207
2,10,357.6058,29.94333,0.1234207
2.5,10,358.0592,29.73252,0.1658821
3,10,358.5125,29.52168,0.4910412
3.5,10,358.9659,29.31085,0.8162022
4,10,359.4193,29.10002,1.100924
4.5,10,359.8727,28.88919,1.341953
5,10,360.326,28.67835,1.70439
5.5,10,360.7794,28.46751,2.07235
6,10,361.2328,28.25669,2.393003
6.5,10,361.6862,28.04585,2.713638
7,10,362.1395,27.83501,3.02035
7.5,10,362.5929,27.6242,3.316051
8,10,363.0463,27.41335,3.611734
8.5,10,363.4997,27.20253,3.868071
9,10,363.953,26.9917,4.075516
9.5,10,364.4064,26.78087,4.262032
10,10,364.8598,26.57002,4.426104
10.5,10,365.3132,26.35919,4.564497
11,10,365.7666,26.14836,4.70289
11.5,10,366.2199,25.93753,4.785343
12,10,366.6733,25.72671,4.796368
12.5,10,367.1267,25.51586,4.807394
13,10,367.5801,25.30503,4.810444
13.5,10,368.0334,25.09422,4.794352
14,10,368.4868,24.88335,4.679537
14.5,10,368.9402,24.67254,4.568848
15,10,369.3936,24.4617,4.464207
15.5,10,369.847,24.25087,4.359528
16,10,370.3003,24.04004,4.179218
16.5,10,370.7537,23.82919,3.951277
17,10,371.2071,23.61838,3.718206
17.5,10,371.6604,23.40755,3.507467
18,10,372.1138,23.1967,3.294638
18.5,10,372.5672,22.98587,2.966722
19,10,373.0206,22.77504,2.669567
19.5,10,373.4739,22.5642,2.424801
20,10,373.9273,22.35337,2.180002
20.5,10,374.3807,22.14256,1.84964
21,10,374.8341,21.93171,1.552425
21.5,10,375.2875,21.72088,1.250666
22,10,375.7408,21.51006,0.9992676
22.5,10,376.1942,21.2992,0.7994556
23,10,376.6476,21.08838,0.5423164
23.5,10,377.101,20.87755,0.3366508
24,10,377.5543,20.66672,0.2325554
24.5,10,378.0077,20.45588,0.1302204
25,10,378.4611,20.24505,0.1298981
25.5,10,378.9145,20.03422,0.1295757
26,10,379.3679,19.82339,0.1295242
26.5,10,379.8212,19.61256,0.1295242
27,10,380.2746,19.40171,0.1295242
27.5,10,380.7279,19.19088,0.1295242
28,10,381.1813,18.98006,0.1295242
28.5,10,381.6347,18.76922,0.1295242
29,10,382.0881,18.5584,0.1296597
29.5,10,382.5414,18.34757,0.1300545
30,10,382.9948,18.13674,0.1297321
-2,10.5,354.1896,32.08339,0.188942
-1.5,10.5,354.643,31.87255,0.1234207
-1,10.5,355.0964,31.66172,0.1234207
-0.5,10.5,355.5497,31.45089,0.1234207
0,10.5,356.0031,31.24005,0.1234207
0.5,10.5,356.4565,31.02921,0.1234207
1,10.5,356.9099,30.8184,0.1234207
1.5,10.5,357.3633,30.60755,0.1234207
2,10.5,357.8166,30.39672,0.1234207
2.5,10.5,358.27,30.1859,0.3573666
3,10.5,358.7234,29.97505,0.6422405
3.5,10.5,359.1768,29.76424,0.9673996
4,10.5,359.6301,29.55339,1.282841
4.5,10.5,360.0835,29.34256,1.554958
5,10.5,360.5369,29.13173,1.964802
5.5,10.5,360.9903,28.92088,2.365334
6,10.5,361.4436,28.71006,2.685987
6.5,10.5,361.897,28.49923,3.006622
7,10.5,362.3504,28.2884,3.341072
7.5,10.5,362.8038,28.07757,3.633234
8,10.5,363.2571,27.86674,3.927633
8.5,10.5,363.7105,27.65589,4.216072
9,10.5,364.1639,27.44506,4.415096
9.5,10.5,364.6172,27.23424,4.5991
10,10.5,365.0706,27.02339,4.779903
10.5,10.5,365.524,26.81258,4.918297
11,10.5,365.9774,26.60175,5.056625
11.5,10.5,366.4308,26.3909,5.11203
12,10.5,366.8841,26.18008,5.149755
12.5,10.5,367.3375,25.96924,5.183586
13,10.5,367.7909,25.7584,5.193668
13.5,10.5,368.2443,25.54757,5.127993
14,10.5,368.6976,25.33674,5.013218
14.5,10.5,369.151,25.12591,4.898827
15,10.5,369.6044,24.91508,4.794189
15.5,10.5,370.0577,24.70426,4.672634
16,10.5,370.5112,24.49341,4.435942
16.5,10.5,370.9645,24.28258,4.22991
17,10.5,371.4179,24.07175,4.023859
17.5,10.5,371.8713,23.8609,3.800846
18,10.5,372.3246,23.65009,3.516558
18.5,10.5,372.778,23.43925,3.188684
19,10.5,373.2314,23.22842,2.861151
19.5,10.5,373.6848,23.01759,2.616386
20,10.5,374.1382,22.80674,2.328815
20.5,10.5,374.5916,22.59593,1.943611
21,10.5,375.0449,22.38508,1.647987
21.5,10.5,375.4983,22.17426,1.352983
22,10.5,375.9517,21.96342,1.05681
22.5,10.5,376.405,21.75258,0.8077831
23,10.5,376.8584,21.54175,0.5506439
23.5,10.5,377.3118,21.33092,0.2935047
24,10.5,377.7652,21.1201,0.1849918
24.5,10.5,378.2186,20.90926,0.1309109
25,10.5,378.6719,20.69844,0.1305904
25.5,10.5,379.1253,20.48759,0.1302681
26,10.5,379.5787,20.27675,0.1299458
26.5,10.5,380.032,20.06593,0.1296253
27,10.5,380.4854,19.8551,0.1295242
27.5,10.5,380.9388,19.64427,0.1295242
28,10.5,381.3922,19.43343,0.1295242
28.5,10.5,381.8455,19.2226,0.1295242
29,10.5,382.299,19.01177,0.1299801
29.5,10.5,382.7523,18.80092,0.1306725
30,10.5,383.2057,18.59011,0.1304245
-2,11,354.4005,32.53676,0.5446091
-1.5,11,354.8538,32.32594,0.3795586
-1,11,355.3072,32.11508,0.2138844
-0.5,11,355.7606,31.90426,0.1234207
0,11,356.2139,31.69343,0.1234207
0.5,11,356.6674,31.48258,0.1234207
1,11,357.1207,31.27177,0.1234207
1.5,11,357.5741,31.06094,0.1234207
2,11,358.0275,30.8501,0.1490707
2.5,11,358.4808,30.63926,0.5724697
3,11,358.9342,30.42842,0.8862686
3.5,11,359.3876,30.21759,1.165747
4,11,359.841,30.00676,1.445227
4.5,11,360.2943,29.79594,1.81538
5,11,360.7477,29.5851,2.225216
5.5,11,361.2011,29.37428,2.635059
6,11,361.6544,29.16345,2.978971
6.5,11,362.1078,28.9526,3.305473
7,11,362.5612,28.74177,3.650341
7.5,11,363.0146,28.53094,3.956823
8,11,363.468,28.32011,4.248987
8.5,11,363.9213,28.10928,4.54113
9,11,364.3747,27.89844,4.752317
9.5,11,364.8281,27.68761,4.936321
10,11,365.2815,27.47678,5.120325
10.5,11,365.7349,27.26595,5.272099
11,11,366.1882,27.05512,5.374588
11.5,11,366.6416,26.84429,5.426502
12,11,367.095,26.63344,5.468525
12.5,11,367.5483,26.42261,5.506252
13,11,368.0017,26.21179,5.543531
13.5,11,368.4551,26.00094,5.461536
14,11,368.9085,25.79012,5.346901
14.5,11,369.3618,25.57929,5.232126
15,11,369.8152,25.36845,5.12417
15.5,11,370.2686,25.15762,4.940807
16,11,370.722,24.94678,4.703339
16.5,11,371.1754,24.73595,4.486652
17,11,371.6287,24.52512,4.280602
17.5,11,372.0821,24.3143,4.048513
18,11,372.5355,24.10346,3.727476
18.5,11,372.9889,23.89262,3.410654
19,11,373.4422,23.68181,3.082779
19.5,11,373.8956,23.47095,2.808006
20,11,374.349,23.26013,2.45513
20.5,11,374.8024,23.0493,2.069925
21,11,375.2557,22.83845,1.741358
21.5,11,375.7091,22.62763,1.446356
22,11,376.1625,22.4168,1.129042
22.5,11,376.6159,22.20597,0.8268108
23,11,377.0692,21.99514,0.5589695
23.5,11,377.5226,21.78431,0.3018303
24,11,377.976,21.57346,0.1374016
24.5,11,378.4294,21.36263,0.1316032
25,11,378.8828,21.15181,0.1312809
25.5,11,379.3361,20.94097,0.1309605
26,11,379.7895,20.73015,0.1306381
26.5,11,380.2429,20.5193,0.1303158
27,11,380.6963,20.30847,0.1299953
27.5,11,381.1496,20.09765,0.129673
28,11,381.603,19.88682,0.1295242
28.5,11,382.0564,19.67597,0.1296101
29,11,382.5097,19.46514,0.1303024
29.5,11,382.9631,19.25431,0.1309948
30,11,383.4165,19.04348,0.1311169
-2,11.5,354.6113,32.99013,0.8997917
-1.5,11.5,355.0647,32.7793,0.7358513
-1,11.5,355.518,32.56847,0.5701771
-0.5,11.5,355.9714,32.35764,0.404501
0,11.5,356.4248,32.1468,0.2625237
0.5,11.5,356.8781,31.93599,0.1234207
1,11.5,357.3315,31.72514,0.1234207
1.5,11.5,357.7849,31.51429,0.1234207
2,11.5,358.2383,31.30348,0.3459511
2.5,11.5,358.6917,31.09263,0.7693501
3,11.5,359.145,30.88181,1.135721
3.5,11.5,359.5984,30.67098,1.415186
4,11.5,360.0518,30.46015,1.711409
4.5,11.5,360.5052,30.24932,2.117647
5,11.5,360.9585,30.03848,2.492102
5.5,11.5,361.4119,29.82764,2.895472
6,11.5,361.8653,29.61681,3.271955
6.5,11.5,362.3187,29.40599,3.609625
7,11.5,362.7721,29.19514,3.954584
7.5,11.5,363.2254,28.98431,4.280216
8,11.5,363.6788,28.77349,4.572479
8.5,11.5,364.1322,28.56265,4.844446
9,11.5,364.5855,28.35183,5.059937
9.5,11.5,365.0389,28.141,5.261631
10,11.5,365.4923,27.93015,5.457468
10.5,11.5,365.9457,27.71932,5.625896
11,11.5,366.399,27.50849,5.688175
11.5,11.5,366.8524,27.29766,5.740089
12,11.5,367.3058,27.08682,5.787329
12.5,11.5,367.7592,26.87601,5.825022
13,11.5,368.2126,26.66516,5.807301
13.5,11.5,368.6659,26.45433,5.72607
14,11.5,369.1193,26.24351,5.643475
14.5,11.5,369.5727,26.03265,5.560837
15,11.5,370.0261,25.82183,5.446508
15.5,11.5,370.4794,25.61099,5.208998
16,11.5,370.9328,25.40015,4.971529
16.5,11.5,371.3862,25.18934,4.743374
17,11.5,371.8396,24.97849,4.537323
17.5,11.5,372.293,24.76767,4.238285
18,11.5,372.7463,24.55684,3.90102
18.5,11.5,373.1997,24.346,3.595665
19,11.5,373.6531,24.13516,3.290308
19.5,11.5,374.1064,23.92433,2.96665
20,11.5,374.5598,23.7135,2.581446
20.5,11.5,375.0132,23.50267,2.196239
21,11.5,375.4666,23.29185,1.834757
21.5,11.5,375.92,23.08101,1.53973
22,11.5,376.3734,22.87017,1.19346
22.5,11.5,376.8267,22.65934,0.8586597
23,11.5,377.2801,22.4485,0.5905666
23.5,11.5,377.7335,22.23768,0.3224907
24,11.5,378.1868,22.02685,0.132576
24.5,11.5,378.6402,21.81602,0.1322956
25,11.5,379.0936,21.60518,0.1319733
25.5,11.5,379.5469,21.39435,0.1316509
26,11.5,380.0003,21.18352,0.1313305
26.5,11.5,380.4537,20.97269,0.1310081
27,11.5,380.907,20.76186,0.1306858
27.5,11.5,381.3605,20.55101,0.1303654
28,11.5,381.8138,20.34018,0.130043
28.5,11.5,382.2672,20.12936,0.1299324
29,11.5,382.7206,19.91851,0.1306229
29.5,11.5,383.174,19.7077,0.1313152
30,11.5,383.6273,19.49686,0.1318092
-2,12,354.8221,33.44352,1.25502
-1.5,12,355.2755,33.23268,1.092142
-1,12,355.7289,33.02185,0.9264679
-0.5,12,356.1823,32.81102,0.7902737
0,12,356.6356,32.60017,0.6921482
0.5,12,357.089,32.38934,0.4923744
1,12,357.5424,32.17851,0.2925987
1.5,12,357.9957,31.96769,0.1234207
2,12,358.4492,31.75685,0.542944
2.5,12,358.9025,31.54601,0.9662285
3,12,359.3559,31.3352,1.385159
3.5,12,359.8093,31.12435,1.664711
4,12,360.2626,30.91352,2.029171
4.5,12,360.716,30.70267,2.454277
5,12,361.1694,30.49186,2.828733
5.5,12,361.6227,30.28102,3.203171
6,12,362.0761,30.07018,3.57136
6.5,12,362.5295,29.85936,3.913977
7,12,362.9828,29.64853,4.258844
7.5,12,363.4363,29.4377,4.603697
8,12,363.8896,29.22686,4.895969
8.5,12,364.343,29.01602,5.135767
9,12,364.7964,28.80519,5.358747
9.5,12,365.2498,28.59435,5.560726
10,12,365.7031,28.38354,5.762423
10.5,12,366.1565,28.17269,5.925171
11,12,366.6099,27.96186,6.001762
11.5,12,367.0632,27.75104,6.053679
12,12,367.5167,27.5402,6.105595
12.5,12,367.97,27.32936,6.143791
13,12,368.4234,27.11853,6.071051
13.5,12,368.8768,26.9077,5.990473
14,12,369.3301,26.69687,5.907965
14.5,12,369.7835,26.48604,5.825327
15,12,370.2369,26.27521,5.676231
15.5,12,370.6903,26.06437,5.468216
16,12,371.1436,25.85356,5.239811
16.5,12,371.597,25.64269,5.002274
17,12,372.0504,25.43186,4.778063
17.5,12,372.5038,25.22105,4.428112
18,12,372.9572,25.0102,4.078123
18.5,12,373.4105,24.79938,3.769207
19,12,373.8639,24.58854,3.463852
19.5,12,374.3173,24.37772,3.070869
20,12,374.7706,24.16689,2.695538
20.5,12,375.224,23.95605,2.322552
21,12,375.6774,23.74521,1.937347
21.5,12,376.1308,23.53438,1.615147
22,12,376.5842,23.32355,1.257809
22.5,12,377.0375,23.11271,0.9005413
23,12,377.4909,22.90188,0.6223583
23.5,12,377.9443,22.69105,0.3542824
24,12,378.3977,22.48022,0.1559982
24.5,12,378.851,22.2694,0.132576
25,12,379.3044,22.05855,0.132576
25.5,12,379.7578,21.84772,0.1323433
26,12,380.2112,21.63689,0.1320229
26.5,12,380.6646,21.42604,0.1317005
27,12,381.1179,21.21523,0.1313782
27.5,12,381.5713,21.00439,0.1310577
28,12,382.0247,20.79356,0.1307354
28.5,12,382.4781,20.58273,0.1304131
29,12,382.9314,20.3719,0.1309452
29.5,12,383.3848,20.16105,0.1316376
30,12,383.8382,19.95022,0.1323299
