object,x,z,area,grade
Road 955217469 독배로,-300.3654,-332.1919,7.292896,0.002873764
Road 955217469 독배로,-297.2868,-330.5859,7.292058,0.003295351
Road 955217469 독배로,-300.6508,-330.7616,7.292639,0.002961838
Road 955217469 독배로,-297.5723,-329.1556,7.292998,0.003224953
Road 955217469 독배로,-300.9363,-329.3313,7.292417,0.002993252
Road 955217469 독배로,-297.8578,-327.7253,7.292088,0.003089086
Road 955217469 독배로,-301.2218,-327.901,7.292669,0.002891669
Road 955217469 독배로,-298.1432,-326.295,7.292819,0.002916265
Road 955217469 독배로,-301.5072,-326.4707,7.292238,0.002722289
Road 955217469 독배로,-298.4287,-324.8647,7.292717,0.002958746
Road 955217469 독배로,-301.7927,-325.0404,7.292426,0.002644381
Road 955217469 독배로,-298.7142,-323.4344,7.292127,0.002982024
Road 955217469 독배로,-302.0782,-323.6101,7.292998,0.002569757
Road 955217469 독배로,-298.9997,-322.0042,7.292789,0.00289874
Road 955217469 독배로,-302.3637,-322.1798,7.292208,0.002655691
Road 955217469 독배로,-299.2851,-320.5739,7.292447,0.00268038
Road 955217469 독배로,-302.6491,-320.7495,7.292447,0.002487245
Road 955217469 독배로,-299.5706,-319.1436,7.292357,0.002577485
Road 955217469 독배로,-302.9346,-319.3192,7.292939,0.002375699
Road 955217469 독배로,-299.856,-317.7132,7.292998,0.002529288
Road 955217469 독배로,-303.2201,-317.8889,7.292127,0.002324358
Road 955217469 독배로,-300.1416,-316.283,7.292426,0.002665774
Road 955217469 독배로,-303.5056,-316.4586,7.292717,0.002226349
Road 955217469 독배로,-300.427,-314.8527,7.292088,0.00258161
Road 955217469 독배로,-303.791,-315.0284,7.29296,0.002244726
Road 955217469 독배로,-300.7125,-313.4223,7.293408,0.002287849
Road 955217469 독배로,-304.0765,-313.598,7.292246,0.002335117
Road 955217469 독배로,-300.998,-311.992,7.292156,0.00229777
Road 955217469 독배로,-304.362,-312.1677,7.292447,0.002343984
Road 955217469 독배로,-301.2835,-310.5618,7.292357,0.002306911
Road 955217469 독배로,-304.6475,-310.7374,7.292939,0.002357104
Road 955217469 독배로,-301.5689,-309.1314,7.292849,0.002317095
Road 955217469 독배로,-304.933,-309.3071,7.291977,0.002460951
Road 955217469 독배로,-301.8544,-307.7011,7.292575,0.002346112
Road 955217469 독배로,-305.2184,-307.8768,7.292866,0.002313992
Road 955217469 독배로,-302.1399,-306.2708,7.292387,0.002338959
Road 955217469 독배로,-305.5039,-306.4465,7.292387,0.002368269
Road 955217469 독배로,-302.4254,-304.8406,7.292417,0.002345049
Road 955217469 독배로,-305.7894,-305.0162,7.292707,0.002390982
Road 955217469 독배로,-302.7108,-303.4102,7.292828,0.002354912
Road 955217469 독배로,-306.0749,-303.5859,7.292537,0.002400764
Road 955217469 독배로,-302.9963,-301.9799,7.292267,0.002364175
Road 955217469 독배로,-306.3603,-302.1557,7.292267,0.00241027
Road 955217469 독배로,-303.2818,-300.5497,7.292387,0.00218291
Road 955217469 독배로,-306.6458,-300.7253,7.292968,0.002482882
Road 955217469 독배로,-303.5673,-299.1194,7.292819,0.002221528
Road 955217469 독배로,-306.9313,-299.295,7.292238,0.00242565
Road 955217469 독배로,-303.8528,-297.6891,7.292417,0.002288908
Road 955217469 독배로,-307.2168,-297.8648,7.292417,0.002288908
Road 955217469 독배로,-304.1382,-296.2588,7.292836,0.002288918
Road 955217469 독배로,-307.5022,-296.4345,7.292546,0.002288918
Road 955217469 독배로,-304.4237,-294.8285,7.292605,0.002288899
Road 955217469 독배로,-307.7877,-295.0042,7.292605,0.002288899
Road 955217469 독배로,-304.7092,-293.3982,7.292097,0.002270172
Road 955217469 독배로,-308.0732,-293.5739,7.292968,0.002304666
Road 955217469 독배로,-304.9947,-291.9679,7.292669,0.002280427
Road 955217469 독배로,-308.3587,-292.1436,7.292088,0.002411651
Road 955217469 독배로,-305.2801,-290.5376,7.292417,0.002388623
Road 955217469 독배로,-308.6441,-290.7133,7.292998,0.002397726
Road 955217469 독배로,-305.5656,-289.1073,7.292789,0.002412742
Road 955217469 독배로,-308.9296,-289.283,7.292208,0.002412727
Road 955217469 독배로,-305.8511,-287.677,7.292447,0.002412662
Road 955217469 독배로,-309.2151,-287.8527,7.292447,0.002412662
Road 955217469 독배로,-306.1373,-286.2428,7.352716,0.002412738
Road 955217469 독배로,-309.5022,-286.4144,7.354272,0.002412768
Road 955217469 독배로,-306.4251,-284.8005,7.353344,0.002500525
Road 955217469 독배로,-309.7899,-284.9721,7.353054,0.002474372
Road 955217469 독배로,-306.713,-283.3583,7.353383,0.002670564
Road 955217469 독배로,-310.0778,-283.5299,7.353964,0.002583769
Road 955217469 독배로,-307.0008,-281.916,7.353456,0.002751
Road 955217469 독배로,-310.3656,-282.0876,7.353165,0.002751015
Road 955217469 독배로,-307.2886,-280.4738,7.353674,0.002751015
Road 955217469 독배로,-310.6534,-280.6454,7.353093,0.002691988
Road 955217469 독배로,-307.5764,-279.0316,7.352913,0.002793503
Road 955217469 독배로,-310.9413,-279.2032,7.353494,0.002722171
Road 955217469 독배로,-307.8642,-277.5894,7.353344,0.002861633
Road 955217469 독배로,-311.229,-277.761,7.353635,0.00278914
Road 955217469 독배로,-308.1521,-276.1471,7.353964,0.003483149
Road 955217469 독배로,-311.5169,-276.3187,7.352698,0.003015189
Road 955217469 독배로,-308.4399,-274.7049,7.352908,0.003625171
Road 955217469 독배로,-311.8047,-274.8765,7.354174,0.003330703
Road 955217469 독배로,-308.7277,-273.2627,7.353127,0.003525319
Road 955217469 독배로,-312.0925,-273.4342,7.353417,0.003312291
Road 955217469 독배로,-309.0155,-271.8204,7.353985,0.003641062
Road 955217469 독배로,-312.3803,-271.992,7.352429,0.003440273
Road 955217469 독배로,-309.3033,-270.3782,7.353357,0.003757971
Road 955217469 독배로,-312.6682,-270.5498,7.353357,0.00356868
Road 955217469 독배로,-309.5912,-268.936,7.352878,0.004235273
Road 955217469 독배로,-312.956,-269.1076,7.354144,0.003798013
Road 955217469 독배로,-309.879,-267.4937,7.353156,0.004472281
Road 955217469 독배로,-313.2438,-267.6653,7.353447,0.004041902
Road 955217469 독배로,-310.1668,-266.0515,7.353776,0.004369183
Road 955217469 독배로,-313.5316,-266.2231,7.352904,0.004220635
Road 955217469 독배로,-310.4546,-264.6092,7.353862,0.004458936
Road 955217469 독배로,-313.8195,-264.7809,7.353177,0.004315799
Road 955217469 독배로,-310.7425,-263.167,7.352728,0.004549057
Road 955217469 독배로,-314.1073,-263.3387,7.353703,0.004410917
Road 955217469 독배로,-311.0303,-261.7248,7.353015,0.004639489
Road 955217469 독배로,-314.3951,-261.8964,7.353596,0.004506396
Road 955217469 독배로,-311.3181,-260.2826,7.353926,0.005601058
Road 955217469 독배로,-314.6829,-260.4541,7.353054,0.004851347
Road 955217469 독배로,-311.6059,-258.8403,7.353383,0.00608147
Road 955217469 독배로,-314.9707,-259.0119,7.353383,0.005340601
Road 955217469 독배로,-311.8937,-257.3981,7.353279,0.006460781
Road 955217469 독배로,-315.2585,-257.5697,7.353642,0.005797029
Road 955217469 독배로,-312.1815,-255.9558,7.353268,0.00679056
Road 955217469 독배로,-315.5464,-256.1274,7.35334,0.006187812
Road 955217469 독배로,-312.4693,-254.5136,7.35364,0.006710469
Road 955217469 독배로,-315.8341,-254.6852,7.353204,0.006453273
Road 955217469 독배로,-312.7572,-253.0713,7.353713,0.006590172
Road 955217469 독배로,-316.122,-253.243,7.353028,0.006701685
Road 955217469 독배로,-313.045,-251.6291,7.352878,0.007393687
Road 955217469 독배로,-316.4098,-251.8007,7.353853,0.007212488
Road 955217469 독배로,-313.3328,-250.1869,7.35309,0.007861159
Road 955217469 독배로,-316.6976,-250.3585,7.353236,0.007585389
Road 955217469 독배로,-313.6206,-248.7446,7.353999,0.008134085
Road 955217469 독배로,-316.9855,-248.9163,7.353023,0.007879329
Road 955217469 독배로,-313.9085,-247.3024,7.352874,0.00791759
Road 955217469 독배로,-317.2733,-247.4741,7.353849,0.008025287
Road 955217469 독배로,-314.1963,-245.8602,7.35346,0.008036423
Road 955217469 독배로,-317.5611,-246.0318,7.35346,0.008330281
Road 955217469 독배로,-314.4841,-244.4179,7.353594,0.008267218
Road 955217469 독배로,-317.8489,-244.5895,7.353159,0.008559443
Road 955217469 독배로,-314.7719,-242.9757,7.353204,0.008498029
Road 955217469 독배로,-318.1367,-243.1473,7.35364,0.008659187
Road 955217469 독배로,-315.0597,-241.5335,7.35334,0.008649356
Road 955217469 독배로,-318.4245,-241.7051,7.353195,0.008700458
Road 955217469 독배로,-315.3475,-240.0912,7.353494,0.008711793
Road 955217469 독배로,-318.7124,-240.2629,7.353204,0.008914257
Road 955217469 독배로,-315.6354,-238.649,7.353533,0.008833817
Road 955217469 독배로,-319.0002,-238.8206,7.353533,0.009055017
Road 955217469 독배로,-315.9232,-237.2068,7.353129,0.008978809
Road 955217469 독배로,-319.288,-237.3784,7.353565,0.009154842
Road 955217469 독배로,-316.211,-235.7645,7.353415,0.009134069
Road 955217469 독배로,-319.5758,-235.9361,7.353415,0.009176632
Road 955217469 독배로,-316.4988,-234.3223,7.353969,0.009155892
Road 955217469 독배로,-319.8636,-234.4939,7.352848,0.009142135
Road 955217469 독배로,-316.7867,-232.88,7.353057,0.009148465
Road 955217469 독배로,-320.1515,-233.0517,7.353597,0.009213486
Road 955217469 독배로,-317.0745,-231.4378,7.353029,0.009181463
Road 955217469 독배로,-320.4393,-231.6095,7.353464,0.009245914
Road 955217469 독배로,-317.3623,-229.9956,7.353524,0.009214228
Road 955217469 독배로,-320.7271,-230.1672,7.353234,0.009257549
Road 955217469 독배로,-317.6501,-228.5534,7.353428,0.009378997
Road 955217469 독배로,-321.0149,-228.725,7.353428,0.009116373
Road 955217469 독배로,-317.938,-227.1111,7.353009,0.009248259
Road 955217469 독배로,-321.3028,-227.2827,7.354026,0.008966145
Road 955217469 독배로,-318.2257,-225.6689,7.353338,0.00909759
Road 955217469 독배로,-321.5905,-225.8404,7.353338,0.008788536
Road 955217469 독배로,-318.5135,-224.2266,7.35428,0.008947107
Road 955217469 독배로,-321.8784,-224.3982,7.352724,0.008635245
Road 281621314 소성로,419.9342,-578.2886,7.429935,0.02021823
Road 281621314 소성로,417.994,-581.044,7.429642,0.01945713
Road 281621314 소성로,418.6066,-577.621,7.429915,0.01952042
Road 281621314 소성로,416.6665,-580.3765,7.429915,0.01953823
Road 281621314 소성로,417.2791,-576.9534,7.429779,0.01950455
Road 281621314 소성로,415.339,-579.7088,7.430071,0.01960615
Road 281621314 소성로,415.9515,-576.2858,7.429799,0.0197685
Road 281621314 소성로,414.0114,-579.0413,7.429506,0.0194045
Road 281621314 소성로,414.6239,-575.6182,7.430188,0.01956821
Road 281621314 소성로,412.6839,-578.3737,7.428823,0.01878309
Road 281621314 소성로,413.2964,-574.9506,7.429641,0.01889263
Road 281621314 소성로,411.3564,-577.7061,7.429934,0.01861591
Road 281621314 소성로,411.9689,-574.2831,7.429253,0.01874406
Road 281621314 소성로,410.0288,-577.0386,7.430618,0.01834509
Road 281621314 소성로,410.6413,-573.6155,7.429663,0.01845858
Road 281621314 소성로,408.7012,-576.3709,7.429663,0.01800711
Road 281621314 소성로,409.3137,-572.9479,7.430481,0.0180252
Road 281621314 소성로,407.3737,-575.7033,7.429409,0.01789728
Road 281621314 소성로,407.9862,-572.2803,7.429818,0.01791539
Road 281621314 소성로,406.0461,-575.0358,7.429232,0.0181866
Road 281621314 소성로,406.6587,-571.6127,7.429505,0.01813758
Road 281621314 소성로,404.7186,-574.3682,7.430091,0.01778508
Road 281621314 소성로,405.3311,-570.9453,7.428999,0.01809442
Road 281621314 소성로,403.3911,-573.7007,7.430558,0.01718571
Road 281621314 소성로,404.0036,-570.2776,7.429875,0.01749793
Road 281621314 소성로,402.0635,-573.033,7.429096,0.01659102
Road 281621314 소성로,402.676,-569.61,7.430734,0.01668931
Road 281621314 소성로,400.736,-572.3654,7.429661,0.01667245
Road 281621314 소성로,401.3485,-568.9424,7.428979,0.01661205
Road 281621314 소성로,399.4084,-571.6979,7.430051,0.0167706
Road 281621314 소성로,400.0209,-568.2748,7.430052,0.0168849
Road 281621314 소성로,398.0808,-571.0303,7.430345,0.01664538
Road 281621314 소성로,398.6933,-567.6072,7.429662,0.01676054
Road 281621314 소성로,396.7533,-570.3627,7.429076,0.01607375
Road 281621314 소성로,397.3658,-566.9396,7.430304,0.0161682
Road 281621314 소성로,395.4258,-569.6951,7.429525,0.01600988
Road 281621314 소성로,396.0382,-566.272,7.429934,0.01609301
Road 281621314 소성로,394.0982,-569.0275,7.429641,0.01580325
Road 281621314 소성로,394.7107,-565.6046,7.428686,0.0159302
Road 281621314 소성로,392.7707,-568.36,7.430344,0.01545955
Road 281621314 소성로,393.3832,-564.937,7.429526,0.0154809
Road 281621314 소성로,391.443,-567.6924,7.430599,0.01534083
Road 281621314 소성로,392.0556,-564.2693,7.430325,0.01536231
Road 281621314 소성로,390.1155,-567.0247,7.42896,0.01564936
Road 281621314 소성로,390.7281,-563.6017,7.430051,0.01557431
Road 281621314 소성로,388.7881,-566.3572,7.428979,0.01531657
Road 281621314 소성로,389.4005,-562.9341,7.429934,0.01558179
Road 281621314 소성로,387.4604,-565.6896,7.43042,0.0148404
Road 281621314 소성로,388.0729,-562.2665,7.429329,0.01510939
Road 281621314 소성로,386.1329,-565.022,7.429136,0.01436367
Road 281621314 소성로,386.7455,-561.5991,7.429818,0.01446092
Road 281621314 소성로,384.8053,-564.3545,7.430597,0.01445251
Road 281621314 소성로,385.4178,-560.9314,7.429506,0.01438642
Road 281621314 소성로,383.4778,-563.6868,7.429799,0.01455964
Road 281621314 소성로,384.0903,-560.2638,7.430481,0.01468153
Road 281621314 소성로,382.1502,-563.0192,7.429409,0.01443422
Road 281621314 소성로,382.7627,-559.5962,7.429955,0.0145574
Road 281621314 소성로,380.8227,-562.3517,7.429368,0.01391715
Road 281621314 소성로,381.4352,-558.9287,7.428823,0.01402499
Road 281621314 소성로,379.4952,-561.6841,7.430188,0.01391512
Road 281621314 소성로,380.1077,-558.2611,7.430188,0.01398702
Road 281621314 소성로,378.1676,-561.0165,7.430188,0.01373015
Road 281621314 소성로,378.78,-557.5934,7.430188,0.0139453
Road 281621314 소성로,376.84,-560.3489,7.428823,0.01333227
Road 281621314 소성로,377.4525,-556.926,7.428823,0.01341573
Road 281621314 소성로,375.5125,-559.6815,7.43048,0.01313015
Road 281621314 소성로,376.125,-556.2584,7.430482,0.013215
Road 281621314 소성로,374.1849,-559.0138,7.42941,0.01357507
Road 281621314 소성로,374.7974,-555.5908,7.430227,0.01343083
Road 281621314 소성로,372.8574,-558.3463,7.428862,0.01311395
Road 281621314 소성로,373.4699,-554.9233,7.428863,0.01345297
Road 281621314 소성로,371.5299,-557.6787,7.4313,0.01265002
Road 281621314 소성로,372.1424,-554.2556,7.42939,0.01300941
Road 281621314 소성로,370.2023,-557.011,7.429683,0.01219489
Road 281621314 소성로,370.8148,-553.5881,7.430228,0.01235923
Road 281621314 소성로,368.8747,-556.3435,7.429642,0.01235466
Road 281621314 소성로,369.4873,-552.9204,7.429915,0.01224865
Road 281621314 소성로,367.5471,-555.6758,7.429915,0.01248456
Road 281621314 소성로,368.1597,-552.2528,7.430325,0.01273168
Road 281621314 소성로,366.2196,-555.0082,7.429545,0.01231007
Road 281621314 소성로,366.8321,-551.5852,7.429545,0.01256064
Road 281621314 소성로,364.8921,-554.3408,7.429545,0.01178558
Road 281621314 소성로,365.5046,-550.9177,7.428863,0.01198976
Road 281621314 소성로,363.5646,-553.6732,7.429935,0.01199385
Road 281621314 소성로,364.1771,-550.2501,7.430345,0.01203148
Road 281621314 소성로,362.237,-553.0056,7.430052,0.0118436
Road 281621314 소성로,362.8495,-549.5825,7.429915,0.01222818
Road 281621314 소성로,360.9095,-552.338,7.429136,0.0113812
Road 281621314 소성로,361.522,-548.915,7.429545,0.01153084
Road 281621314 소성로,359.5819,-551.6704,7.430325,0.01123053
Road 281621314 소성로,360.1944,-548.2473,7.429915,0.01138204
Road 281621314 소성로,358.2543,-551.0027,7.429915,0.01174185
Road 281621314 소성로,358.8668,-547.5797,7.430461,0.01159849
Road 281621314 소성로,356.9268,-550.3351,7.429096,0.01122593
Road 281621314 소성로,357.5393,-546.9122,7.428822,0.0119179
Road 281621314 소성로,355.5993,-549.6677,7.429893,0.01066515
Road 281621314 소성로,356.2118,-546.2446,7.429759,0.01144603
Road 281621314 소성로,354.2717,-549.0001,7.430052,0.01016058
Road 281621314 소성로,354.8844,-545.5771,7.427594,0.01066127
Road 281621314 소성로,352.9442,-548.3325,7.431983,0.01042611
Road 281621314 소성로,353.5571,-544.9096,7.424618,0.01030375
Road 281621314 소성로,351.6168,-547.6648,7.431444,0.0105345
Road 281621314 소성로,352.2301,-544.2419,7.428169,0.01105229
Road 281621314 소성로,350.2895,-546.9969,7.427583,0.01031628
Road 281621314 소성로,350.903,-543.5742,7.428264,0.01084397
Road 281621314 소성로,348.9624,-546.3292,7.428264,0.009629449
Road 281621314 소성로,349.5759,-542.9064,7.427173,0.01011052
Road 281621314 소성로,347.6353,-545.6614,7.428538,0.0099382
Road 281621314 소성로,348.2488,-542.2386,7.428676,0.0100798
Road 281621314 소성로,346.3082,-544.9937,7.427896,0.00978205
Road 281621314 소성로,346.9217,-541.5709,7.427213,0.01033717
Road 281621314 소성로,344.9811,-544.326,7.427992,0.00934074
Road 281621314 소성로,345.5946,-540.9031,7.429222,0.009482258
Road 281621314 소성로,343.654,-543.6582,7.427856,0.009268147
Road 281621314 소성로,344.2675,-540.2354,7.427581,0.009410537
Road 281621314 소성로,342.3269,-542.9905,7.427581,0.009862717
Road 281621314 소성로,342.9404,-539.5677,7.427992,0.009665585
Road 281621314 소성로,340.9999,-542.3228,7.427992,0.009409511
Road 281621314 소성로,341.6134,-538.9,7.428263,0.01052725
Road 281621314 소성로,339.6728,-541.6551,7.428263,0.008813205
Road 281621314 소성로,340.2862,-538.2323,7.42772,0.0101183
Road 281621314 소성로,338.3457,-540.9874,7.428306,0.008348326
Road 281621314 소성로,338.9589,-537.5644,7.432672,0.009362879
Road 281621314 소성로,337.0186,-540.3196,7.423115,0.008945861
Road 281621314 소성로,337.6389,-536.9005,7.306829,0.008723894
Road 281621314 소성로,335.7065,-539.6599,7.29971,0.009101088
Road 281621314 소성로,336.3339,-536.2444,7.303532,0.009437894
Road 281621314 소성로,334.4017,-539.0039,7.30246,0.009013962
Road 281621314 소성로,335.0288,-535.5884,7.30396,0.009353683
Road 281621314 소성로,333.0967,-538.3479,7.302302,0.008203229
Road 281621314 소성로,333.7239,-534.9324,7.302165,0.008782119
Road 281621314 소성로,331.7918,-537.692,7.303237,0.008329793
Road 281621314 소성로,332.4189,-534.2764,7.302829,0.008621064
Road 281621314 소성로,330.4868,-537.0359,7.303415,0.008214941
Road 281621314 소성로,331.1139,-533.6204,7.303551,0.009386079
