object,triangle,x,y,z,areaM2,grade
"Continuous asphalt network",545,69.77268,-4.87731457,109.360718,0.5362124,0.10967622
"Continuous asphalt network",546,68.65452,-4.996447,109.592934,0.2681042,0.100357845
"Continuous asphalt network",547,67.53298,-5.07193565,109.745911,0.134051949,0
"Continuous asphalt network",548,68.2851639,-5.03382158,109.749565,0.1340521,0.101455092
"Continuous asphalt network",549,72.72751,-4.53573227,108.107689,1.07241333,0.111276716
"Continuous asphalt network",550,70.5012741,-4.79353857,108.809776,0.5362103,0.109945476
"Continuous asphalt network",551,68.64271,-4.997558,109.315643,0.134071961,0.0998659655
"Continuous asphalt network",552,67.527916,-5.07193565,109.627075,0.0670286343,0
"Continuous asphalt network",553,68.27335,-5.034561,109.472282,0.06702871,0.09948289
"Continuous asphalt network",554,69.7625656,-4.8784256,109.123039,0.268140316,0.10967993
"Continuous asphalt network",555,77.15975,-3.99937749,106.228157,1.07243526,0.113889866
"Continuous asphalt network",556,80.11457,-3.65090728,104.975128,1.07247818,0.153617442
"Continuous asphalt network",557,74.1948,-4.35293674,107.243492,1.07242715,0.111830145
"Continuous asphalt network",558,70.48948,-4.78901434,108.532471,0.268179476,0.111190908
"Continuous asphalt network",559,68.63682,-4.998098,109.176994,0.06702479,0.09951014
"Continuous asphalt network",560,67.52538,-5.07193565,109.567657,0.0335076228,0
"Continuous asphalt network",561,68.2674561,-5.03493261,109.333626,0.033509057,0.09850747
"Continuous asphalt network",562,69.75077,-4.87583637,108.845741,0.134051234,0.114696428
"Continuous asphalt network",563,72.71739,-4.53103971,107.869995,0.536358654,0.111277215
"Continuous asphalt network",564,60.8745232,-5.060152,112.327538,8.579956,0.0390265658
"Continuous asphalt network",565,43.118618,-5.07193565,119.211876,17.1600246,0
"Continuous asphalt network",566,25.3357334,-5.07193565,125.46241,8.580681,0
"Continuous asphalt network",567,37.20898,-5.07193565,121.717934,8.580673,0
"Continuous asphalt network",568,-148.668671,-5.07193565,52.3665352,6.099879,0
"Continuous asphalt network",569,-147.33725,-5.07193565,57.38869,53.16111,0
"Continuous asphalt network",570,-141.550613,-5.07193565,70.85226,26.5802422,0
"Continuous asphalt network",571,-143.671112,-5.07193565,61.83549,26.5802422,0
"Continuous asphalt network",572,-134.461,-5.07193565,84.28503,26.580862,0
"Continuous asphalt network",573,-128.022873,-5.07193565,97.7331848,13.2899857,0
"Continuous asphalt network",574,-131.44632,-5.07193565,88.74722,13.2900457,0
"Continuous asphalt network",575,-137.233,-5.07193565,75.28365,26.5808926,0
"Continuous asphalt network",576,-141.716721,-5.07193565,61.7892952,13.2903,0
"Continuous asphalt network",577,-139.5962,-5.07193565,70.80606,13.2903,0
"Continuous asphalt network",578,-120.281837,-5.07193565,111.150551,26.5805035,0
"Continuous asphalt network",579,-113.843719,-5.07193565,124.598694,13.29038,0
"Continuous asphalt network",580,-117.267181,-5.07193565,115.61274,13.2903481,0
"Continuous asphalt network",581,-106.754128,-5.07193565,138.031448,13.2898111,0
"Continuous asphalt network",582,-99.9902954,-5.07193565,151.471909,6.645165,0
"Continuous asphalt network",583,-104.065216,-5.07193565,142.501328,6.64515066,0
"Continuous asphalt network",584,-110.503319,-5.07193565,129.053177,13.2897949,0
"Continuous asphalt network",585,-116.28997,-5.07193565,115.589638,6.64526224,0
"Continuous asphalt network",586,-112.866508,-5.07193565,124.575592,6.645278,0
"Continuous asphalt network",587,-123.379555,-5.07193565,102.156883,26.5804749,0
"Continuous asphalt network",588,-128.840485,-5.07193565,88.6856155,13.2902374,0
"Continuous asphalt network",589,-126.068489,-5.07193565,97.68698,13.2902374,0
"Continuous asphalt network",590,-134.952866,-5.07193565,75.22977,13.2899923,0
"Continuous asphalt network",591,-140.739517,-5.07193565,61.7662048,6.644969,0
"Continuous asphalt network",592,-137.316055,-5.07193565,70.7521744,6.64498425,0
"Continuous asphalt network",593,-131.855133,-5.07193565,84.22344,13.2900219,0
"Continuous asphalt network",594,-127.045685,-5.07193565,97.71008,6.64500761,0
"Continuous asphalt network",595,-129.817673,-5.07193565,88.70872,6.64500761,0
"Continuous asphalt network",596,96.79502,-2.7336874,110.756065,14.8777142,0.0231654011
"Continuous asphalt network",597,93.26016,-2.6727345,104.588646,7.438851,0.0449947044
"Continuous asphalt network",598,93.9051743,-2.72755551,107.5846,7.43890953,0.0223817155
"Continuous asphalt network",599,96.47886,-2.759697,114.413277,29.755394,0.00403246935
"Continuous asphalt network",600,257.284821,-0.329729021,46.37395,1.8565501,0.0251177624
"Continuous asphalt network",601,258.434082,-0.2620725,63.6187134,13.9857941,0
"Continuous asphalt network",602,255.220642,-0.2643413,56.011364,4.27068424,0.002475298
"Continuous asphalt network",603,253.562759,-0.293412149,54.7704659,4.27067041,0.0305070374
"Continuous asphalt network",604,255.44548,-0.2643413,58.46941,8.541303,0.00231216173
"Continuous asphalt network",605,257.257782,-0.2648194,52.9566345,8.541134,0.00279945624
"Continuous asphalt network",606,254.732376,-0.266440332,52.78371,2.13531137,0.00287594274
"Continuous asphalt network",607,253.601379,-0.292764276,53.08205,2.13531137,0.0469557829
"Continuous asphalt network",608,255.824753,-0.2648194,54.17378,4.27063656,0.002996958
"Continuous asphalt network",609,262.0332,2.20107484,-39.71484,20.790596,0.0359237641
"Continuous asphalt network",610,260.0951,2.430398,-45.78744,5.19771576,0.03391346
"Continuous asphalt network",611,258.843719,2.56146526,-48.51643,5.19767475,0.0538069867
"Continuous asphalt network",612,259.591461,2.33985162,-43.19369,10.3954449,0.039137233
"Continuous asphalt network",613,261.02594,2.02578187,-34.5273438,41.5814934,0.03435972
"Continuous asphalt network",614,260.384827,1.47075689,-17.4651489,41.5811424,0.03231733
"Continuous asphalt network",615,262.399353,1.799901,-27.8401337,41.5813637,0.03215232
"Continuous asphalt network",616,261.117218,0.724375069,6.28429651,41.5816727,0.0302571934
"Continuous asphalt network",617,261.1019,0.1795639,24.7110081,10.3950491,0.0300217252
"Continuous asphalt network",618,261.094177,-0.0947443,33.9243355,2.5987525,0.0315725319
"Continuous asphalt network",619,261.12085,-0.220763147,39.5205727,1.29924667,0.01169146
"Continuous asphalt network",620,261.3116,-0.157533273,36.24458,1.29928148,0.0430275947
"Continuous asphalt network",621,261.536774,0.0439793877,29.35147,5.19752455,0.0299485084
"Continuous asphalt network",622,261.987061,0.447916418,15.5652771,20.790184,0.02883459
"Continuous asphalt network",623,262.506042,1.08390009,-5.45519,41.5815773,0.0318680145
"Continuous asphalt network",624,264.2764,1.66555941,-23.7466583,20.790905,0.03174852
"Continuous asphalt network",625,262.261871,1.33641529,-13.3716736,20.7907944,0.03193565
"Continuous asphalt network",626,321.513763,0.355438,-5.297821,23.3627644,0.00087938935
"Continuous asphalt network",627,332.6466,0.354991674,-12.7574873,11.6817112,0.0009870876
"Continuous asphalt network",628,324.84964,0.356008917,-8.465749,11.6816282,0.0009838407
"Continuous asphalt network",629,309.2557,0.359363317,0.117741905,11.6814146,0.0018870373
"Continuous asphalt network",630,301.4587,0.38199082,4.40947962,11.6813993,0.00510071963
"Continuous asphalt network",631,313.716766,0.356858969,-1.00607812,23.36283,0.0008957099
"Continuous asphalt network",632,337.670258,0.354420751,-12.8592329,46.72554,0
"Continuous asphalt network",633,326.256134,0.354420751,-5.91057825,23.3628483,0
"Continuous asphalt network",634,334.615662,0.354420751,-9.180252,23.3628788,0
"Continuous asphalt network",635,262.066925,2.45744538,-57.2531548,2.323362,0.0140599534
"Continuous asphalt network",636,260.7199,2.47389245,-57.3759422,0.580885351,0.0276060663
"Continuous asphalt network",637,259.901581,2.516588,-57.4026222,0.2903941,0.121264152
"Continuous asphalt network",638,260.379547,2.487028,-57.0715752,0.29039526,0.03244331
"Continuous asphalt network",639,261.386261,2.47505164,-56.64443,1.16169393,0.0314753
"Continuous asphalt network",640,263.399628,2.45191026,-55.79009,4.6466856,0.0223055631
"Continuous asphalt network",641,261.1395,2.45381,-60.5957642,4.64680672,0.007461452
"Continuous asphalt network",642,260.2562,2.467262,-59.04726,1.16169393,0.0286014024
"Continuous asphalt network",643,259.7639,2.51301217,-58.03804,0.58080864,0.119790584
"Continuous asphalt network",644,260.343231,2.47138119,-58.1768837,0.5808992,0.0214301441
"Continuous asphalt network",645,261.313538,2.45216727,-58.85504,2.323362,0.009311365
"Continuous asphalt network",646,259.8223,2.64450669,-54.4871635,1.1616919,0.143560544
"Continuous asphalt network",647,260.77832,2.56000543,-53.8250465,1.16168952,0.07560682
"Continuous asphalt network",648,259.5976,2.61424732,-55.9929543,0.290397137,0.23044914
"Continuous asphalt network",649,260.075623,2.55027032,-55.6618919,0.2904041,0.138592109
"Continuous asphalt network",650,259.5106,2.5749,-56.8632965,0.290439844,0.154541031
"Continuous asphalt network",651,259.409271,2.62453246,-56.3934059,0.2904104,0.237095714
"Continuous asphalt network",652,259.2066,2.72976851,-55.4536476,0.290439665,0.243681133
"Continuous asphalt network",653,258.960419,2.78531742,-54.94905,0.145205289,0.08400069
"Continuous asphalt network",654,259.2501,2.740505,-55.0184669,0.145223618,0.232844159
"Continuous asphalt network",655,259.829468,2.60387254,-55.1573067,0.145223841,0.209647015
"Continuous asphalt network",656,260.1191,2.563772,-55.2267151,0.145214677,0.065685384
"Continuous asphalt network",657,259.496277,2.65896821,-55.5230751,0.29042995,0.2318353
"Continuous asphalt network",658,259.228638,2.68246818,-53.0080452,0.5808587,0.086343646
"Continuous asphalt network",659,258.902618,2.736432,-54.0439568,0.290433437,0.08803125
"Continuous asphalt network",660,258.8013,2.722246,-53.5740471,0.290441,0.0878343359
"Continuous asphalt network",661,258.837677,2.702796,-52.4687462,1.16168034,0.0755038559
"Continuous asphalt network",662,260.575653,2.58842754,-52.88527,1.16169631,0.0477419533
"Continuous asphalt network",663,259.4313,2.69046187,-53.94785,0.580871165,0.108308241
"Continuous asphalt network",664,259.807983,2.6339705,-53.1468964,0.5808447,0.0831746459
"Continuous asphalt network",665,262.994324,2.485144,-53.9105225,4.646834,0.0296116918
"Continuous asphalt network",666,261.183624,2.50233817,-55.70463,1.161731,0.0383711159
"Continuous asphalt network",667,260.278259,2.503377,-56.60168,0.290445328,0.0446006842
"Continuous asphalt network",668,259.800262,2.532937,-56.9327278,0.290444165,0.128827065
"Continuous asphalt network",669,260.415955,2.5175283,-55.9662476,0.580873966,0.039879676
"Continuous asphalt network",670,261.458984,2.51796556,-54.43379,2.32342219,0.0340595
"Continuous asphalt network",671,258.879425,2.50535941,-65.40145,4.64675951,0.0225962
"Continuous asphalt network",672,258.4741,2.48824716,-63.5218773,4.646911,0.0238995831
"Continuous asphalt network",673,256.995972,2.55412126,-69.40621,4.64667559,0.0315311663
"Continuous asphalt network",674,257.242737,2.57430935,-65.45484,0.5808524,0.09355863
"Continuous asphalt network",675,256.82254,2.59995675,-66.69097,0.290432841,0.132902011
"Continuous asphalt network",676,256.909576,2.6102457,-65.82061,0.2904262,0.135701731
"Continuous asphalt network",677,257.228424,2.53888416,-64.1145859,1.16173816,0.112751894
"Continuous asphalt network",678,257.546722,2.54570746,-66.8645248,2.32336068,0.0341260955
"Continuous asphalt network",679,258.467529,2.657459,-58.3957825,0.290415645,0.168209836
"Continuous asphalt network",680,258.945557,2.612918,-58.06473,0.2904299,0.222025588
"Continuous asphalt network",681,258.329865,2.61646485,-59.031208,0.580887556,0.157670468
"Continuous asphalt network",682,258.123627,2.77748084,-57.75636,0.0363006964,0.214539
"Continuous asphalt network",683,257.919037,2.78947425,-57.76303,0.018149104,0.188044146
"Continuous asphalt network",684,258.038544,2.79793,-57.6802673,0.0181560088,0.13556689
"Continuous asphalt network",685,258.290222,2.75784326,-57.5734825,0.07260314,0.233129144
"Continuous asphalt network",686,257.995026,2.75042748,-58.1154633,0.018155504,0.1735354
"Continuous asphalt network",687,258.114532,2.75380731,-58.0326958,0.0181563757,0.217590973
"Continuous asphalt network",688,257.960632,2.73189521,-58.2743073,0.0363117345,0.09650319
"Continuous asphalt network",689,257.8846,2.765645,-57.92189,0.03629893,0.1929056
"Continuous asphalt network",690,258.0892,2.769927,-57.91521,0.0181553215,0.2159389
"Continuous asphalt network",691,257.9697,2.7665472,-57.997982,0.0181544516,0.17258583
"Continuous asphalt network",692,257.8304,2.810507,-57.3518944,0.145216614,0.128203377
"Continuous asphalt network",693,258.239563,2.791381,-57.3385468,0.072608605,0.256142765
"Continuous asphalt network",694,258.013184,2.80689144,-57.5628052,0.0181494858,0.127566248
"Continuous asphalt network",695,257.8937,2.79843545,-57.64557,0.01814258,0.187904522
"Continuous asphalt network",696,258.047638,2.81997967,-57.40396,0.0363040119,0.166337132
"Continuous asphalt network",697,258.844238,2.66427016,-57.59485,0.2904387,0.1727641
"Continuous asphalt network",698,258.3662,2.708811,-57.9259,0.2904245,0.11103335
"Continuous asphalt network",699,257.8155,2.52632165,-60.46759,0.290429771,0.0525379665
"Continuous asphalt network",700,257.594666,2.50941372,-60.0804634,0.07260529,0.300102979
"Continuous asphalt network",701,257.544,2.49799514,-59.84552,0.07261076,0.202933639
"Continuous asphalt network",702,257.9061,2.56157136,-59.9322777,0.0363034457,0.133863658
"Continuous asphalt network",703,258.0509,2.5627203,-59.96699,0.0363088362,0.146552652
"Continuous asphalt network",704,257.739471,2.53931975,-60.11516,0.0725848,0.108742185
"Continuous asphalt network",705,257.388123,2.48793435,-61.03358,0.5808642,0.0817603245
"Continuous asphalt network",706,257.6492,2.669832,-58.42248,0.58086133,0.211528018
"Continuous asphalt network",707,257.8012,2.60993981,-59.12733,0.290459245,0.18719247
"Continuous asphalt network",708,258.034668,2.59947,-59.5731926,0.0181493163,0.0976593941
"Continuous asphalt network",709,257.9152,2.58686233,-59.65596,0.0181522965,0.220493123
"Continuous asphalt network",710,258.069122,2.61238,-59.41435,0.0362961143,0.141008988
"Continuous asphalt network",711,258.1451,2.57426929,-59.766758,0.0363047943,0.121249847
"Continuous asphalt network",712,257.940521,2.57644677,-59.7734261,0.0181509275,0.221182838
"Continuous asphalt network",713,258.060028,2.58905435,-59.69066,0.01814795,0.146733537
"Continuous asphalt network",714,257.7577,2.55568671,-59.5625267,0.145214885,0.191594779
"Continuous asphalt network",715,258.286926,2.856782,-55.010437,0.5808521,0.118476979
"Continuous asphalt network",716,257.9736,2.963144,-56.10507,0.0181474276,0.179166362
"Continuous asphalt network",717,258.093048,2.96179938,-56.02229,0.0181444511,0.285116643
"Continuous asphalt network",718,257.939178,2.94375134,-56.26392,0.03629168,0.09277492
"Continuous asphalt network",719,257.863159,2.95340943,-55.9115143,0.0363054536,0.1409731
"Continuous asphalt network",720,258.067749,2.966628,-55.90482,0.0181515012,0.164737433
"Continuous asphalt network",721,257.948273,2.96797276,-55.9876,0.01815448,0.200891912
"Continuous asphalt network",722,257.772583,2.893789,-56.4468079,0.145224214,0.240724951
"Continuous asphalt network",723,257.903076,2.892082,-55.14125,0.145204455,0.116149
"Continuous asphalt network",724,257.979034,2.925706,-55.49368,0.07260384,0.07391907
"Continuous asphalt network",725,258.102173,2.94969845,-55.7459755,0.03629803,0.14015545
"Continuous asphalt network",726,257.9573,2.9470892,-55.711277,0.03629803,0.200159088
"Continuous asphalt network",727,258.272644,2.78651261,-53.6701851,1.16173387,0.0610201955
"Continuous asphalt network",728,258.540283,2.84024453,-56.1851654,0.290439844,0.2470443
"Continuous asphalt network",729,258.0876,2.88951325,-56.6336823,0.07260081,0.179884061
"Continuous asphalt network",730,257.848572,2.88053036,-56.79921,0.07260429,0.1879082
"Continuous asphalt network",731,258.1564,2.9053812,-56.31598,0.145219922,0.193413422
"Continuous asphalt network",732,258.6273,2.84715629,-55.3148041,0.290419,0.174282476
"Continuous asphalt network",733,258.7286,2.8262198,-55.7846947,0.2904266,0.243685335
"Continuous asphalt network",734,258.931244,2.694939,-56.724472,0.290412724,0.2533891
"Continuous asphalt network",735,259.0326,2.64530659,-57.1943626,0.290442169,0.17393972
"Continuous asphalt network",736,258.3084,2.80876064,-57.0208321,0.14521721,0.256135076
"Continuous asphalt network",737,257.899231,2.85467553,-57.0341644,0.0726207048,0.203821167
"Continuous asphalt network",738,258.138245,2.86365867,-56.8686371,0.0726172253,0.244355112
"Continuous asphalt network",739,258.6416,2.7694788,-56.6550636,0.290421337,0.256123751
"Continuous asphalt network",740,258.9235,2.50555253,-60.51031,1.161641,0.05463711
"Continuous asphalt network",741,257.967468,2.50945377,-61.1724129,1.16165257,0.03804309
"Continuous asphalt network",742,259.097565,2.53976274,-58.76959,1.161701,0.09776569
"Continuous asphalt network",743,259.3002,2.50032973,-59.7093773,1.161701,0.0524156
"Continuous asphalt network",744,259.8068,2.4697485,-62.0588264,2.32340574,0.01604531
"Continuous asphalt network",745,258.4598,2.49742484,-62.18162,0.5808628,0.02125529
"Continuous asphalt network",746,257.880463,2.49312043,-62.0427742,0.5809265,0.0376332775
"Continuous asphalt network",747,259.126129,2.48288822,-61.45009,1.161774,0.0286966786
"Continuous asphalt network",748,254.3592,2.52091956,-75.01283,4.646828,0.0172043853
"Continuous asphalt network",749,253.374588,2.56385016,-72.99444,2.32338476,0.0308626946
"Continuous asphalt network",750,254.533264,2.56123829,-73.27211,2.3233223,0.0408518724
"Continuous asphalt network",751,252.649841,2.479572,-77.27685,9.293588,0.0160029512
"Continuous asphalt network",752,249.462341,2.3771975,-85.42515,9.293651,0.01163788
"Continuous asphalt network",753,251.027481,2.42081237,-78.67048,2.32355118,0.06588847
"Continuous asphalt network",754,251.9549,2.48345661,-75.32785,2.32353115,0.07081169
"Continuous asphalt network",755,251.143112,2.41491675,-80.48063,4.64684772,0.0199723244
"Continuous asphalt network",756,256.2581,2.510813,-63.43642,1.16161561,0.138402641
"Continuous asphalt network",757,255.765808,2.36236215,-62.427227,0.5808438,0.172113687
"Continuous asphalt network",758,256.345123,2.436237,-62.56606,0.5807985,0.108279906
"Continuous asphalt network",759,255.403427,2.53964829,-64.56843,2.32338548,0.150021419
"Continuous asphalt network",760,254.425369,2.7421186,-67.67611,0.290409416,0.0241261423
"Continuous asphalt network",761,254.324051,2.70636845,-67.20622,0.2904132,0.1615406
"Continuous asphalt network",762,253.954514,2.73720574,-68.6773,0.290432841,0.0359027423
"Continuous asphalt network",763,253.990891,2.706996,-67.57198,0.145221785,0.1993707
"Continuous asphalt network",764,254.092209,2.742746,-68.04188,0.14521721,0.0352562629
"Continuous asphalt network",765,253.201157,2.65570045,-70.27921,0.5808261,0.0864760652
"Continuous asphalt network",766,253.592453,2.72483921,-68.59054,0.145197779,0.0817642659
"Continuous asphalt network",767,253.8243,2.70751166,-67.7548752,0.145197392,0.109822646
"Continuous asphalt network",768,253.621338,2.71878338,-69.0430756,0.2904139,0.08291703
"Continuous asphalt network",769,254.737061,2.54542947,-65.2999649,2.32335162,0.153132841
"Continuous asphalt network",770,256.968567,2.62223649,-57.81377,1.16165018,0.198238954
"Continuous asphalt network",771,256.265839,2.28057265,-59.6506042,0.145206288,0.1766401
"Continuous asphalt network",772,256.055756,2.215885,-60.2686653,0.0726080239,0.21563071
"Continuous asphalt network",773,256.099274,2.23113537,-59.83348,0.07260968,0.274003237
"Continuous asphalt network",774,255.679077,2.226158,-61.06961,0.145196125,0.189246789
"Continuous asphalt network",775,255.87471,2.17893314,-60.22528,0.03629445,0.215965882
"Continuous asphalt network",776,255.990646,2.20773029,-59.80745,0.03629488,0.272310883
"Continuous asphalt network",777,255.88916,2.20330262,-60.45155,0.07259806,0.189188331
"Continuous asphalt network",778,256.447052,2.44281983,-58.5800056,0.580830038,0.202281028
"Continuous asphalt network",779,257.562775,2.83978057,-54.83691,0.290386945,0.06486688
"Continuous asphalt network",780,257.211456,2.87124228,-55.7553253,0.0362959,0.152020812
"Continuous asphalt network",781,257.1064,2.86643243,-56.0643463,0.0181551259,0.1925875
"Continuous asphalt network",782,257.128143,2.86998081,-55.84676,0.0181530379,0.1520174
"Continuous asphalt network",783,256.91806,2.7935,-56.4648323,0.036299862,0.185271427
"Continuous asphalt network",784,257.015869,2.855654,-56.04266,0.009071704,0.180007115
"Continuous asphalt network",785,257.073853,2.86228347,-55.83375,0.00907129,0.152196079
"Continuous asphalt network",786,257.0231,2.84567666,-56.1557922,0.0181501452,0.151654691
"Continuous asphalt network",787,257.302032,2.84499264,-55.2200356,0.145193473,0.141631976
"Continuous asphalt network",788,257.8599,2.80023479,-53.348484,0.07259621,0.115736157
"Continuous asphalt network",789,257.613617,2.82345414,-53.9578667,0.0362946056,0.11830505
"Continuous asphalt network",790,257.729523,2.81998467,-53.54004,0.036289636,0.121580213
"Continuous asphalt network",791,257.9976,2.77104282,-52.71306,0.145194992,0.11354924
"Continuous asphalt network",792,257.70047,2.821833,-54.2014923,0.145193547,0.0476584844
"Continuous asphalt network",793,257.8888,2.8106153,-53.80101,0.145215049,0.103574984
"Continuous asphalt network",794,257.0991,2.80889153,-56.5082245,0.145210758,0.185247183
"Continuous asphalt network",795,257.215027,2.87985778,-56.0903778,0.0363010876,0.178955182
"Continuous asphalt network",796,257.309174,2.89366364,-55.89014,0.03629698,0.125969574
"Continuous asphalt network",797,257.312744,2.8744936,-56.2252159,0.0726086944,0.1852281
"Continuous asphalt network",798,257.2946,2.80264378,-56.7778778,0.290405124,0.178920656
"Continuous asphalt network",799,257.6641,2.88268185,-55.3067932,0.2904139,0.1520353
"Continuous asphalt network",800,257.6024,2.90069675,-56.294632,0.03630087,0.19191204
"Continuous asphalt network",801,257.696564,2.92271256,-56.09439,0.03630451,0.1408583
"Continuous asphalt network",802,257.606,2.86232662,-56.6297,0.07259677,0.170824364
"Continuous asphalt network",803,257.598816,2.92863178,-55.95956,0.0362977721,0.08269194
"Continuous asphalt network",804,257.504669,2.906616,-56.1598,0.0363019481,0.185197309
"Continuous asphalt network",805,257.5011,2.91031551,-55.8247375,0.07259933,0.145306751
"Continuous asphalt network",806,256.041168,2.30172324,-61.1563721,0.58084923,0.216014758
"Continuous asphalt network",807,256.273041,2.26283479,-60.32073,0.145225212,0.215530068
"Continuous asphalt network",808,256.461334,2.29565334,-59.92026,0.145220309,0.2382728
"Continuous asphalt network",809,256.4685,2.325818,-60.590374,0.290424317,0.213294834
"Continuous asphalt network",810,256.7218,2.42847157,-61.7651024,0.5808216,0.0914745
"Continuous asphalt network",811,256.1425,2.35459685,-61.6262665,0.5808669,0.15698202
"Continuous asphalt network",812,257.171173,2.54246616,-58.75355,1.16168678,0.223808542
"Continuous asphalt network",813,256.997162,2.42791,-60.494278,1.16168654,0.165216759
"Continuous asphalt network",814,254.40332,2.67042375,-70.12169,1.16170287,0.0578112826
"Continuous asphalt network",815,253.447311,2.6532,-70.7838058,1.16170287,0.06547697
"Continuous asphalt network",816,254.678665,2.69486022,-68.85085,2.32340574,0.0626793951
"Continuous asphalt network",817,255.286621,2.59024715,-71.67022,2.32340884,0.0269878563
"Continuous asphalt network",818,253.649963,2.61365414,-71.7236,1.16173565,0.0725154
"Continuous asphalt network",819,254.605972,2.63087821,-71.0614853,1.16173565,0.08158601
"Continuous asphalt network",820,255.7074,2.68777,-65.9781,1.16169763,0.05696204
"Continuous asphalt network",821,255.910034,2.67632318,-66.9179,1.16173792,0.104111969
"Continuous asphalt network",822,256.460754,2.589289,-64.37622,0.5808664,0.05787049
"Continuous asphalt network",823,256.837433,2.54195046,-63.57527,0.5807934,0.05279647
"Continuous asphalt network",824,256.6199,2.64906716,-65.75119,0.290429175,0.135672539
"Continuous asphalt network",825,256.532867,2.63877845,-66.62155,0.290435821,0.132868066
"Continuous asphalt network",826,256.373749,2.64156747,-65.24658,0.5808449,0.06408092
"Continuous asphalt network",827,256.04,2.5841608,-70.06831,2.32338548,0.05224225
"Continuous asphalt network",828,255.634689,2.649228,-68.18874,2.32339644,0.09505913
"Continuous asphalt network",829,237.138351,2.21725368,-167.512024,24.3352089,0.008580607
"Continuous asphalt network",830,224.892136,2.11905646,-160.821487,12.1675329,0.00489447126
"Continuous asphalt network",831,233.3708,2.17944813,-164.5705,12.1675329,0.008603174
"Continuous asphalt network",832,251.081421,2.31530976,-173.043152,13.3928871,0.00562870735
"Continuous asphalt network",833,260.163116,2.35809875,-177.695145,13.3928518,0.0032463125
"Continuous asphalt network",834,246.008667,2.28557754,-171.755508,26.7850246,0.005720144
"Continuous asphalt network",835,332.814,2.44347215,-91.45156,51.3348236,0.000419430115
"Continuous asphalt network",836,341.9071,2.44891071,-79.81597,25.6675568,0.000304506
"Continuous asphalt network",837,337.1791,2.44578719,-88.37499,25.6674557,0.0004682522
"Continuous asphalt network",838,342.228668,2.449928,-74.4082,50.88688,0.0002671085
"Continuous asphalt network",839,333.156219,2.44550681,-86.00645,25.4430485,0.00051762833
"Continuous asphalt network",840,337.8429,2.448839,-77.5221252,25.44307,0.0002895546
"Continuous asphalt network",841,303.4274,2.438899,-137.191879,65.01222,0
"Continuous asphalt network",842,291.350861,2.438899,-151.494431,32.5060539,0
"Continuous asphalt network",843,298.098175,2.438899,-141.1108,32.50603,0
"Continuous asphalt network",844,271.421875,2.39207554,-185.4663,24.502779,0.00156996516
"Continuous asphalt network",845,281.720825,2.39908767,-191.049789,42.47096,3.332292E-05
"Continuous asphalt network",846,156.613647,-3.53935266,-372.659058,25.5627766,0.000138356612
"Continuous asphalt network",847,148.065231,-3.537041,-367.85083,25.5628719,0.0003373244
"Continuous asphalt network",848,161.781723,-3.539747,-372.907867,51.1253471,0.000151703309
"Continuous asphalt network",849,135.242584,-3.53070426,-360.638458,25.5629921,0.000626821537
"Continuous asphalt network",850,122.1965,-3.520669,-353.964935,12.7821836,0.000807339
"Continuous asphalt network",851,131.191864,-3.527652,-357.695465,12.7821426,0.0006268224
"Continuous asphalt network",852,149.182556,-3.53738618,-365.156647,12.7816067,0.0007128796
"Continuous asphalt network",853,158.1779,-3.53942084,-368.887238,12.7816372,0.000584818
"Continuous asphalt network",854,144.237946,-3.53540063,-364.369019,25.5629635,0.000337730628
"Continuous asphalt network",855,88.2726746,-3.54991984,-392.003754,32.91336,0.000204923213
"Continuous asphalt network",856,93.17223,-3.54585052,-380.46225,32.9133,0.0004787213
"Continuous asphalt network",857,87.970726,-3.55105042,-398.686279,65.8268051,0.000162261844
"Continuous asphalt network",858,71.00822,-3.54291248,-351.6154,43.26519,0
"Continuous asphalt network",859,87.1051254,-3.541895,-362.2362,21.63261,0.0007590699
"Continuous asphalt network",860,79.72792,-3.54291248,-358.563263,21.63258,0
"Continuous asphalt network",861,66.1465759,-3.54291248,-350.498169,43.26534,0
"Continuous asphalt network",862,58.7693672,-3.54291248,-346.8252,43.26516,0
"Continuous asphalt network",863,54.53876,-3.543108,-343.384857,20.4416523,0.000118438991
"Continuous asphalt network",864,57.342823,-3.54412532,-337.723969,55.2175636,0.0002524718
"Continuous asphalt network",865,91.43069,-3.53360772,-346.437744,37.3896179,0.000934145763
"Continuous asphalt network",866,78.40531,-3.53968716,-340.6746,37.38967,0.000676990952
"Continuous asphalt network",867,98.9525452,-3.52565885,-347.214233,74.77814,0.001524318
"Continuous asphalt network",868,112.355049,-3.84166312,-284.966339,47.7399254,0.0287243463
"Continuous asphalt network",869,121.994118,-3.55886674,-291.020264,11.9349508,0.0257762577
"Continuous asphalt network",870,127.724144,-3.407519,-294.756683,5.96748829,0.0175384432
"Continuous asphalt network",871,123.54789,-3.5056622,-292.9592,5.967525,0.0259171221
"Continuous asphalt network",872,115.462585,-3.74796176,-288.844116,23.86973,0.0283213314
"Continuous asphalt network",873,163.958817,-0.5316457,-206.094345,10.8907175,0.0100486055
"Continuous asphalt network",874,160.900009,-0.5308351,-203.0308,10.8909073,0.02347752
"Continuous asphalt network",875,169.657715,-0.466822535,-208.637253,21.7811146,0.0138113359
"Continuous asphalt network",876,156.1751,-0.6141191,-203.045837,21.78143,0.03259287
"Continuous asphalt network",877,161.318665,-0.567763269,-206.614975,10.8906822,0.0181456115
