object,triangle,x,y,z,areaM2,grade
"Continuous asphalt network",2200,226.511719,2.0755415,-134.892365,3.90233016,0.008515866
"Continuous asphalt network",2201,220.6837,2.13837075,-146.936691,1.9512676,0.00613780133
"Continuous asphalt network",2202,222.846313,2.14184284,-143.025375,0.975631237,0.0119296312
"Continuous asphalt network",2203,221.580521,2.14621568,-145.715683,0.9756281,0.0101241879
"Continuous asphalt network",2204,218.916992,2.111986,-151.034225,3.90254474,0.005801078
"Continuous asphalt network",2205,222.83284,2.14489651,-142.197617,1.95120943,0.0299764238
"Continuous asphalt network",2206,223.069839,2.1312716,-140.666245,1.95118868,0.020692056
"Continuous asphalt network",2207,220.9207,2.151634,-145.405334,1.951197,0.0160016268
"Continuous asphalt network",2208,222.041061,2.14890766,-141.8252,0.9756078,0.04552774
"Continuous asphalt network",2209,221.804062,2.16253257,-143.356567,0.9756047,0.0142362285
"Continuous asphalt network",2210,229.253372,2.08196855,-126.32489,15.6093283,0.0174795836
"Continuous asphalt network",2211,225.956924,2.04405379,-132.988586,3.90235448,0.0176534355
"Continuous asphalt network",2212,224.4272,2.0650022,-135.554764,3.90236,0.01821451
"Continuous asphalt network",2213,227.1958,2.04777813,-128.642776,7.804656,0.0187502075
"Continuous asphalt network",2214,241.501846,2.349911,-98.40787,1.95119429,0.0323939
"Continuous asphalt network",2215,240.446121,2.29777741,-97.9113159,1.951162,0.06898821
"Continuous asphalt network",2216,242.266724,2.34166431,-97.12479,3.90230513,0.04270537
"Continuous asphalt network",2217,244.2058,2.364239,-95.57256,7.8047533,0.0254085977
"Continuous asphalt network",2218,239.616623,2.41943383,-103.271065,7.80489874,0.00479723
"Continuous asphalt network",2219,240.413818,2.37081933,-99.949646,0.975584745,0.0268023275
"Continuous asphalt network",2220,240.004456,2.31915569,-98.93568,0.9755662,0.0742753148
"Continuous asphalt network",2221,241.264847,2.38465142,-99.93923,1.951195,0.0233579949
"Continuous asphalt network",2222,239.32576,2.39452267,-101.491432,1.95117593,0.02566142
"Continuous asphalt network",2223,239.358078,2.32124043,-99.45309,0.9756174,0.0710878447
"Continuous asphalt network",2224,239.767456,2.372904,-100.467064,0.975635946,0.0244921111
"Continuous asphalt network",2225,243.096191,2.21748137,-91.76501,1.95116293,0.164282888
"Continuous asphalt network",2226,243.063889,2.298145,-93.80335,0.9755919,0.0900667
"Continuous asphalt network",2227,242.654526,2.19795632,-92.7894,0.9755934,0.159559712
"Continuous asphalt network",2228,241.8358,1.92520559,-90.7614746,0.9755631,0.2125269
"Continuous asphalt network",2229,241.426437,1.752375,-89.74752,0.975569069,0.241326734
"Continuous asphalt network",2230,242.686829,2.0929544,-90.7510452,1.95117474,0.210044846
"Continuous asphalt network",2231,244.679764,2.333401,-92.50983,7.80475,0.0157681312
"Continuous asphalt network",2232,241.124817,2.190296,-95.35557,0.9755946,0.149635017
"Continuous asphalt network",2233,240.715454,2.044467,-94.3416061,0.975607932,0.185393855
"Continuous asphalt network",2234,241.975845,2.26779461,-95.3451462,1.95115554,0.09468641
"Continuous asphalt network",2235,240.036789,2.19025135,-96.89735,1.951162,0.153059
"Continuous asphalt network",2236,240.069092,1.99843562,-94.85901,0.9755916,0.181882828
"Continuous asphalt network",2237,240.478455,2.14426446,-95.87298,0.9755783,0.145731986
"Continuous asphalt network",2238,240.747757,1.85831225,-92.30326,1.95115459,0.2004767
"Continuous asphalt network",2239,240.78009,1.66793406,-90.26492,0.975592256,0.229522675
"Continuous asphalt network",2240,241.189453,1.84076464,-91.27888,0.975586355,0.199854612
"Continuous asphalt network",2241,242.008179,2.15245342,-93.3068,0.97555846,0.16183646
"Continuous asphalt network",2242,242.417526,2.252642,-94.32076,0.97555697,0.09313268
"Continuous asphalt network",2243,241.15712,2.02177715,-93.31722,1.95118558,0.183942
"Continuous asphalt network",2244,235.145981,2.37593174,-110.203896,1.95115662,0.06401121
"Continuous asphalt network",2245,236.4387,2.42287469,-109.1691,1.95119035,0.0462224074
"Continuous asphalt network",2246,234.26265,2.30164742,-112.252663,3.90233135,0.055694703
"Continuous asphalt network",2247,235.824661,2.471443,-107.648155,0.9755639,0.07142789
"Continuous asphalt network",2248,235.283325,2.44299984,-106.572136,0.121941052,0.211786553
"Continuous asphalt network",2249,235.275269,2.45455456,-107.081718,0.06097294,0.104425468
"Continuous asphalt network",2250,235.172928,2.436078,-106.828224,0.0609759,0.20804964
"Continuous asphalt network",2251,235.049026,2.35675263,-106.256584,0.243906885,0.283188462
"Continuous asphalt network",2252,235.708862,2.50379658,-106.566925,0.121946007,0.204647824
"Continuous asphalt network",2253,235.972778,2.52346587,-106.69104,0.121944986,0.06383955
"Continuous asphalt network",2254,235.517654,2.47082353,-106.887695,0.2439001,0.130011111
"Continuous asphalt network",2255,236.73494,2.478877,-107.25486,0.4877913,0.0846291557
"Continuous asphalt network",2256,237.262817,2.45053458,-107.503151,0.487789959,0.0181575976
"Continuous asphalt network",2257,236.352524,2.47665119,-107.896423,0.9756407,0.041614756
"Continuous asphalt network",2258,234.736633,2.35687852,-109.189934,1.9511137,0.07778855
"Continuous asphalt network",2259,234.790482,2.39107037,-107.469749,0.0609689951,0.104391433
"Continuous asphalt network",2260,234.688156,2.36713815,-107.21627,0.0609741732,0.2451971
"Continuous asphalt network",2261,235.00325,2.41099834,-107.46714,0.12195082,0.104427509
"Continuous asphalt network",2262,234.5185,2.35055947,-107.8552,0.121943422,0.09203668
"Continuous asphalt network",2263,234.526566,2.345978,-107.345634,0.06097822,0.245202079
"Continuous asphalt network",2264,234.6289,2.36991024,-107.599113,0.06097304,0.104423873
"Continuous asphalt network",2265,234.725845,2.30350518,-106.515282,0.243895218,0.2831458
"Continuous asphalt network",2266,235.011337,2.41491532,-106.957581,0.06097526,0.208019584
"Continuous asphalt network",2267,235.1137,2.43339181,-107.211067,0.0609723,0.104429252
"Continuous asphalt network",2268,234.798584,2.36858964,-106.960182,0.121934667,0.246187881
"Continuous asphalt network",2269,235.1783,2.4043417,-108.165565,0.9755451,0.100291073
"Continuous asphalt network",2270,231.968063,2.11945748,-116.101921,3.9024384,0.118410774
"Continuous asphalt network",2271,230.438339,2.06716,-118.668091,3.90229,0.08087955
"Continuous asphalt network",2272,233.325424,2.19280529,-110.990417,0.975566566,0.181943983
"Continuous asphalt network",2273,232.560547,2.099454,-112.273506,0.9755693,0.1148919
"Continuous asphalt network",2274,233.812912,2.24944782,-108.755455,0.487825781,0.127863213
"Continuous asphalt network",2275,234.373047,2.26690769,-106.965393,0.243911386,0.2696065
"Continuous asphalt network",2276,234.28418,2.310832,-107.53965,0.121948354,0.268446624
"Continuous asphalt network",2277,234.22493,2.31664753,-107.922493,0.12195354,0.134083718
"Continuous asphalt network",2278,233.826355,2.25705886,-109.583191,0.9755575,0.182990581
"Continuous asphalt network",2279,232.705978,2.13599229,-113.16333,0.9755518,0.14961119
"Continuous asphalt network",2280,233.470825,2.22934365,-111.880241,0.9755578,0.15759638
"Continuous asphalt network",2281,232.8514,2.16735053,-114.053154,1.95121157,0.127623379
"Continuous asphalt network",2282,238.243118,2.26011634,-99.33936,0.9755826,0.132034212
"Continuous asphalt network",2283,237.478271,2.29668713,-100.622459,0.9756064,0.1250446
"Continuous asphalt network",2284,238.0977,2.14083266,-98.4495544,1.95116365,0.170796379
"Continuous asphalt network",2285,236.330978,2.326204,-102.547081,0.9755855,0.101628885
"Continuous asphalt network",2286,235.566116,2.28200364,-103.830162,0.9756017,0.286364853
"Continuous asphalt network",2287,236.818436,2.2111845,-100.3121,0.487778783,0.1446049
"Continuous asphalt network",2288,237.319351,2.11199212,-98.9048843,0.487781823,0.157306343
"Continuous asphalt network",2289,236.831909,2.27659583,-101.139854,0.9755795,0.10500554
"Continuous asphalt network",2290,238.9541,1.83781087,-94.74529,1.95120966,0.18867211
"Continuous asphalt network",2291,239.955978,1.68819141,-91.93084,1.95121193,0.184996322
"Continuous asphalt network",2292,238.981033,2.020302,-96.40079,3.90235186,0.162613526
"Continuous asphalt network",2293,237.548264,2.42696857,-102.914284,0.24390091,0.00341166044
"Continuous asphalt network",2294,237.343582,2.40186143,-102.40731,0.243902758,0.0972254947
"Continuous asphalt network",2295,237.9738,2.42513633,-102.909058,0.487765431,0.008663686
"Continuous asphalt network",2296,237.004272,2.43204141,-103.685173,0.4877771,0.0214651339
"Continuous asphalt network",2297,237.0204,2.399914,-102.666008,0.243884191,0.0981782
"Continuous asphalt network",2298,237.225082,2.42502117,-103.172974,0.243882343,0.0062642647
"Continuous asphalt network",2299,236.11554,2.449774,-104.396614,0.0609827526,0.0827268958
"Continuous asphalt network",2300,235.9472,2.41029,-104.112083,0.0304905158,0.272503525
"Continuous asphalt network",2301,236.079178,2.43269062,-104.174156,0.0304864738,0.06314031
"Continuous asphalt network",2302,236.328308,2.45165038,-104.394012,0.121945947,0.07636213
"Continuous asphalt network",2303,235.873169,2.41794038,-104.590645,0.243919477,0.197996572
"Continuous asphalt network",2304,235.388382,2.33216262,-104.9787,0.487813324,0.281435162
"Continuous asphalt network",2305,236.535645,2.37939477,-103.054054,0.487773061,0.14953053
"Continuous asphalt network",2306,236.387527,2.43084884,-104.011169,0.121954829,0.0423357
"Continuous asphalt network",2307,236.10881,2.42156386,-103.982735,0.0304836314,0.0584396347
"Continuous asphalt network",2308,235.976822,2.39916325,-103.920662,0.0304876734,0.272933066
"Continuous asphalt network",2309,236.204391,2.41784573,-103.82235,0.0609817952,0.06640398
"Continuous asphalt network",2310,236.578735,2.42771053,-103.690376,0.243897989,0.0505379066
"Continuous asphalt network",2311,238.0061,2.34690571,-100.870735,0.975582659,0.0524385236
"Continuous asphalt network",2312,238.770981,2.310335,-99.58765,0.9755589,0.06476322
"Continuous asphalt network",2313,238.092285,2.41050887,-102.143394,0.4877631,0.044803746
"Continuous asphalt network",2314,237.564453,2.38715959,-101.895119,0.4878002,0.09001574
"Continuous asphalt network",2315,238.474716,2.38990951,-101.501854,0.9755354,0.02431011
"Continuous asphalt network",2316,236.648758,2.5151484,-105.982216,0.487782031,0.0560055673
"Continuous asphalt network",2317,236.664963,2.4957037,-104.963051,0.24391219,0.07586951
"Continuous asphalt network",2318,236.869629,2.50855541,-105.470032,0.243908867,0.0609797463
"Continuous asphalt network",2319,237.3813,2.46014571,-106.73748,0.487795442,0.028645454
"Continuous asphalt network",2320,236.853455,2.4884882,-106.489189,0.4877968,0.08065028
"Continuous asphalt network",2321,235.695389,2.47717953,-105.739174,0.243913546,0.2583705
"Continuous asphalt network",2322,236.032043,2.53916335,-106.308205,0.121946141,0.03685247
"Continuous asphalt network",2323,235.768112,2.519494,-106.184082,0.121947154,0.1843945
"Continuous asphalt network",2324,235.269852,2.36588764,-105.744385,0.4878015,0.285461932
"Continuous asphalt network",2325,236.2098,2.50970936,-105.159691,0.121953979,0.07636311
"Continuous asphalt network",2326,235.945877,2.46937156,-105.035553,0.1219442,0.241495252
"Continuous asphalt network",2327,236.401016,2.485818,-104.838921,0.243877828,0.076357305
"Continuous asphalt network",2328,236.223267,2.53718662,-105.987427,0.243866727,0.0514884032
"Continuous asphalt network",2329,235.886612,2.49488544,-105.418396,0.121941715,0.24168022
"Continuous asphalt network",2330,236.150558,2.53522325,-105.542534,0.121951491,0.0602025166
"Continuous asphalt network",2331,237.7368,2.44181657,-104.44043,0.487784684,0.07049056
"Continuous asphalt network",2332,237.208939,2.44784379,-104.192162,0.48778674,0.04090847
"Continuous asphalt network",2333,238.119217,2.425439,-103.798882,0.9756041,0.00431488
"Continuous asphalt network",2334,237.763748,2.45175,-106.09594,0.975579441,0.0626571551
"Continuous asphalt network",2335,237.19281,2.487052,-105.211327,0.243880972,0.07026087
"Continuous asphalt network",2336,236.988113,2.47420025,-104.704346,0.24388431,0.08008863
"Continuous asphalt network",2337,237.6183,2.46176314,-105.206116,0.487784147,0.0542506
"Continuous asphalt network",2338,283.9066,2.428263,-171.147583,21.2191944,0.00143941224
"Continuous asphalt network",2339,279.335419,2.41592,-177.814514,21.2193,0.002203793
"Continuous asphalt network",2340,284.251373,2.43362331,-166.518509,42.4383659,0.00103004545
"Continuous asphalt network",2341,104.980995,-3.53254151,-362.100677,47.1320839,0.00106470322
"Continuous asphalt network",2342,118.862976,-3.440426,-326.8509,24.3364,0.00341218128
"Continuous asphalt network",2343,111.625153,-3.48661923,-338.85733,12.1680965,0.00308992923
"Continuous asphalt network",2344,115.734192,-3.45647979,-330.5467,12.1679716,0.00341220619
"Continuous asphalt network",2345,123.952263,-3.3932116,-313.925323,12.1680946,0.0034121077
"Continuous asphalt network",2346,128.0613,-3.36186624,-305.614655,12.1680651,0.00335000316
"Continuous asphalt network",2347,122.972015,-3.40879178,-318.540222,24.3364868,0.00341223832
"Continuous asphalt network",2348,111.71917,-3.50008321,-343.931763,48.6727257,0.00307542644
"Continuous asphalt network",2349,118.419861,-3.455888,-331.6955,24.33628,0.00341215171
"Continuous asphalt network",2350,115.385094,-3.48540568,-340.465729,24.3364773,0.0030068967
"Continuous asphalt network",2351,65.18763,-3.54392982,-333.55777,0.128459379,0.000436044968
"Continuous asphalt network",2352,177.769241,-0.453140169,-215.87825,24.3433266,0.0266800821
"Continuous asphalt network",2353,-19.8237534,-5.09940338,-320.022583,22.25518,0
"Continuous asphalt network",2354,-33.64127,-5.11230326,-312.369476,22.1900635,0.00312396651
"Continuous asphalt network",2355,-74.15405,-5.43165064,-251.195435,26.3112125,0.00220452272
"Continuous asphalt network",2356,-90.5999756,-5.474279,-235.6794,48.702858,0.001366362
"Continuous asphalt network",2357,-12.7575159,-7.107619,-296.422119,6.64379,0.0142924758
"Continuous asphalt network",2358,-13.8150282,-7.058395,-293.146149,6.643542,0.0196923185
"Continuous asphalt network",2359,-16.381155,-3.63969922,-112.95755,24.5499325,0.01174597
"Continuous asphalt network",2360,-81.2561951,-5.308727,-45.41557,53.4448662,0.00165394042
"Continuous asphalt network",2361,-358.413483,-6.669121,10.0093536,26.3595619,0.00020613306
"Continuous asphalt network",2362,-274.078827,-6.674207,48.5998955,26.6943111,0
"Continuous asphalt network",2363,-296.1116,-6.674207,61.5771675,33.1833954,0
"Continuous asphalt network",2364,-325.046265,-6.66505051,71.57816,75.54132,0
"Continuous asphalt network",2365,-304.454681,-6.66505051,79.0449753,37.77085,0
"Continuous asphalt network",2366,-317.3821,-6.66505051,72.72683,37.7707748,0
"Continuous asphalt network",2367,-100.503784,-5.553024,17.43957,22.0764465,0.04822677
"Continuous asphalt network",2368,-85.00905,-5.212169,15.7924757,37.83036,0.02481729
"Continuous asphalt network",2369,-17.2175426,-5.04612827,-16.9834843,10.1195755,0.008787041
"Continuous asphalt network",2370,-12.0395775,-4.97336149,-21.7398167,2.529904,0.0223321784
"Continuous asphalt network",2371,-8.834954,-4.825684,-24.7377777,1.26496422,0.0602754876
"Continuous asphalt network",2372,-10.3191137,-4.906091,-23.700201,1.264956,0.0411471725
"Continuous asphalt network",2373,-13.7766151,-5.000283,-20.9042511,5.05978537,0.0213405732
"Continuous asphalt network",2374,-20.6916218,-5.0544157,-15.3123627,20.2392845,0.004609738
"Continuous asphalt network",2375,-29.5965519,-5.069878,-9.086929,40.47865,0.00176348037
"Continuous asphalt network",2376,-11.5006495,-5.03318739,-19.0861416,10.1196461,0.01632935
"Continuous asphalt network",2377,-8.818374,-4.874896,-23.6129456,5.05992746,0.0550391823
"Continuous asphalt network",2378,-11.2809181,-4.99080324,-21.1337738,5.05990648,0.0299748443
"Continuous asphalt network",2379,-15.7002373,-5.06159067,-15.7714186,20.2393475,0.008866985
"Continuous asphalt network",2380,-7.30106974,-4.91727972,-22.4008636,10.1196356,0.05509146
"Continuous asphalt network",2381,-8.752076,-5.043532,-19.1136417,10.1195707,0.0243460629
"Continuous asphalt network",2382,-4.04673147,-4.928505,-22.0243626,2.52987313,0.07225698
"Continuous asphalt network",2383,-5.02512,-5.027516,-20.5827579,0.632466555,0.06393592
"Continuous asphalt network",2384,-5.387877,-5.06394768,-19.76095,0.6324781,0.0273874532
"Continuous asphalt network",2385,-4.33797836,-5.025871,-20.5896454,1.26495039,0.0590456575
"Continuous asphalt network",2386,-2.672446,-4.902879,-22.0381222,5.0598,0.07838194
"Continuous asphalt network",2387,-5.70705032,-4.7913537,-24.46226,5.059861,0.0614475124
"Continuous asphalt network",2388,-5.855274,-4.95816,-21.8017025,1.26495433,0.0611010827
"Continuous asphalt network",2389,-5.92938852,-5.04242754,-20.4714413,0.3162316,0.0629461
"Continuous asphalt network",2390,-5.85788345,-5.062808,-19.85852,0.316242933,0.0290290415
"Continuous asphalt network",2391,-5.53088236,-5.00713539,-20.98678,0.632476,0.0673308
"Continuous asphalt network",2392,-5.05826426,-4.881174,-22.8323975,2.529918,0.06944541
"Continuous asphalt network",2393,172.525146,-1.30868781,-100.414116,10.3736591,0.0803831
"Continuous asphalt network",2394,170.181534,-1.31599748,-100.440681,10.3737459,0.0820743144
"Continuous asphalt network",2395,256.110535,-0.310450166,48.4828072,3.15369534,0.03203985
"Continuous asphalt network",2396,257.715851,-0.2804193,49.2986145,3.15355086,0.0145361116
"Continuous asphalt network",2397,255.964478,-0.3429307,46.6623955,6.307153,0.02073742
"Continuous asphalt network",2398,254.322922,-0.319288522,50.1936836,3.15373325,0.0249118377
"Continuous asphalt network",2399,253.100754,-0.3172025,51.75536,1.57683885,0.056385912
"Continuous asphalt network",2400,254.231766,-0.290878564,51.45702,1.57683885,0.03841151
"Continuous asphalt network",2401,257.059235,-0.268509179,50.71114,3.15358877,0.00423499942
"Continuous asphalt network",2402,255.453918,-0.298540056,49.8953362,3.15373325,0.02925605
"Continuous asphalt network",2403,159.646042,-2.02507877,11.3837633,11.1563492,0.000957806071
"Continuous asphalt network",2404,88.1496353,-2.11051846,18.914175,29.0691986,0.000204322991
"Continuous asphalt network",2405,81.00312,-2.11155033,11.506444,29.0692539,0
"Continuous asphalt network",2406,90.25824,-2.11051846,24.71549,58.13798,0.0004422332
"Continuous asphalt network",2407,84.78739,-2.888016,97.96807,2.618257,0.10031458
"Continuous asphalt network",2408,84.89538,-2.99998283,100.503365,2.618252,0.09939625
"Continuous asphalt network",2409,279.827637,0.3524829,22.6993313,36.39193,0.00116408488
"Continuous asphalt network",2410,280.550873,0.312302649,32.3204155,18.1960659,0.0143853845
"Continuous asphalt network",2411,281.807648,0.35154,26.6756687,18.1959782,0.002059963
"Continuous asphalt network",2412,264.2076,2.37388825,-184.354782,58.7059021,0.002894899
"Continuous asphalt network",2413,249.197311,2.31153083,-177.976746,29.3528366,0.00563579751
"Continuous asphalt network",2414,259.313171,2.357435,-180.53685,29.3528328,0.0032595268
"Continuous asphalt network",2415,104.729736,-3.528497,-357.11087,34.018856,0.00124965678
"Continuous asphalt network",2416,72.37919,-3.541895,-334.18103,78.70872,0.0005164495
"Continuous asphalt network",2417,93.10663,-3.52970338,-342.076172,39.35445,0.00100145792
"Continuous asphalt network",2418,79.07208,-3.53888,-338.41806,39.3545,0.000282887428
"Continuous asphalt network",2419,190.531616,0.410972685,-196.993835,13.9475508,0.0408766046
"Continuous asphalt network",2420,183.804153,0.0270659719,-204.070877,13.9475136,0.0399963856
"Continuous asphalt network",2421,193.166077,0.6291699,-192.379623,27.8948288,0.0411630832
"Continuous asphalt network",2422,201.798691,1.25993955,-179.612717,13.9473677,0.0413521565
"Continuous asphalt network",2423,207.614517,1.67359638,-171.19104,3.48697186,0.0393488258
"Continuous asphalt network",2424,210.613586,1.84476757,-167.1147,3.48697352,0.0288725886
"Continuous asphalt network",2425,206.47963,1.561169,-173.76709,6.973703,0.0405868329
"Continuous asphalt network",2426,199.528885,1.0295,-184.764725,27.8948078,0.0409352556
"Continuous asphalt network",2427,184.898087,-0.008140187,-205.6844,27.8948879,0.040165253
"Continuous asphalt network",2428,191.625549,0.375766516,-198.607361,27.8949642,0.04103837
"Continuous asphalt network",2429,182.99292,-0.225148454,-211.374268,55.7901344,0.0368806235
"Continuous asphalt network",2430,-11.6211481,-5.091088,-316.371674,17.7140026,0.00127350178
"Continuous asphalt network",2431,-4.923531,-5.06589,-315.547119,17.7139568,0.006367161
"Continuous asphalt network",2432,-14.4370394,-5.094804,-319.0693,35.42807,0.00137098029
"Continuous asphalt network",2433,-57.3127327,-5.328543,-271.012848,42.76634,0.004491498
"Continuous asphalt network",2434,-51.49245,-5.27278376,-281.788361,21.3832741,0.00475265738
"Continuous asphalt network",2435,-56.6850929,-5.31042767,-275.440582,21.3834686,0.004467821
"Continuous asphalt network",2436,-46.6565361,-5.21498156,-293.1907,21.38326,0.0047526327
"Continuous asphalt network",2437,-41.328434,-5.157309,-304.2797,10.6913691,0.004704191
"Continuous asphalt network",2438,-45.53673,-5.195781,-297.305,10.6913662,0.00475266064
"Continuous asphalt network",2439,-53.95331,-5.272933,-283.3556,10.6914063,0.004702036
"Continuous asphalt network",2440,-58.1616058,-5.31044245,-276.3809,10.6914139,0.004509231
"Continuous asphalt network",2441,-50.86482,-5.253651,-286.216034,21.3831081,0.00475266576
"Continuous asphalt network",2442,-71.82122,-5.41851568,-254.876022,50.5376053,0.00361030456
"Continuous asphalt network",2443,-86.0979,-5.47377348,-235.8238,26.7549686,0.00181796507
"Continuous asphalt network",2444,-12.1551895,-7.093,-292.743225,13.1934252,0.03099216
"Continuous asphalt network",2445,-15.5821676,-3.58849359,-106.491638,51.42421,0.0107854148
"Continuous asphalt network",2446,-9.960003,-3.4737637,-93.4902954,25.712183,0.0075648604
"Continuous asphalt network",2447,-11.9742508,-3.53628469,-102.21347,25.7121239,0.007102667
"Continuous asphalt network",2448,-3.03744245,-3.364905,-80.53066,25.7121124,0.007122205
"Continuous asphalt network",2449,3.2349205,-3.28554916,-67.55019,12.8560152,0.004511922
"Continuous asphalt network",2450,-0.0797259,-3.32715917,-76.23166,12.856,0.007495936
"Continuous asphalt network",2451,-5.701889,-3.43014431,-89.2329941,25.7121487,0.00761708664
"Continuous asphalt network",2452,-10.0236549,-3.52967,-102.276039,12.8560677,0.006963438
"Continuous asphalt network",2453,-8.009407,-3.467149,-93.5528641,12.8560972,0.00744086644
"Continuous asphalt network",2454,-75.15201,-5.300072,-34.8011322,75.12265,0.000117007068
"Continuous asphalt network",2455,-353.364258,-6.670138,11.8135786,52.6538124,0.00020629089
"Continuous asphalt network",2456,-265.548553,-6.674207,43.9854164,24.5291138,0
"Continuous asphalt network",2457,-291.993927,-6.674207,60.6862,13.1024046,0
"Continuous asphalt network",2458,-305.291229,-6.66505051,81.23324,39.89654,0
"Continuous asphalt network",2459,-319.419067,-6.66505051,76.9255,39.89667,0
"Continuous asphalt network",2460,-298.6999,-6.66505051,85.7532043,79.79366,0
"Continuous asphalt network",2461,-97.91213,-5.542456,16.04154,12.2682867,0.0454159863
"Continuous asphalt network",2462,-36.5959358,-5.066171,-8.3093,69.4699249,0.00157490617
"Continuous asphalt network",2463,-21.72877,-5.04981947,-17.40272,17.36746,0.003702558
"Continuous asphalt network",2464,-14.29519,-4.98686171,-21.9494267,4.341902,0.0173317622
"Continuous asphalt network",2465,-10.5784006,-4.891736,-24.2227879,1.08546877,0.03916071
"Continuous asphalt network",2466,-9.094242,-4.81132936,-25.2603664,1.0854665,0.08683326
"Continuous asphalt network",2467,-12.81744,-4.94558573,-23.30758,2.17093372,0.034571778
"Continuous asphalt network",2468,-18.7732658,-5.028111,-20.1190186,8.683804,0.0129559943
"Continuous asphalt network",2469,-30.684927,-5.06157541,-13.7419024,34.73495,0.00211890158
"Continuous asphalt network",2470,172.816162,-0.062531434,-112.172829,25.82443,0.114895955
"Continuous asphalt network",2471,172.191147,1.14850712,-123.199,3.22806716,0.119278222
"Continuous asphalt network",2472,172.981033,0.9096543,-120.741356,3.22810388,0.112307519
"Continuous asphalt network",2473,172.1781,1.41836452,-126.872162,6.45615959,0.08154851
"Continuous asphalt network",2474,172.013229,0.6279873,-118.30365,6.45614147,0.111915514
"Continuous asphalt network",2475,171.223312,0.866840065,-120.761292,6.456078,0.10204073
"Continuous asphalt network",2476,172.447342,-0.7514083,-106.0553,12.9120817,0.1136881
"Continuous asphalt network",2477,169.721832,-1.02814257,-103.637512,6.456096,0.111253455
"Continuous asphalt network",2478,172.06543,-1.020833,-103.610939,6.456063,0.103825286
"Continuous asphalt network",2479,170.472549,-0.0567524619,-112.1994,12.9122725,0.108214341
"Continuous asphalt network",2480,169.708755,-0.6115818,-107.310692,12.9123125,0.120574057
"Continuous asphalt network",2481,222.056412,-1.28857553,57.9276733,61.8446045,0.0280203559
"Continuous asphalt network",2482,235.671432,-0.879729,52.0520439,15.4610519,0.0270511042
"Continuous asphalt network",2483,240.984421,-0.7377329,49.254467,15.461195,0.02836968
"Continuous asphalt network",2484,227.036911,-1.12551749,54.01184,30.9220486,0.02817519
"Continuous asphalt network",2485,154.327927,-2.02911,8.986424,42.4142876,0.0007461225
"Continuous asphalt network",2486,116.535339,-2.0756166,19.5146484,42.0774765,0.00157416123
"Continuous asphalt network",2487,106.452942,-2.09458184,26.8243771,21.0387058,0.00139939482
"Continuous asphalt network",2488,113.708305,-2.082493,23.4190674,21.0386848,0.00164752547
"Continuous asphalt network",2489,86.07902,-2.94629765,101.354668,6.797233,0.08493186
"Continuous asphalt network",2490,88.33834,-2.766944,100.521973,6.79715061,0.06730924
"Continuous asphalt network",2491,284.0358,0.357132345,17.72378,10.9657259,0.001917761
"Continuous asphalt network",2492,285.6592,0.362609625,14.7051134,2.74141812,0.0115831085
"Continuous asphalt network",2493,286.144867,0.380452245,13.0515394,2.74140143,0.0225214511
"Continuous asphalt network",2494,284.112183,0.365321249,14.9549255,5.48287773,0.00797769148
"Continuous asphalt network",2495,280.941681,0.358075231,18.2233829,21.9314137,0.00130994979
"Continuous asphalt network",2496,250.032455,2.31182456,-175.127487,13.4362278,0.00569373835
"Continuous asphalt network",2497,259.646027,2.35652,-178.741135,13.4362583,0.00324840262
"Continuous asphalt network",2498,244.723389,2.28169537,-174.3742,26.87251,0.00562818768
"Continuous asphalt network",2499,107.106026,-3.52135539,-352.0685,24.5013275,0.00132734573
"Continuous asphalt network",2500,149.079514,-2.36366677,-268.0144,18.13112,0.032381963
"Continuous asphalt network",2501,141.765366,-2.79426837,-279.170532,18.13112,0.03250298
"Continuous asphalt network",2502,151.957169,-2.130807,-261.4217,36.2622147,0.032454446
"Continuous asphalt network",2503,161.369614,-1.44831145,-242.658157,18.1307335,0.03249699
"Continuous asphalt network",2504,167.904343,-1.00207293,-230.48735,18.1307869,0.03210917
"Continuous asphalt network",2505,158.881638,-1.69074976,-249.7582,36.2621765,0.0325765
"Continuous asphalt network",2506,142.9345,-2.81997418,-280.6925,36.2623177,0.0324585736
"Continuous asphalt network",2507,150.248642,-2.38937283,-269.536377,36.2623177,0.0323367342
"Continuous asphalt network",2508,142.27507,-2.95056915,-285.00354,36.262413,0.03194697
"Continuous asphalt network",2509,139.3974,-3.146966,-291.596252,36.2620277,0.0268054567
"Continuous asphalt network",2510,-67.32375,-5.407498,-254.606583,30.76209,0.00349896168
"Continuous asphalt network",2511,-79.03283,-5.46138144,-239.840164,49.3856354,0.00240487442
"Continuous asphalt network",2512,-6.76990652,-7.16755152,-294.996,4.324339,0.005384335
"Continuous asphalt network",2513,-3.85209584,-7.18033171,-296.526154,4.32432,0.0123119364
"Continuous asphalt network",2514,-8.786548,-7.1572547,-295.255768,8.648634,0.01451796
"Continuous asphalt network",2515,5.86009073,-3.339942,-55.0929871,22.1914063,0.027553862
"Continuous asphalt network",2516,-65.79713,-5.24372673,-20.7344112,24.5424385,0.0145045184
"Continuous asphalt network",2517,-342.847748,-6.67115545,-1.11339819,65.91389,0
"Continuous asphalt network",2518,-260.9434,-6.6752243,41.48796,30.488018,0.000388833141
"Continuous asphalt network",2519,-288.6483,-6.66505051,85.38906,5.18636131,0
