ax,az,bx,bz,cx,cz
21.67902,-16.6227417,22.0585823,-18.2132263,20.9010963,-18.9670868
22.0585823,-18.2132263,22.4381523,-19.8037262,20.9010963,-18.9670868
20.9010963,-18.9670868,20.13258,-18.5487976,20.5215187,-17.3766174
19.3640327,-18.1304626,19.9427834,-17.75354,20.13258,-18.5487976
19.9427834,-17.75354,20.5215187,-17.3766174,20.13258,-18.5487976
20.5215187,-17.3766174,21.67902,-16.6227417,20.9010963,-18.9670868
14.6964836,-32.19667,11.60358,-36.0487671,11.6223488,-30.523407
11.60358,-36.0487671,8.510654,-39.9008636,11.6223488,-30.523407
8.510654,-39.9008636,5.41775131,-43.75299,6.97359848,-39.0642548
5.41775131,-43.75299,2.32483673,-47.6050873,6.97359848,-39.0642548
6.97359848,-39.0642548,11.6223488,-30.523407,8.510654,-39.9008636
17.8081856,-22.8192139,14.7152748,-26.6713257,16.271122,-21.9825745
14.7152748,-26.6713257,11.6223488,-30.523407,16.271122,-21.9825745
19.3640327,-18.1304626,17.81757,-20.0565186,18.5955086,-17.7121735
16.271122,-21.9825745,17.4333153,-19.8473816,17.81757,-20.0565186
17.4333153,-19.8473816,18.5955086,-17.7121735,17.81757,-20.0565186
18.5955086,-17.7121735,19.7576866,-15.5769653,20.1419563,-15.7861176
19.7576866,-15.5769653,20.91988,-13.4417572,20.1419563,-15.7861176
20.1419563,-15.7861176,19.3640327,-18.1304626,18.5955086,-17.7121735
16.271122,-21.9825745,17.81757,-20.0565186,17.8081856,-22.8192139
19.3640327,-18.1304626,18.58611,-20.4748535,17.81757,-20.0565186
18.58611,-20.4748535,17.8081856,-22.8192139,17.81757,-20.0565186
11.6223488,-30.523407,14.7152748,-26.6713257,16.2523232,-27.50795
14.7152748,-26.6713257,17.8081856,-22.8192139,16.2523232,-27.50795
16.2523232,-27.50795,14.6964836,-32.19667,11.6223488,-30.523407
13.9620972,-54.9663239,17.8778114,-56.833786,17.5389366,-60.5284424
17.8778114,-56.833786,21.7935143,-58.7012329,17.5389366,-60.5284424
17.5389366,-60.5284424,13.284359,-62.3557129,13.9620972,-54.9663239
81.6809845,-89.18803,83.60173,-90.7267456,80.91767,-90.76279
84.56212,-91.49616,83.89111,-91.5051346,83.60173,-90.7267456
83.89111,-91.5051346,83.22009,-91.51415,83.60173,-90.7267456
84.56212,-91.49616,85.042305,-91.8808441,84.37128,-91.88985
85.042305,-91.8808441,85.52249,-92.26552,84.37128,-91.88985
83.22009,-91.51415,83.89111,-91.5051346,84.37128,-91.88985
83.89111,-91.5051346,84.56212,-91.49616,84.37128,-91.88985
83.22009,-91.51415,80.91767,-90.76279,83.60173,-90.7267456
89.364,-95.3429947,85.14082,-93.0529,85.52249,-92.26552
83.22009,-91.51415,83.70028,-91.8988342,83.02925,-91.90785
83.70028,-91.8988342,84.18045,-92.28354,83.02925,-91.90785
85.14082,-93.0529,84.0850449,-92.48037,84.18045,-92.28354
83.60485,-92.09568,83.84493,-92.28805,83.55716,-92.19411
83.84493,-92.28805,84.0850449,-92.48037,83.55716,-92.19411
83.55716,-92.19411,83.02925,-91.90785,83.60485,-92.09568
83.60485,-92.09568,84.18045,-92.28354,84.0850449,-92.48037
83.02925,-91.90785,80.91767,-90.76279,83.22009,-91.51415
83.22009,-91.51415,85.52249,-92.26552,85.14082,-93.0529
77.07617,-87.68526,78.9969254,-89.22404,76.69452,-88.47272
80.91767,-90.76279,78.8061142,-89.61774,78.9969254,-89.22404
78.8061142,-89.61774,76.69452,-88.47272,78.9969254,-89.22404
76.69452,-88.47272,72.4713745,-86.1825562,77.07617,-87.68526
80.91767,-90.76279,78.9969254,-89.22404,81.6809845,-89.18803
77.07617,-87.68526,79.37857,-88.436676,78.9969254,-89.22404
79.37857,-88.436676,81.6809845,-89.18803,78.9969254,-89.22404
89.364,-95.3429947,85.52249,-92.26552,90.89058,-92.19349
84.9437561,-90.70877,85.2331161,-91.48715,84.56212,-91.49616
85.2331161,-91.48715,85.37781,-91.87634,85.042305,-91.8808441
85.52249,-92.26552,85.2823944,-92.07316,85.37781,-91.87634
85.2823944,-92.07316,85.042305,-91.8808441,85.37781,-91.87634
85.042305,-91.8808441,84.56212,-91.49616,85.2331161,-91.48715
84.56212,-91.49616,83.60173,-90.7267456,84.9437561,-90.70877
86.28578,-90.6907654,85.90413,-91.47815,84.9437561,-90.70877
85.90413,-91.47815,85.713295,-91.87184,85.2331161,-91.48715
85.713295,-91.87184,85.61789,-92.0686951,85.37781,-91.87634
85.61789,-92.0686951,85.52249,-92.26552,85.37781,-91.87634
85.37781,-91.87634,85.2331161,-91.48715,85.713295,-91.87184
85.2331161,-91.48715,84.9437561,-90.70877,85.90413,-91.47815
81.6809845,-89.18803,83.98338,-89.9394,83.60173,-90.7267456
86.28578,-90.6907654,84.9437561,-90.70877,83.98338,-89.9394
84.9437561,-90.70877,83.60173,-90.7267456,83.98338,-89.9394
87.9171753,-91.45114,88.06186,-91.84032,87.7263641,-91.84482
88.06186,-91.84032,88.1342,-92.03491,87.9664459,-92.03716
88.1342,-92.03491,88.2065353,-92.2295151,87.9664459,-92.03716
87.9664459,-92.03716,87.7263641,-91.84482,88.06186,-91.84032
87.7263641,-91.84482,87.24617,-91.46012,87.9171753,-91.45114
88.58821,-91.4421,88.39737,-91.8357849,87.9171753,-91.45114
88.39737,-91.8357849,88.3019562,-92.03265,88.06186,-91.84032
88.2065353,-92.2295151,88.1342,-92.03491,88.3019562,-92.03265
88.1342,-92.03491,88.06186,-91.84032,88.3019562,-92.03265
88.06186,-91.84032,87.9171753,-91.45114,88.39737,-91.8357849
87.24617,-91.46012,86.28578,-90.6907654,88.58821,-91.4421
89.4038849,-91.82231,89.47623,-92.01689,89.30848,-92.01914
89.47623,-92.01689,89.54857,-92.2114944,89.30848,-92.01914
89.30848,-92.01914,89.0684,-91.8268,89.4038849,-91.82231
89.73941,-91.81781,89.6440048,-92.0146561,89.4038849,-91.82231
89.54857,-92.2114944,89.47623,-92.01689,89.6440048,-92.0146561
89.47623,-92.01689,89.4038849,-91.82231,89.6440048,-92.0146561
89.0684,-91.8268,88.58821,-91.4421,89.73941,-91.81781
90.21956,-92.20251,89.97948,-92.01013,90.315,-92.0056458
89.97948,-92.01013,89.73941,-91.81781,90.315,-92.0056458
90.315,-92.0056458,90.89058,-92.19349,90.21956,-92.20251
89.88406,-92.20701,89.81175,-92.0124054,89.97948,-92.01013
89.81175,-92.0124054,89.73941,-91.81781,89.97948,-92.01013
89.97948,-92.01013,90.21956,-92.20251,89.88406,-92.20701
89.54857,-92.2114944,89.6440048,-92.0146561,89.88406,-92.20701
89.73941,-91.81781,89.81175,-92.0124054,89.6440048,-92.0146561
89.81175,-92.0124054,89.88406,-92.20701,89.6440048,-92.0146561
89.0684,-91.8268,88.97297,-92.02367,88.7328644,-91.83133
88.8775558,-92.22048,88.80519,-92.0259,88.97297,-92.02367
88.80519,-92.0259,88.7328644,-91.83133,88.97297,-92.02367
88.7328644,-91.83133,88.58821,-91.4421,89.0684,-91.8268
89.21308,-92.2159958,89.14073,-92.02141,89.30848,-92.01914
89.14073,-92.02141,89.0684,-91.8268,89.30848,-92.01914
89.30848,-92.01914,89.54857,-92.2114944,89.21308,-92.2159958
88.8775558,-92.22048,88.97297,-92.02367,89.21308,-92.2159958
89.0684,-91.8268,89.14073,-92.02141,88.97297,-92.02367
89.14073,-92.02141,89.21308,-92.2159958,88.97297,-92.02367
88.54204,-92.22501,88.469696,-92.03041,88.6374359,-92.02815
88.469696,-92.03041,88.39737,-91.8357849,88.6374359,-92.02815
88.6374359,-92.02815,88.8775558,-92.22048,88.54204,-92.22501
88.2065353,-92.2295151,88.3019562,-92.03265,88.54204,-92.22501
88.39737,-91.8357849,88.469696,-92.03041,88.3019562,-92.03265
88.469696,-92.03041,88.54204,-92.22501,88.3019562,-92.03265
88.58821,-91.4421,88.7328644,-91.83133,88.39737,-91.8357849
88.7328644,-91.83133,88.80519,-92.0259,88.6374359,-92.02815
88.80519,-92.0259,88.8775558,-92.22048,88.6374359,-92.02815
88.6374359,-92.02815,88.39737,-91.8357849,88.7328644,-91.83133
87.24617,-91.46012,87.05533,-91.85382,86.57515,-91.46913
87.05533,-91.85382,86.9599152,-92.05067,86.7198257,-91.85832
86.9599152,-92.05067,86.8644943,-92.2475052,86.7198257,-91.85832
86.7198257,-91.85832,86.57515,-91.46913,87.05533,-91.85382
86.57515,-91.46913,86.28578,-90.6907654,87.24617,-91.46012
87.7263641,-91.84482,87.63095,-92.0416641,87.3908539,-91.8493347
87.63095,-92.0416641,87.5355148,-92.2385,87.3908539,-91.8493347
87.3908539,-91.8493347,87.24617,-91.46012,87.7263641,-91.84482
87.7263641,-91.84482,88.2065353,-92.2295151,87.5355148,-92.2385
86.8644943,-92.2475052,87.05533,-91.85382,87.5355148,-92.2385
87.24617,-91.46012,87.3908539,-91.8493347,87.05533,-91.85382
87.5355148,-92.2385,87.29545,-92.0461655,87.3908539,-91.8493347
87.29545,-92.0461655,87.05533,-91.85382,87.3908539,-91.8493347
86.38432,-91.862854,86.28892,-92.0596848,86.0488358,-91.8673248
86.28892,-92.0596848,86.1935,-92.25652,86.0488358,-91.8673248
86.0488358,-91.8673248,85.90413,-91.47815,86.38432,-91.862854
86.38432,-91.862854,86.8644943,-92.2475052,86.1935,-92.25652
85.52249,-92.26552,85.713295,-91.87184,86.1935,-92.25652
85.90413,-91.47815,86.0488358,-91.8673248,85.713295,-91.87184
86.1935,-92.25652,85.95341,-92.06417,86.0488358,-91.8673248
85.95341,-92.06417,85.713295,-91.87184,86.0488358,-91.8673248
86.28578,-90.6907654,86.57515,-91.46913,85.90413,-91.47815
86.57515,-91.46913,86.7198257,-91.85832,86.38432,-91.862854
86.8644943,-92.2475052,86.62442,-92.05518,86.7198257,-91.85832
86.62442,-92.05518,86.38432,-91.862854,86.7198257,-91.85832
86.38432,-91.862854,85.90413,-91.47815,86.57515,-91.46913
64.40669,-80.81497,68.4390259,-83.498764,64.0250549,-81.6023254
72.4713745,-86.1825562,68.24821,-83.8924561,68.4390259,-83.498764
68.24821,-83.8924561,64.0250549,-81.6023254,68.4390259,-83.498764
64.0250549,-81.6023254,59.8019066,-79.3122253,64.40669,-80.81497
55.578743,-77.02214,59.99274,-78.91852,59.8019066,-79.3122253
59.99274,-78.91852,64.40669,-80.81497,59.8019066,-79.3122253
72.4713745,-86.1825562,68.4390259,-83.498764,73.23468,-84.60782
64.40669,-80.81497,68.82069,-82.71138,68.4390259,-83.498764
68.82069,-82.71138,73.23468,-84.60782,68.4390259,-83.498764
77.64867,-86.5042343,79.66481,-87.8461456,77.4578247,-86.89792
79.66481,-87.8461456,80.16886,-88.1815948,79.56941,-88.042984
80.16886,-88.1815948,80.672905,-88.5171,79.56941,-88.042984
80.672905,-88.5171,81.6809845,-89.18803,79.56941,-88.042984
79.56941,-88.042984,77.4578247,-86.89792,79.66481,-87.8461456
77.4578247,-86.89792,73.23468,-84.60782,77.64867,-86.5042343
81.6809845,-89.18803,80.672905,-88.5171,80.86372,-88.1234055
80.672905,-88.5171,80.16886,-88.1815948,80.26427,-87.98476
80.16886,-88.1815948,79.66481,-87.8461456,80.26427,-87.98476
80.26427,-87.98476,80.86372,-88.1234055,80.672905,-88.5171
80.86372,-88.1234055,82.06263,-88.40066,81.6809845,-89.18803
77.64867,-86.5042343,79.85565,-87.45242,79.66481,-87.8461456
80.86372,-88.1234055,80.3596649,-87.78793,80.95913,-87.9265747
79.85565,-87.45242,80.4073944,-87.6895,80.3596649,-87.78793
80.4073944,-87.6895,80.95913,-87.9265747,80.3596649,-87.78793
80.95913,-87.9265747,82.06263,-88.40066,80.86372,-88.1234055
79.85565,-87.45242,80.3596649,-87.78793,80.26427,-87.98476
80.3596649,-87.78793,80.86372,-88.1234055,80.26427,-87.98476
80.26427,-87.98476,79.66481,-87.8461456,79.85565,-87.45242
84.17421,-89.54572,85.32541,-89.9213943,86.28578,-90.6907654
85.32541,-89.9213943,86.47659,-90.2971039,86.28578,-90.6907654
82.06263,-88.40066,84.26962,-89.34887,84.17421,-89.54572
84.26962,-89.34887,86.47659,-90.2971039,84.17421,-89.54572
86.47659,-90.2971039,88.68362,-91.245285,88.58821,-91.4421
88.68362,-91.245285,89.7870941,-91.7194061,89.73941,-91.81781
89.7870941,-91.7194061,90.33885,-91.95646,90.315,-92.0056458
90.33885,-91.95646,90.89058,-92.19349,90.315,-92.0056458
90.315,-92.0056458,89.73941,-91.81781,89.7870941,-91.7194061
89.73941,-91.81781,88.58821,-91.4421,88.68362,-91.245285
88.58821,-91.4421,86.28578,-90.6907654,86.47659,-90.2971039
82.06263,-88.40066,84.17421,-89.54572,83.98338,-89.9394
84.17421,-89.54572,86.28578,-90.6907654,83.98338,-89.9394
83.98338,-89.9394,81.6809845,-89.18803,82.06263,-88.40066
73.23468,-84.60782,77.4578247,-86.89792,77.07617,-87.68526
77.4578247,-86.89792,79.56941,-88.042984,79.37857,-88.436676
79.56941,-88.042984,81.6809845,-89.18803,79.37857,-88.436676
79.37857,-88.436676,77.07617,-87.68526,77.4578247,-86.89792
77.07617,-87.68526,72.4713745,-86.1825562,73.23468,-84.60782
55.578743,-77.02214,38.6861343,-67.8616638,56.34206,-75.44737
38.6861343,-67.8616638,34.46299,-65.57153,39.0677757,-67.07431
34.46299,-65.57153,30.2398224,-63.2814331,39.0677757,-67.07431
21.7935143,-58.7012329,30.4306526,-62.8877563,30.2398224,-63.2814331
30.4306526,-62.8877563,34.74923,-64.98099,34.65381,-65.17789
34.74923,-64.98099,39.0677757,-67.07431,34.65381,-65.17789
34.65381,-65.17789,30.2398224,-63.2814331,30.4306526,-62.8877563
39.0677757,-67.07431,56.34206,-75.44737,38.6861343,-67.8616638
73.23468,-84.60782,69.0115051,-82.3177,73.61633,-83.8204346
64.78836,-80.0276,69.20233,-81.92401,69.0115051,-82.3177
69.20233,-81.92401,73.61633,-83.8204346,69.0115051,-82.3177
56.34206,-75.44737,64.97919,-79.63388,64.78836,-80.0276
64.97919,-79.63388,69.29777,-81.72719,69.20233,-81.92401
69.29777,-81.72719,73.61633,-83.8204346,69.20233,-81.92401
69.20233,-81.92401,64.78836,-80.0276,64.97919,-79.63388
82.06263,-88.40066,81.0068359,-87.82813,81.1022644,-87.63126
81.0068359,-87.82813,80.47894,-87.54188,80.5266647,-87.4434357
80.47894,-87.54188,79.95105,-87.25559,80.5266647,-87.4434357
80.5266647,-87.4434357,81.1022644,-87.63126,81.0068359,-87.82813
81.1022644,-87.63126,82.25346,-88.00696,82.06263,-88.40066
77.83949,-86.11056,80.04646,-87.058754,79.95105,-87.25559
81.1022644,-87.63126,80.5743561,-87.34503,80.5982056,-87.29582
80.5743561,-87.34503,80.04646,-87.058754,80.5982056,-87.29582
80.5982056,-87.29582,81.14998,-87.53286,81.1022644,-87.63126
81.14998,-87.53286,82.25346,-88.00696,81.1022644,-87.63126
80.04646,-87.058754,80.5743561,-87.34503,80.5266647,-87.4434357
80.5743561,-87.34503,81.1022644,-87.63126,80.5266647,-87.4434357
80.5266647,-87.4434357,79.95105,-87.25559,80.04646,-87.058754
73.61633,-83.8204346,77.9349,-85.9137039,77.83949,-86.11056
77.9349,-85.9137039,80.09418,-86.96032,80.04646,-87.058754
81.14998,-87.53286,80.62207,-87.24662,81.1738052,-87.48366
80.09418,-86.96032,80.634,-87.22196,80.62207,-87.24662
80.634,-87.22196,81.1738052,-87.48366,80.62207,-87.24662
81.1738052,-87.48366,82.25346,-88.00696,81.14998,-87.53286
80.09418,-86.96032,80.62207,-87.24662,80.5982056,-87.29582
80.62207,-87.24662,81.14998,-87.53286,80.5982056,-87.29582
80.5982056,-87.29582,80.04646,-87.058754,80.09418,-86.96032
80.04646,-87.058754,77.83949,-86.11056,77.9349,-85.9137039
86.47659,-90.2971039,84.36503,-89.15201,86.57202,-90.100235
82.25346,-88.00696,84.41272,-89.0536,84.36503,-89.15201
84.41272,-89.0536,86.57202,-90.100235,84.36503,-89.15201
86.57202,-90.100235,88.73131,-91.1468658,88.68362,-91.245285
88.73131,-91.1468658,89.81096,-91.670166,89.7870941,-91.7194061
89.81096,-91.670166,90.3507843,-91.93182,90.33885,-91.95646
90.3507843,-91.93182,90.89058,-92.19349,90.33885,-91.95646
90.33885,-91.95646,89.7870941,-91.7194061,89.81096,-91.670166
89.7870941,-91.7194061,88.68362,-91.245285,88.73131,-91.1468658
88.68362,-91.245285,86.47659,-90.2971039,86.57202,-90.100235
82.25346,-88.00696,84.36503,-89.15201,82.06263,-88.40066
86.47659,-90.2971039,84.26962,-89.34887,84.36503,-89.15201
84.26962,-89.34887,82.06263,-88.40066,84.36503,-89.15201
73.61633,-83.8204346,77.83949,-86.11056,73.23468,-84.60782
77.83949,-86.11056,79.95105,-87.25559,77.64867,-86.5042343
79.95105,-87.25559,80.47894,-87.54188,80.4312439,-87.6403
80.47894,-87.54188,81.0068359,-87.82813,80.4312439,-87.6403
80.4312439,-87.6403,79.85565,-87.45242,79.95105,-87.25559
82.06263,-88.40066,80.95913,-87.9265747,81.0068359,-87.82813
80.95913,-87.9265747,80.4073944,-87.6895,80.4312439,-87.6403
80.4073944,-87.6895,79.85565,-87.45242,80.4312439,-87.6403
80.4312439,-87.6403,81.0068359,-87.82813,80.95913,-87.9265747
79.85565,-87.45242,77.64867,-86.5042343,79.95105,-87.25559
77.64867,-86.5042343,73.23468,-84.60782,77.83949,-86.11056
56.34206,-75.44737,64.78836,-80.0276,55.578743,-77.02214
64.78836,-80.0276,69.0115051,-82.3177,68.82069,-82.71138
69.0115051,-82.3177,73.23468,-84.60782,68.82069,-82.71138
68.82069,-82.71138,64.40669,-80.81497,64.78836,-80.0276
64.40669,-80.81497,59.99274,-78.91852,60.183567,-78.524826
59.99274,-78.91852,55.578743,-77.02214,60.183567,-78.524826
60.183567,-78.524826,64.78836,-80.0276,64.40669,-80.81497
97.19713,-97.63469,95.65889,-96.2942,98.03723,-96.09952
94.120636,-94.9537,96.07893,-95.52658,95.65889,-96.2942
96.84807,-96.19687,96.46352,-95.86177,97.058075,-95.8130646
96.46352,-95.86177,96.271225,-95.69418,96.56851,-95.66986
96.07893,-95.52658,96.32373,-95.59823,96.271225,-95.69418
96.32373,-95.59823,96.56851,-95.66986,96.271225,-95.69418
96.56851,-95.66986,97.058075,-95.8130646,96.46352,-95.86177
97.058075,-95.8130646,98.03723,-96.09952,96.84807,-96.19687
96.2534943,-96.2455139,96.166214,-95.88606,96.46352,-95.86177
96.07893,-95.52658,96.271225,-95.69418,96.166214,-95.88606
96.271225,-95.69418,96.46352,-95.86177,96.166214,-95.88606
96.46352,-95.86177,96.84807,-96.19687,96.2534943,-96.2455139
95.65889,-96.2942,95.86893,-95.9104,96.2534943,-96.2455139
96.07893,-95.52658,96.166214,-95.88606,95.86893,-95.9104
96.166214,-95.88606,96.2534943,-96.2455139,95.86893,-95.9104
91.0441742,-92.2726746,94.54071,-94.18611,94.120636,-94.9537
94.54071,-94.18611,96.28897,-95.1428146,96.07893,-95.52658
97.058075,-95.8130646,96.67354,-95.4779358,97.1631,-95.6211853
96.28897,-95.1428146,96.72603,-95.38201,96.67354,-95.4779358
96.72603,-95.38201,97.1631,-95.6211853,96.67354,-95.4779358
97.1631,-95.6211853,98.03723,-96.09952,97.058075,-95.8130646
96.28897,-95.1428146,96.67354,-95.4779358,96.07893,-95.52658
97.058075,-95.8130646,96.56851,-95.66986,96.67354,-95.4779358
96.56851,-95.66986,96.32373,-95.59823,96.37622,-95.5023041
96.32373,-95.59823,96.07893,-95.52658,96.37622,-95.5023041
96.37622,-95.5023041,96.67354,-95.4779358,96.56851,-95.66986
96.07893,-95.52658,94.120636,-94.9537,94.54071,-94.18611
101.113678,-98.78056,100.344559,-98.1103,101.533752,-98.01297
100.344559,-98.1103,99.96001,-97.77519,100.554611,-97.7265
99.57547,-97.44003,100.065033,-97.58327,99.96001,-97.77519
100.065033,-97.58327,100.554611,-97.7265,99.96001,-97.77519
100.554611,-97.7265,101.533752,-98.01297,100.344559,-98.1103
98.03723,-96.09952,99.78546,-97.0562439,99.57547,-97.44003
100.554611,-97.7265,100.170029,-97.39137,100.659622,-97.53461
100.170029,-97.39137,99.97775,-97.2238,100.222534,-97.29542
99.78546,-97.0562439,100.004013,-97.17586,99.97775,-97.2238
100.004013,-97.17586,100.222534,-97.29542,99.97775,-97.2238
100.222534,-97.29542,100.659622,-97.53461,100.170029,-97.39137
100.659622,-97.53461,101.533752,-98.01297,100.554611,-97.7265
99.78546,-97.0562439,100.170029,-97.39137,99.57547,-97.44003
100.554611,-97.7265,100.065033,-97.58327,100.170029,-97.39137
100.065033,-97.58327,99.57547,-97.44003,100.170029,-97.39137
103.071991,-99.3534851,102.302872,-98.68322,103.282,-98.96968
102.302872,-98.68322,101.918304,-98.34809,102.407883,-98.4912949
101.918304,-98.34809,101.726013,-98.18052,101.97081,-98.25214
101.533752,-98.01297,101.752274,-98.1325455,101.726013,-98.18052
101.752274,-98.1325455,101.97081,-98.25214,101.726013,-98.18052
101.97081,-98.25214,102.407883,-98.4912949,101.918304,-98.34809
102.407883,-98.4912949,103.282,-98.96968,102.302872,-98.68322
103.282,-98.96968,105.030258,-99.9264,103.071991,-99.3534851
101.708282,-98.73188,101.621,-98.37243,101.918304,-98.34809
101.533752,-98.01297,101.726013,-98.18052,101.621,-98.37243
101.726013,-98.18052,101.918304,-98.34809,101.621,-98.37243
101.918304,-98.34809,102.302872,-98.68322,101.708282,-98.73188
101.323715,-98.39675,101.515991,-98.56434,101.410965,-98.7562
101.515991,-98.56434,101.708282,-98.73188,101.410965,-98.7562
101.410965,-98.7562,101.113678,-98.78056,101.323715,-98.39675
101.533752,-98.01297,101.621,-98.37243,101.323715,-98.39675
101.708282,-98.73188,101.515991,-98.56434,101.621,-98.37243
101.515991,-98.56434,101.323715,-98.39675,101.621,-98.37243
102.302872,-98.68322,103.071991,-99.3534851,101.113678,-98.78056
98.03723,-96.09952,99.57547,-97.44003,97.19713,-97.63469
99.57547,-97.44003,99.96001,-97.77519,99.75,-98.15895
100.344559,-98.1103,100.0473,-98.1346359,99.96001,-97.77519
100.0473,-98.1346359,99.75,-98.15895,99.96001,-97.77519
99.75,-98.15895,99.155426,-98.20762,99.57547,-97.44003
101.113678,-98.78056,100.134552,-98.49409,100.344559,-98.1103
99.155426,-98.20762,99.75,-98.15895,100.134552,-98.49409
99.75,-98.15895,100.0473,-98.1346359,100.134552,-98.49409
100.0473,-98.1346359,100.344559,-98.1103,100.134552,-98.49409
99.155426,-98.20762,97.19713,-97.63469,99.57547,-97.44003
94.120636,-94.9537,91.74231,-95.14835,91.0441742,-92.2726746
91.74231,-95.14835,89.364,-95.3429947,91.0441742,-92.2726746
94.120636,-94.9537,95.65889,-96.2942,93.28056,-96.4888458
97.19713,-97.63469,95.2388458,-97.06179,95.65889,-96.2942
94.46973,-96.39153,94.85428,-96.72666,94.25969,-96.77534
94.85428,-96.72666,95.0465546,-96.89422,94.9940643,-96.99017
95.0465546,-96.89422,95.2388458,-97.06179,94.9940643,-96.99017
94.9940643,-96.99017,94.74927,-96.91856,94.85428,-96.72666
94.74927,-96.91856,94.25969,-96.77534,94.85428,-96.72666
94.25969,-96.77534,93.28056,-96.4888458,94.46973,-96.39153
95.0643,-96.34287,95.1515656,-96.7023239,94.85428,-96.72666
95.2388458,-97.06179,95.0465546,-96.89422,95.1515656,-96.7023239
95.0465546,-96.89422,94.85428,-96.72666,95.1515656,-96.7023239
94.85428,-96.72666,94.46973,-96.39153,95.0643,-96.34287
95.65889,-96.2942,95.44887,-96.6779861,95.0643,-96.34287
95.2388458,-97.06179,95.1515656,-96.7023239,95.44887,-96.6779861
95.1515656,-96.7023239,95.0643,-96.34287,95.44887,-96.6779861
93.28056,-96.4888458,91.32228,-95.91594,91.74231,-95.14835
91.32228,-95.91594,89.364,-95.3429947,91.74231,-95.14835
91.74231,-95.14835,94.120636,-94.9537,93.28056,-96.4888458
108.466125,-72.07335,109.934952,-73.02466,109.215057,-74.13617
109.934952,-73.02466,110.669373,-73.50032,110.3094,-74.05606
110.669373,-73.50032,111.403793,-73.97598,110.3094,-74.05606
110.3094,-74.05606,109.215057,-74.13617,109.934952,-73.02466
109.215057,-74.13617,108.120712,-74.21626,107.746216,-73.18483
108.120712,-74.21626,107.026337,-74.29637,107.746216,-73.18483
107.746216,-73.18483,108.466125,-72.07335,109.215057,-74.13617
109.9059,-69.85034,110.654846,-71.91315,108.466125,-72.07335
110.654846,-71.91315,111.029327,-72.9445953,109.934952,-73.02466
111.403793,-73.97598,110.669373,-73.50032,111.029327,-72.9445953
110.669373,-73.50032,109.934952,-73.02466,111.029327,-72.9445953
109.934952,-73.02466,108.466125,-72.07335,110.654846,-71.91315
111.403793,-73.97598,112.152725,-76.03883,109.963989,-76.1990051
112.152725,-76.03883,112.901672,-78.1016541,109.963989,-76.1990051
109.963989,-76.1990051,108.495132,-75.24768,109.215057,-74.13617
107.026337,-74.29637,108.120712,-74.21626,108.495132,-75.24768
108.120712,-74.21626,109.215057,-74.13617,108.495132,-75.24768
109.215057,-74.13617,111.403793,-73.97598,109.963989,-76.1990051
74.1124,-47.65941,73.15118,-45.9217834,74.72267,-46.99124
73.15118,-45.9217834,72.18994,-44.18419,74.72267,-46.99124
74.72267,-46.99124,77.25539,-49.79828,74.1124,-47.65941
74.1124,-47.65941,70.96938,-45.52057,72.18994,-44.18419
78.21661,-51.5358734,77.73599,-50.6670837,78.52173,-51.2017822
77.73599,-50.6670837,77.4957,-50.232666,77.88858,-50.50003
77.4957,-50.232666,77.25539,-49.79828,77.88858,-50.50003
77.88858,-50.50003,78.52173,-51.2017822,77.73599,-50.6670837
78.52173,-51.2017822,79.15491,-51.9035339,79.0023651,-52.0705872
79.15491,-51.9035339,79.78812,-52.6052856,79.0023651,-52.0705872
79.0023651,-52.0705872,78.21661,-51.5358734,78.52173,-51.2017822
77.25539,-49.79828,77.73599,-50.6670837,76.64511,-50.46643
78.21661,-51.5358734,77.43088,-51.0011749,77.73599,-50.6670837
76.64511,-50.46643,77.19055,-50.5667725,77.43088,-51.0011749
77.19055,-50.5667725,77.73599,-50.6670837,77.43088,-51.0011749
79.78812,-52.6052856,81.05448,-54.00882,79.4829559,-52.9393921
81.05448,-54.00882,81.37105,-54.35968,81.29477,-54.4432068
81.37105,-54.35968,81.68764,-54.71054,81.29477,-54.4432068
81.29477,-54.4432068,80.901886,-54.1758423,81.05448,-54.00882
82.32083,-55.412323,81.6113739,-54.7940979,81.68764,-54.71054
81.6113739,-54.7940979,81.25665,-54.48497,81.29477,-54.4432068
81.25665,-54.48497,80.901886,-54.1758423,81.29477,-54.4432068
81.29477,-54.4432068,81.68764,-54.71054,81.6113739,-54.7940979
80.901886,-54.1758423,79.4829559,-52.9393921,81.05448,-54.00882
79.4829559,-52.9393921,78.0640259,-51.7029266,78.21661,-51.5358734
78.0640259,-51.7029266,77.35458,-51.0846863,77.43088,-51.0011749
76.64511,-50.46643,77.03797,-50.73381,77.35458,-51.0846863
77.03797,-50.73381,77.43088,-51.0011749,77.35458,-51.0846863
77.43088,-51.0011749,78.21661,-51.5358734,78.0640259,-51.7029266
78.21661,-51.5358734,79.78812,-52.6052856,79.4829559,-52.9393921
76.64511,-50.46643,73.80725,-47.993515,74.1124,-47.65941
70.96938,-45.52057,72.54089,-46.5899963,73.80725,-47.993515
72.54089,-46.5899963,74.1124,-47.65941,73.80725,-47.993515
74.1124,-47.65941,77.25539,-49.79828,76.64511,-50.46643
65.90394,-39.9065247,67.1703,-41.3100281,66.86517,-41.6441345
67.1703,-41.3100281,67.80348,-42.011795,67.6509247,-42.17885
68.436676,-42.7135468,68.0438,-42.4461975,67.80348,-42.011795
