x,z,area,grade
33.16976,-237.9417,0.2517137,0.09358241
32.65686,-237.6638,0.06292161,0.06225711
32.42335,-237.4828,0.06292634,0.1898902
32.86538,-237.5859,0.1258558,0.06224371
33.64492,-239.5076,1.006769,0.04962907
32.71087,-238.7835,1.006739,0.09146606
34.54644,-235.416,1.006776,0.06301785
35.48049,-236.1401,1.006775,0.02957417
33.62053,-235.8958,0.2516772,0.1677578
34.08755,-236.2579,0.2516719,0.03885129
33.20346,-236.0516,0.5033867,0.1862688
33.75413,-235.0413,0.5033805,0.150801
34.2711,-235.9211,0.2516962,0.0382955
33.80408,-235.5591,0.2517016,0.1673135
34.81365,-233.7069,2.013541,0.05757323
35.84761,-235.4666,1.00677,0.02959991
34.91356,-234.7425,1.00677,0.06277166
36.79792,-238.5985,4.027048,0.04230645
34.74627,-237.4871,1.006742,0.04526424
33.72044,-236.9314,0.2516961,0.05827977
33.25342,-236.5693,0.2516974,0.1884306
34.13751,-236.7756,0.5033591,0.04030946
35.5804,-237.1756,2.013549,0.03669268
36.89086,-231.7243,0.5033799,0.02963866
36.6074,-231.0256,0.5033796,0.04870475
37.68317,-232.099,1.006765,0.02276042
35.82322,-231.8548,0.2516907,0.05096271
36.29024,-232.2168,0.2516879,0.01201191
35.40615,-232.0105,0.5033855,0.1027246
35.91092,-231.0845,0.06292848,0.0616478
36.14443,-231.2655,0.06292839,0.07285731
35.70238,-231.1623,0.1258474,0.1227017
35.97772,-230.6572,0.1258398,0.07782175
36.23621,-231.0971,0.06292529,0.07529221
36.0027,-230.9161,0.06292538,0.04974814
36.4738,-231.8801,0.2516899,0.0215527
35.84412,-231.5117,0.1258359,0.1445673
36.16941,-231.5244,0.1258491,0.04767978
37.01633,-229.6659,2.013552,0.06805822
38.05029,-231.4255,1.006774,0.03633966
37.11624,-230.7014,1.006776,0.06352327
38.2594,-227.9948,0.5033755,0.003686774
37.60883,-227.9695,0.5033855,0.07871293
38.30122,-227.3086,1.006759,0.0519646
38.8519,-226.2983,2.013568,0.0443963
38.60096,-230.4153,2.013534,0.03034373
37.8923,-228.6683,0.503378,0.09397917
38.54288,-228.6935,0.503368,0.03067143
37.85048,-229.3544,1.006803,0.03971743
37.89925,-236.578,8.054076,0.04115623
36.94895,-233.446,1.006755,0.01701172
35.92313,-232.8903,0.2516958,0.02731819
35.4561,-232.5283,0.251693,0.1051873
36.34019,-232.7346,0.5033683,0.01051322
37.78308,-233.1346,2.013545,0.01799826
36.68174,-235.1551,2.013542,0.02661626
35.78952,-233.7449,0.5034004,0.02510414
35.34341,-233.0397,0.1258406,0.04360348
35.20168,-232.6904,0.1258403,0.1147023
35.73956,-233.2271,0.2516927,0.02732024
36.58184,-234.1196,1.006801,0.01695621
41.29622,-223.6422,0.5033776,0.02689784
41.01276,-222.9435,0.5033776,0.07251392
42.08854,-224.0169,1.006765,0.01762497
40.1368,-223.9411,1.006725,0.05549028
40.36217,-222.9182,0.5033868,0.07748761
40.64564,-223.617,0.5033868,0.05658492
41.4217,-221.5838,2.013535,0.04978454
42.45565,-223.3434,1.006778,0.01682418
41.52161,-222.6193,1.006768,0.05607086
42.89015,-218.8898,4.027077,0.0298258
42.72286,-221.6344,4.027137,0.03288059
45.82706,-213.5017,8.054149,0.02497752
44.60025,-217.5806,4.027074,0.015381
43.69873,-221.6723,2.013559,0.01415077
43.86603,-218.9277,2.013529,0.00511844
40.26923,-229.7923,32.2166,0.03648943
52.35146,-202.7508,32.2167,0.01174333
58.30893,-190.6024,4.027119,0.02733525
59.77738,-187.9083,4.027144,0.125722
61.79243,-183.6021,0.06292345,0.1388938
62.02595,-183.7831,0.06292568,0.1396964
61.5839,-183.68,0.1258513,0.1389034
61.85924,-183.1749,0.1258459,0.1256909
62.11773,-183.6147,0.06292345,0.09063388
61.88422,-183.4337,0.06292121,0.07139274
62.20544,-182.8444,0.5033885,0.08518787
62.96057,-181.1543,0.5033654,0.1128413
62.55164,-182.514,0.5033689,0.1287236
63.87836,-179.4705,0.2516949,0.131713
64.24548,-178.797,0.2516875,0.001526075
64.79615,-177.7868,0.5033876,0.001526571
63.57166,-180.4903,0.5033951,0.1316977
62.79561,-182.5235,0.2517055,0.128714
63.20454,-181.1638,0.2517037,0.1128392
61.92836,-184.3811,0.2517031,0.03741603
61.58332,-184.0238,0.1258456,0.1099137
61.90862,-184.0365,0.1258436,0.04815122
61.55138,-184.8823,0.503376,0.08767237
61.12269,-185.8973,1.006787,0.02625935
60.26532,-187.9274,2.013602,0.04840863
55.93895,-197.3881,16.10833,0.02869928
49.57254,-210.8962,16.10835,0.02065556
46.79362,-219.0415,8.054142,0.01374607
47.7788,-213.5776,8.054187,0.02309258
42.22096,-229.8682,16.10826,0.02933226
44.67459,-221.7102,8.054145,0.009512329
46.80293,-213.5396,4.027102,0.02403085
45.81775,-219.0035,4.02708,0.01554289
78.38265,-167.3144,20.02758,0.01367703
91.41019,-175.2767,20.02757,0.01494421
71.29529,-164.3492,40.05493,0.0136485
110.9515,-187.2201,20.02756,0.01517815
127.3793,-196.9189,5.007016,0.01376623
137.2217,-202.7636,2.503522,0.008085194
130.5645,-199.0365,2.503528,0.01422311
117.3219,-191.4552,10.01402,0.01517861
90.6932,-176.5466,10.01386,0.01500356
77.37886,-169.0923,10.01384,0.01365153
97.63715,-179.7658,20.02757,0.01495262
31.06548,-142.4943,20.02712,0.01177285
50.75019,-154.1837,10.01375,0.01243047
37.43585,-146.7294,10.01374,0.0117689
10.80718,-131.8208,10.01388,0.01176946
-2.507154,-124.3665,10.01389,0.01309542
17.75115,-135.04,20.02712,0.01176944
51.18039,-153.4218,20.02752,0.01253733
38.15285,-145.4595,20.0275,0.01188625
58.26776,-156.3869,40.05496,0.01239454
112.0987,-185.1882,40.05482,0.01517753
127.9529,-195.903,10.01369,0.01417261
137.4368,-202.3826,5.006788,0.008827579
130.923,-198.4015,5.006805,0.01496716
118.0389,-190.1853,20.02741,0.01517755
91.98377,-174.2607,20.0272,0.0149108
78.95624,-166.2985,20.02722,0.01364229
99.07113,-177.2259,40.05482,0.01491083
136.8838,-199.4825,10.01379,0.01360707
139.4237,-202.743,10.01381,0.02530059
131.9268,-196.6236,20.0275,0.01561146
143.6844,-202.9557,20.02742,0.03383906
141.1445,-199.6952,20.02751,0.02976818
119.4728,-187.6454,40.05521,0.01517744
133.3608,-194.0838,10.01368,0.01707126
140.1613,-197.557,10.01366,0.02363683
129.3869,-193.3632,20.02759,0.0157181
90.87549,-98.16505,13.84674,0.01578696
97.28174,-103.0007,6.923429,0.007025274
92.65438,-100.4685,6.923406,0.01318775
-60.03276,-187.8233,38.87777,0.02049038
-56.47218,-181.3302,38.87772,0.02538347
-48.86501,-165.0312,38.87757,0.02612077
-53.39765,-178.1499,38.87762,0.02567789
-38.18328,-145.5519,38.87757,0.02635251
-28.14869,-126.0394,19.43885,0.02485996
-33.97558,-139.0918,19.4388,0.02647096
-43.36305,-158.6374,38.87755,0.02616714
-51.45627,-178.2492,19.43912,0.02558203
-46.92363,-165.1305,19.4391,0.02603076
-68.09612,-203.8479,29.6608,0.002412926
-75.35413,-211.3702,29.66079,0.002757968
-65.89249,-197.9315,59.3213,0.01033589
-88.06089,-57.25254,24.50861,0.002970529
-116.0197,-37.7239,51.77645,0
-214.2554,34.5341,30.72847,0.001243538
-320.3667,-41.57651,23.19489,0
-371.4792,13.69287,51.50515,1.694368E-05
-328.6782,-24.03398,27.4323,0
-308.898,-49.20025,60.80953,0
-255.3182,26.68498,20.98141,0.0005092627
-259.798,20.02438,20.98133,0.0002545925
-255.129,31.12943,41.96376,0.0005532914
-266.5177,10.03346,20.98171,0
-272.7248,-0.235967,10.49063,0.0002545923
-269.2704,6.981695,10.4906,0
-262.3614,21.41704,10.49048,0.0002545916
-258.907,28.63473,10.49045,0.0002545924
-263.0633,17.25114,20.98178,0.0002545913
-279.9572,-9.948339,20.98178,0
-286.1643,-20.21781,10.49087,0
-282.7098,-13.00013,10.49092,0
-292.884,-30.20872,10.49094,0.0002545925
-297.3638,-36.86932,10.49098,0.001751245
-285.4624,-16.0519,10.4912,0
-288.9169,-23.26959,10.49094,0
-269.0812,11.42614,10.49098,0
-273.561,4.765543,10.49074,0.00174578
-261.6596,25.58295,10.49233,0.0002545924
-265.114,18.36526,10.49101,0.0002545919
-276.5028,-2.730657,20.98174,0.0002545924
-270.2957,7.538767,10.49114,0
-273.7502,0.321106,10.49116,0.0002545921
-270.2049,34.91206,82.61127,0.0003971104
-282.7701,14.89582,41.30633,0.000129395
-275.7622,28.9815,41.3063,1.419302E-05
-296.362,-4.564301,41.30464,0.0001293951
-309.4406,-24.30247,20.65221,0
-301.4059,-10.77294,20.65224,0.000129395
-288.8407,9.243312,41.30459,0.0001293953
-277.3021,29.8157,20.65295,1.419302E-05
-284.3101,15.73002,20.65296,0.000129395
-282.9121,42.85281,73.06444,0.0001467612
-294.9757,25.7428,36.53161,0
-288.3053,37.89531,36.53156,0.0001467613
-308.0683,9.192149,36.53188,0.0001533419
-320.6464,-7.638214,18.26527,0
-312.947,3.954941,18.26527,0.0001341028
-300.8835,21.06498,36.5318,7.515304E-05
-289.8488,38.73436,18.26613,0.0001467614
-296.5192,26.58185,18.26616,0
-295.4994,50.46569,62.60924,0
-306.5443,36.19616,31.30512,0.0001759259
-300.6709,46.30371,31.30516,0
-318.7067,22.37253,31.30486,0
-330.3103,8.325933,15.6522,0.0001759805
-323.3195,17.9876,15.6522,0
-312.2746,32.25715,31.30489,0.0001759256
-302.347,46.97258,15.65204,0
-308.2205,36.86502,15.65202,0.0001759254
-323.8997,41.65123,12.10359,0
-316.796,47.05432,12.10365,0.0002279663
-326.7122,37.99751,24.20671,0
-335.8892,27.98847,12.10371,0.0003935912
-342.2535,21.63317,12.10362,0.0004046562
-333.4463,32.11833,24.20672,2.69998E-05
-317.905,48.48262,24.20722,0.0002279662
-325.0087,43.07952,24.20711,0
-315.8318,53.08853,48.41373,0.0002279671
-282.3988,55.7794,50.24802,0.0002420068
-245.6978,35.86276,46.54184,0.0007666474
-371.5293,31.9935,65.07755,0
-360.7385,46.70069,32.53897,0
-366.406,36.29587,32.53883,0
-290.107,87.81474,16.08367,8.303964E-05
-103.7042,0.6780294,24.50129,0.03733783
-135.6885,44.79149,22.71435,0.001628026
-129.1141,39.96468,22.71439,0.0009225751
-118.7217,33.1026,11.35697,0.003290996
-111.882,28.46486,2.839289,0.01188631
-108.5947,26.05147,2.839277,0.02960507
-114.0563,29.29345,5.678516,0.01167192
-123.0704,34.75976,22.71425,0.002945136
-137.2807,43.65714,45.42826,0.0007848494
-144.9166,47.72771,45.42838,0
-47.57758,-15.62885,27.65047,0.01265733
-47.05919,-9.991074,27.65044,0.004997605
-93.28811,11.41683,30.32398,0.04678765
-99.97819,13.46152,7.60284,0.05035072
8.989811,-42.07102,8.557838,0.06787712
4.890154,-45.33239,4.278877,0.05578872
6.952094,-42.76431,4.278895,0.0610502
11.57935,-37.92355,17.1157,0.07707143
5.872679,-47.79791,17.11574,0.04525422
9.46897,-44.24118,8.55785,0.05853387
8.413777,-47.39999,8.557903,0.05044385
18.29277,-28.63993,8.557852,0.03408249
17.23757,-31.79875,8.557816,0.04016355
22.41666,-23.50378,4.278943,0.0718381
25.25788,-19.504,2.139484,0.09509753
23.82516,-22.44129,0.534871,0.09392165
23.04587,-23.87301,0.534873,0.07224716
23.96311,-21.57774,1.069744,0.07797009
19.80289,-29.52605,4.278965,0.03547652
20.85809,-26.36723,4.278968,0.03816859
13.06526,-40.68444,4.278967,0.07292315
15.391,-37.32668,1.069751,0.07192647
16.8116,-35.32677,0.5348412,0.06775879
16.03232,-36.7585,0.5348602,0.07657864
14.34791,-39.54811,2.13949,0.0753992
11.23078,-45.27498,2.139402,0.05694702
9.672214,-48.13842,2.139426,0.04333139
11.50669,-43.54789,4.278934,0.06950993
14.38425,-36.73592,2.13946,0.07152551
15.91859,-35.74725,2.139442,0.0456597
13.08948,-38.80966,4.27892,0.07404143
15.94281,-33.87248,4.27886,0.0475965
14.40847,-34.86115,4.278926,0.06735795
82.79723,-94.10474,33.63197,0.02639657
66.03829,-84.685,16.81585,0.02324992
77.56744,-90.27332,16.81589,0.02318708
49.54677,-74.7466,16.8159,0.02314183
32.92156,-65.06751,8.408078,0.02181254
44.1833,-71.17448,8.408083,0.02316549
66.70679,-83.3884,8.408137,0.02324987
77.96854,-89.49535,8.408139,0.02318708
60.80851,-80.85357,16.81588,0.02324991
108.002,-102.9249,10.60542,0.01464511
112.9615,-73.71701,20.44373,4.850578E-05
94.81789,-57.34444,14.07005,0.0007765128
102.0828,-63.78051,14.07009,0.0008317963
90.06902,-54.8589,28.14042,0.001288243
76.93881,-46.66977,14.06985,0.008866196
68.27838,-41.14929,3.51761,0.01876022
64.08772,-38.2975,3.517622,0.01984547
70.93192,-42.20895,7.034921,0.008758827
82.2459,-48.78908,28.14041,0.001409202
103.7574,-62.68179,28.14008,0.0004330786
96.49252,-56.24573,28.14,0.0003776214
109.6227,-64.43488,56.28019,0.0004359648
200.6296,-50.9647,9.163412,0.0001634524
208.4252,-40.32501,9.163395,0
197.1019,-56.82418,18.32629,0.0001634529
186.1488,-73.86295,9.163189,0.004674437
178.8158,-85.17716,2.290758,0.01540288
175.1493,-90.83426,0.5726705,0.02995713
173.293,-93.62909,0.5726752,0.03283132
175.985,-89.30196,1.14538,0.0160278
180.4871,-82.11253,4.581604,0.005471298
189.4913,-67.73368,18.32626,0.00104656
207.8699,-39.51559,18.32589,0
200.0743,-50.15528,18.32592,0.000163452
211.0275,-33.11654,36.65228,0
228.3882,-3.414495,2.291024,0.009572028
232.2397,1.972814,0.5726196,0.02354232
234.1886,4.632726,0.5726253,0.04420646
231.3578,0.5079448,1.1455,0.02412079
226.6243,-6.344238,4.581453,0.009564754
221.0552,-14.72872,9.16291,0.003415135
231.9158,2.444977,1.145428,0.02499716
234.0499,4.835083,1.145447,0.04600229
231.0339,0.9801229,2.290705,0.02420347
228.1106,-3.009766,4.581447,0.009570976
233.7722,5.239807,2.290786,0.04526498
231.6382,2.849701,2.290746,0.02409865
234.4691,6.974493,4.581627,0.04510107
242.2675,20.36061,0.5727196,0.1468259
244.2164,23.02054,0.5727285,0.162131
241.3856,18.89576,1.145312,0.1461955
238.6473,14.63607,0.5727537,0.1206204
236.814,11.80754,0.1431628,0.09678188
235.8859,10.41013,0.1431623,0.07414009
237.2319,12.57368,0.2863784,0.09099127
239.0419,15.43594,0.5726014,0.1653526
239.9239,16.90081,0.5726532,0.1277146
244.0776,23.22292,1.145453,0.162214
242.1287,20.56298,1.145435,0.1470355
244.867,24.8227,2.290822,0.1644898
249.184,32.28192,2.290947,0.1789562
252.2244,37.47639,0.2863802,0.2235267
253.1064,38.94124,0.2863589,0.1654521
254.4292,41.13853,0.5727342,0.1356685
252.2938,37.37521,0.5725689,0.2128064
251.4582,35.84291,0.5727312,0.1780792
247.6053,29.08238,4.58166,0.1782233
238.9712,14.16389,1.145375,0.1143135
236.4656,10.9402,0.5727342,0.1473285
237.3938,12.33761,0.5726829,0.09010846
239.8068,15.69622,2.290854,0.1154135
242.4988,20.02337,1.145334,0.1451493
244.3552,22.8182,1.145329,0.1620845
241.7557,18.35613,2.290882,0.1432647
237.2074,11.23418,2.290808,0.07800609
239.2488,13.75918,2.29083,0.1130578
236.5568,9.432053,4.581607,0.07728066
221.6105,-15.53814,18.3262,0.001471684
228.8509,-4.08904,4.58156,0.008154273
232.4711,1.635534,1.145405,0.02155424
234.3274,4.430369,1.145421,0.04203531
231.728,-0.03170776,2.290775,0.02233935
227.3646,-7.423477,9.163058,0.008089711
218.638,-22.20703,36.65233,0.001476996
187.4443,-75.75161,18.32622,0.005476913
179.4636,-86.12148,4.581558,0.01736434
175.4732,-91.30642,1.145421,0.03002178
173.4318,-93.83143,1.145424,0.03282962
176.3089,-89.7741,2.290766,0.01791546
181.1349,-83.05685,9.163116,0.006304502
190.7869,-69.62234,36.65284,0.001262626
201.555,-52.31376,18.32633,0.0001634522
208.9804,-41.13445,18.32628,0
198.5825,-58.98265,36.6529,0.0001596564
180.7591,-88.01015,9.163153,0.01673179
174.9152,-93.24345,4.581535,0.0438896
176.9566,-90.71844,4.581552,0.01696131
182.4304,-84.9455,18.32637,0.007005133
188.5548,-77.37046,36.65271,0.005471346
177.0464,-93.59979,18.32645,0.01981195
181.8696,-89.629,18.32652,0.01675679
176.9511,-96.21134,18.32636,0.02942698
175.2798,-99.27597,18.32614,0.04829505
168.5857,16.63203,66.79073,0.001081348
183.8562,11.00391,43.2087,0.00120429
179.7739,3.857381,43.20888,0.0007435484
140.2299,1.133341,78.21381,0.001948402
130.9928,-18.88712,39.10699,0.00173783
135.5702,-5.202815,39.10691,0.001545402
101.6355,26.5079,44.33492,0.001122875
111.9124,19.10686,22.16701,0.001579425
104.2679,22.6948,22.16699,0.001161414
55.51937,-36.99683,22.84525,0.0320498
-50.93464,165.5366,68.46098,0
-33.17688,158.3279,34.23014,0
-45.16946,161.4828,34.23021,0
-15.53466,149.8811,34.23014,0
2.16534,142.0534,17.1154,0
-9.711689,146.4464,17.11544,0
-27.46948,153.6551,34.23017,0
-45.3428,159.6255,17.11475,0
-33.35022,156.4707,17.11471,0
19.74979,132.9875,34.22985,0
37.44981,125.1598,17.11522,0
25.57277,129.5528,17.11522,0
52.15166,118.1208,8.557219,0.0003499594
59.53146,114.9108,2.139382,0.004368215
63.95648,112.9539,1.069694,0.01913437
60.98721,114.0521,1.069705,0.009857969
55.06313,116.4034,4.278751,0.001915861
67.24995,111.2153,0.5348325,0.03469216
68.36703,110.8422,0.2673976,0.1338261
67.60305,110.8846,0.2673921,0.07001396
69.83722,110.1383,0.5348681,0.1553988
68.71291,110.434,0.2674273,0.1275322
67.58139,110.6524,0.1337395,0.06713693
68.34538,110.61,0.1337423,0.1324457
72.77759,108.7305,1.069669,0.1639672
70.55064,109.5542,0.5348319,0.1531099
68.68762,110.1632,0.1337076,0.132539
67.57055,110.5363,0.06684967,0.06715876
68.32008,110.3392,0.0668479,0.1504435
69.81554,109.9061,0.2674146,0.155309
77.18816,106.6188,1.06966,0.1693129
81.60596,104.5844,0.5348102,0.1536995
78.65113,105.8375,0.5348173,0.1693379
74.2261,107.7944,1.069656,0.1617873
70.52535,109.2833,0.267481,0.1530774
68.675,110.0277,0.06686038,0.1347205
67.56513,110.4783,0.0334409,0.06709965
68.30744,110.2037,0.03344186,0.1597709
69.79026,109.6353,0.1337234,0.1600506
72.75591,108.4983,0.5349644,0.16211
66.11481,111.395,1.069692,0.04215835
63.88425,112.18,0.5349006,0.009804185
65.39056,111.863,0.5348986,0.02920176
60.92943,113.433,1.069731,0.009514811
63.16722,112.7254,0.5348595,0.01089981
65.41222,112.0952,0.2674439,0.03334809
63.90592,112.4122,0.2674448,0.01767017
55.01979,115.9391,2.13956,0.001646939
59.47369,114.2917,1.069792,0.003582474
63.93482,112.7217,0.5348319,0.01913208
60.95111,113.6652,0.5348341,0.009513225
43.24389,121.4155,17.11446,0
25.48611,128.6242,8.557177,0
37.36316,124.2311,8.557177,0
7.843878,137.071,34.22974,0
-9.942788,143.9701,17.11481,0
1.992021,140.1962,17.1148,0
-27.67169,151.4883,17.11497,0
-45.42946,158.6969,8.557655,0
-33.55243,154.3039,8.557671,0
-15.76576,147.4048,17.115,0
2.078676,141.1248,8.557255,0
-9.856133,144.8987,8.557262,0
-109.7071,121.8137,6.287415,0
-114.9723,114.337,6.287378,0
-107.4712,126.05,12.57386,0
-100.3668,138.261,6.286782,0
-95.49835,146.2357,6.286756,0
-102.4043,133.7757,12.57393,0
-114.3771,113.5901,12.57395,0
-109.1119,121.0668,12.57402,0
-116.2162,108.8558,25.14829,0
-127.1971,87.42532,6.287393,0
-122.3286,95.39996,6.287377,0
-129.2345,82.94001,12.57413,0
-135.7437,69.98212,6.287275,0
-140.2154,61.50952,6.287266,0
-133.9046,74.7164,12.57414,0
-122.9238,96.14691,12.57383,0
-127.7922,88.17227,12.57386,0
-121.2831,101.1302,25.14821,0
-101.7556,140.0039,12.57429,0
-96.09353,146.9826,12.5743,0
-103.793,135.5186,25.14845,0
-110.699,123.0586,12.57377,0
-115.5675,115.084,12.57374,0
-109.0583,128.0419,25.14831,0
-97.28387,148.4765,25.14804,0
-102.9459,141.4977,25.14802,0
-96.03998,153.9577,50.29648,0
88.46633,105.854,4.109509,0.07771144
86.44934,104.9806,4.109456,0.1055865
89.11134,108.85,4.109596,0.07012493
89.35366,107.1438,4.10956,0.07897374
89.83834,103.7315,4.109597,0.08344141
90.08067,102.0254,4.109567,0.1024907
86.69169,103.2744,4.109614,0.1225601
88.70867,104.1479,4.109667,0.09734724
91.89451,111.8663,8.219193,0.03312869
93.66919,114.446,8.219114,0.01667898
92.05666,106.956,4.109606,0.06720082
91.53281,103.107,2.054739,0.1026292
91.29049,104.8132,2.054783,0.06920353
91.37067,108.0173,4.10956,0.0461797
91.12833,109.7234,4.109596,0.03477312
260.2144,61.60454,14.01672,0
268.2197,45.354,2.822532,0.06675826
267.8145,43.65155,2.822538,0.08354847
266.5317,47.54959,2.822553,0.02621749
267.7921,46.65335,2.822514,0.05539313
270.6279,44.63678,0.7056104,0.1073343
270.4253,43.78558,0.7056514,0.1201923
270.099,45.51052,1.411213,0.0924053
271.9895,44.16616,1.411242,0.1406196
271.0555,43.33746,0.705593,0.1165361
271.2581,44.18866,0.7055519,0.1037847
269.0748,42.75533,2.822412,0.1031824
269.48,44.45778,2.822406,0.0867781
274.7241,41.724,5.645105,0.1707094
277.6612,40.13304,1.411243,0.1538764
279.1297,39.33759,0.3528478,0.1419072
280.0216,38.82785,0.1764189,0.027292
279.4983,38.95112,0.1764288,0.1289068
278.3982,39.36008,0.7056166,0.1475743
276.1982,40.17807,2.822515,0.1677762
272.8447,41.56749,5.644927,0.1526936
270.7516,42.06063,5.644981,0.1111558
296.5963,11.74706,6.245337,0.03829815
294.4673,10.25545,6.245554,0.05704543
295.5765,13.64011,12.49035,0
301.8294,10.19824,12.49104,0.03017553
296.5515,9.108134,6.245652,0.04844592
298.6806,10.59974,6.245435,0.02816261
307.0401,7.330048,6.24538,0.01435305
310.1778,6.268835,3.122714,0
308.0711,6.09669,3.122715,0.01772813
314.3464,3.974289,6.245372,0.002447788
311.2032,4.705622,3.122702,0.001650025
308.0544,5.107117,1.561329,0.01772819
310.161,5.279261,1.561329,0
303.8802,7.071828,12.49076,0.02286272
299.6892,8.046936,12.49047,0.03053598
320.5881,-0.1272583,12.49102,0.01267648
326.8522,-2.909378,6.24527,0.0003947522
322.6613,-1.93425,6.245298,0.008918761
335.1894,-7.498489,12.49017,0.004402164
328.9197,-5.046209,6.245145,0.003808263
322.6445,-2.923803,3.122625,0.009052918
326.8354,-3.898931,3.122611,0.0006134973
316.3916,0.5180003,12.49085,0.01024014
311.1557,1.901835,3.122735,0.01616347
308.5377,2.59377,0.7806805,0.02224372
307.4928,3.002482,0.780669,0.02649427
310.1163,2.640416,1.561361,0.01678616
314.3129,1.995143,6.245439,0.01619385
303.8411,4.762817,6.24538,0.03068108
297.5658,6.885208,3.122809,0.03756811
301.7567,5.9101,3.12281,0.04354825
307.5193,4.569315,1.561224,0.01835483
306.4604,4.153387,1.56139,0.04157419
310.1386,3.959839,1.561333,0.007767838
307.5026,3.579747,0.7807355,0.06386277
308.5615,3.995677,0.7806292,0.01152904
314.3296,2.984721,3.122651,0.01529273
310.1247,3.135203,0.7806722,0.01678445
307.497,3.249878,0.3903387,0.08544205
308.5503,3.335953,0.3903323,0.02200431
311.1808,3.3862,1.561333,0.01525761
263.9505,-53.24226,0.03227724,0.0750116
260.4744,-52.41231,0.01613226,0.08495822
262.7919,-52.96151,0.0161324,0.07417426
320.8302,-113.1543,9.498735,0.1611038
323.4259,-109.4405,2.374668,0.1498189
325.0333,-107.2423,1.187348,0.159831
324.2952,-108.9083,1.187355,0.1488482
322.5689,-112.0898,4.749287,0.1500899
327.7602,-104.6623,4.749168,0.1647554
330.606,-101.0989,1.18734,0.1771963
332.3384,-98.97589,0.5937215,0.2129067
331.3502,-100.4915,0.5937269,0.232963
329.2487,-103.4474,2.37466,0.174256
324.6766,-110.1924,1.187326,0.1466062
326.4091,-108.0694,0.5935905,0.1432109
325.4208,-109.585,0.5936103,0.1325089
323.3193,-112.5409,2.374605,0.1467524
326.403,-107.0109,2.374609,0.1501715
324.7955,-109.209,1.18741,0.1541993
325.5336,-107.5431,1.187403,0.1650349
315.3418,-123.0402,1.187375,0.2691554
314.943,-124.119,0.5936912,0.2848271
315.5324,-123.6822,0.2967991,0.270456
315.473,-124.1739,0.2968592,0.2092942
316.8897,-121.3337,1.187327,0.1942026
316.2767,-123.0748,0.2967963,0.2200674
315.8779,-124.1536,0.1484296,0.3624523
315.9373,-123.6619,0.1483924,0.2235861
316.2111,-122.508,0.5936733,0.2067662
318.7472,-119.2859,1.18742,0.1803489
320.4797,-117.1629,0.5936804,0.1604061
319.4915,-118.6784,0.5936719,0.1781703
317.5151,-121.7096,0.5936605,0.1929804
316.5894,-123.2628,0.1484516,0.2022396
316.0952,-124.0206,0.1484603,0.1653179
316.7113,-122.8087,0.296828,0.2002679
317.759,-120.8015,1.187412,0.1904608
313.1869,-127.5464,9.498693,0.2699344
319.8544,-116.7869,2.374743,0.1573539
318.616,-118.1522,2.374736,0.1762576
320.0327,-115.3119,2.374654,0.169084
318.9937,-116.1377,0.1484046,0.1297251
318.7733,-115.7415,0.1484188,0.1663498
319.3838,-116.2404,0.2968178,0.1710928
318.5442,-116.5268,0.2968126,0.166501
318.4934,-115.837,0.1484379,0.1905785
318.7139,-116.2332,0.1484238,0.1632706
318.9727,-115.2021,1.187392,0.1493011
316.7584,-120.2,2.374637,0.1896093
315.5201,-121.5652,2.374782,0.2786113
317.3653,-117.4003,1.187322,0.175542
318.1331,-115.4885,0.1484046,0.1565065
317.8235,-115.8298,0.1484036,0.2840157
318.3473,-114.8262,0.2967934,0.1562696
317.9189,-116.1509,0.1484323,0.1724297
318.2284,-115.8095,0.148428,0.1346175
318.0142,-116.4719,0.2968239,0.1706294
317.4965,-118.534,2.374684,0.1797509
328.5453,-100.3876,0.2968027,0.1942005
328.6048,-99.89594,0.2968377,0.1695222
329.0159,-100.9342,0.5936387,0.1899005
327.5151,-100.032,0.5936704,0.1835738
328.1045,-99.59519,0.2968394,0.2104298
328.0451,-100.0869,0.2968044,0.2372092
329.4742,-99.36371,1.187354,0.204657
329.5757,-100.7433,0.5937268,0.1890298
329.1348,-99.95084,0.5936965,0.2124687
331.1534,-98.79092,1.187311,0.210705
332.2728,-98.40903,1.187268,0.1166686
330.4153,-100.4568,1.187361,0.1698273
330.5342,-99.47351,1.187305,0.2123935
327.4977,-102.3949,9.498652,0.1856137
329.3306,-96.11295,4.749403,0.2105616
331.3911,-96.82421,1.18729,0.2101985
332.3917,-97.42569,1.187338,0.1168076
330.772,-97.50684,2.374725,0.2105503
328.0922,-97.47817,9.498879,0.2110908
323.7231,-106.9822,1.187365,0.1275981
324.8426,-106.6003,1.187407,0.1615403
322.985,-108.6481,1.187388,0.149344
323.1039,-107.6648,1.187388,0.1239336
324.4612,-105.3162,2.374808,0.1526762
323.3417,-105.6981,2.37471,0.1273985
320.5677,-110.8869,4.749452,0.1456518
322.1628,-106.5716,2.374582,0.1014369
321.9845,-108.0466,1.187363,0.1187168
321.8656,-109.03,1.187363,0.1444327
325.556,-100.7002,1.187464,0.1859066
325.6749,-99.71691,1.187396,0.2133428
324.3176,-102.0655,0.5936783,0.1825694
323.6984,-102.7481,0.593679,0.09512065
324.621,-100.6656,0.2968283,0.1957449
324.99,-99.83265,0.2968309,0.1829996
324.6866,-101.2325,0.5936742,0.186976
